field,ra,dec
SPLUS-s21s25,322.1833333,-26.91722222
SPLUS-s21s26,323.6958333,-26.91722222
SPLUS-s21s27,325.2083333,-26.91722222
SPLUS-s21s28,326.7208333,-26.91722222
SPLUS-s21s29,328.2333333,-26.91722222
SPLUS-s21s30,329.7458333,-26.91722222
SPLUS-s21s31,331.2625,-26.91722222
SPLUS-s21s32,332.775,-26.91722222
SPLUS-s21s33,334.2875,-26.91722222
SPLUS-s21s34,335.8,-26.91722222
SPLUS-s21s35,337.3125,-26.91722222
SPLUS-s21s36,338.825,-26.91722222
SPLUS-s21s37,340.3375,-26.91722222
SPLUS-s21s38,341.85,-26.91722222
SPLUS-s21s39,343.3625,-26.91722222
SPLUS-s21s40,344.875,-26.91722222
SPLUS-s21s41,346.3875,-26.91722222
SPLUS-s21s42,347.9,-26.91722222
SPLUS-s21s43,349.4125,-26.91722222
SPLUS-s21s44,350.925,-26.91722222
SPLUS-s21s45,352.4375,-26.91722222
SPLUS-s21s46,353.95,-26.91722222
SPLUS-s21s47,355.4625,-26.91722222
SPLUS-s21s48,356.975,-26.91722222
SPLUS-s21s49,358.4875,-26.91722222
SPLUS-s22s01,0.01666666667,-28.24722222
SPLUS-s22s02,1.533333333,-28.24722222
SPLUS-s22s03,3.0625,-28.24722222
SPLUS-s22s04,4.595833333,-28.24722222
SPLUS-s22s05,6.129166667,-28.24722222
SPLUS-s22s06,7.658333333,-28.24722222
SPLUS-s22s07,9.191666667,-28.24722222
SPLUS-s22s08,10.725,-28.24722222
SPLUS-s22s09,12.25416667,-28.24722222
SPLUS-s22s10,13.7875,-28.24722222
SPLUS-s22s11,15.32083333,-28.24722222
SPLUS-s22s12,16.85,-28.24722222
SPLUS-s22s13,18.38333333,-28.24722222
SPLUS-s22s14,19.91666667,-28.24722222
SPLUS-s22s15,21.44583333,-28.24722222
SPLUS-s22s16,22.97916667,-28.24722222
SPLUS-s22s17,24.5125,-28.24722222
SPLUS-s22s18,26.04166667,-28.24722222
SPLUS-s22s19,27.575,-28.24722222
SPLUS-s22s20,29.10833333,-28.24722222
SPLUS-s22s21,315.575,-28.24722222
SPLUS-s22s22,317.1083333,-28.24722222
SPLUS-s22s23,318.6375,-28.24722222
SPLUS-s22s24,320.1708333,-28.24722222
SPLUS-s22s25,321.7041667,-28.24722222
SPLUS-s22s26,323.2333333,-28.24722222
SPLUS-s22s27,324.7666667,-28.24722222
SPLUS-s22s28,326.2958333,-28.24722222
SPLUS-s22s29,327.8291667,-28.24722222
SPLUS-s22s30,329.3625,-28.24722222
SPLUS-s22s31,330.8916667,-28.24722222
SPLUS-s22s32,332.425,-28.24722222
SPLUS-s22s34,335.4875,-28.24722222
SPLUS-s22s35,337.0208333,-28.24722222
SPLUS-s22s36,338.5541667,-28.24722222
SPLUS-s22s37,340.0833333,-28.24722222
SPLUS-s22s38,341.6166667,-28.24722222
SPLUS-s22s39,343.15,-28.24722222
SPLUS-s22s40,344.6791667,-28.24722222
SPLUS-s22s41,346.2125,-28.24722222
SPLUS-s22s42,347.7458333,-28.24722222
SPLUS-s22s43,349.275,-28.24722222
SPLUS-s22s44,350.8083333,-28.24722222
SPLUS-s22s45,352.3416667,-28.24722222
SPLUS-s22s46,353.8708333,-28.24722222
SPLUS-s22s47,355.4041667,-28.24722222
SPLUS-s22s48,356.9375,-28.24722222
SPLUS-s22s49,358.4666667,-28.24722222
SPLUS-s23s01,0.01666666667,-29.57583333
SPLUS-s23s02,1.55,-29.57583333
SPLUS-s23s03,3.104166667,-29.57583333
SPLUS-s23s04,4.654166667,-29.57583333
SPLUS-s23s05,6.208333333,-29.57583333
SPLUS-s23s06,7.758333333,-29.57583333
SPLUS-s23s08,10.8625,-29.57583333
SPLUS-s23s09,12.4125,-29.57583333
SPLUS-s23s10,13.96666667,-29.57583333
SPLUS-s23s11,15.51666667,-29.57583333
SPLUS-s23s12,17.07083333,-29.57583333
SPLUS-s23s13,18.62083333,-29.57583333
SPLUS-s23s14,20.17083333,-29.57583333
SPLUS-s23s15,21.725,-29.57583333
SPLUS-s23s16,23.275,-29.57583333
SPLUS-s23s17,24.82916667,-29.57583333
SPLUS-s23s18,26.37916667,-29.57583333
SPLUS-s23s19,27.92916667,-29.57583333
SPLUS-s23s20,29.48333333,-29.57583333
SPLUS-s23s21,315.0,-29.57583333
SPLUS-s23s22,316.55,-29.57583333
SPLUS-s23s23,318.1041667,-29.57583333
SPLUS-s23s24,319.6541667,-29.57583333
SPLUS-s23s25,321.2083333,-29.57583333
SPLUS-s23s26,322.7583333,-29.57583333
SPLUS-s23s27,324.3083333,-29.57583333
SPLUS-s23s28,325.8625,-29.57583333
SPLUS-s23s29,327.4125,-29.57583333
SPLUS-s23s30,328.9666667,-29.57583333
SPLUS-s23s31,330.5166667,-29.57583333
SPLUS-s23s32,332.0708333,-29.57583333
SPLUS-s23s33,333.6208333,-29.57583333
SPLUS-s23s34,335.1708333,-29.57583333
SPLUS-s23s35,336.725,-29.57583333
SPLUS-s23s36,338.275,-29.57583333
SPLUS-s23s37,339.8291667,-29.57583333
SPLUS-s23s38,341.3791667,-29.57583333
SPLUS-s23s39,342.9291667,-29.57583333
SPLUS-s23s40,344.4833333,-29.57583333
SPLUS-s23s41,346.0333333,-29.57583333
SPLUS-s23s42,347.5875,-29.57583333
SPLUS-s23s43,349.1375,-29.57583333
SPLUS-s23s44,350.6916667,-29.57583333
SPLUS-s23s45,352.2416667,-29.57583333
SPLUS-s23s46,353.7916667,-29.57583333
SPLUS-s23s47,355.3458333,-29.57583333
SPLUS-s23s48,356.8958333,-29.57583333
SPLUS-s23s49,358.45,-29.57583333
SPLUS-s24s01,0.01666666667,-30.90222222
SPLUS-s24s02,1.570833333,-30.90222222
SPLUS-s24s03,3.145833333,-30.90222222
SPLUS-s24s04,4.716666667,-30.90222222
SPLUS-s24s05,6.2875,-30.90222222
SPLUS-s24s06,7.858333333,-30.90222222
SPLUS-s24s07,9.433333333,-30.90222222
SPLUS-s24s08,11.00416667,-30.90222222
SPLUS-s24s09,12.575,-30.90222222
SPLUS-s24s10,14.15,-30.90222222
SPLUS-s24s11,15.72083333,-30.90222222
SPLUS-s24s12,17.29166667,-30.90222222
SPLUS-s24s13,18.86666667,-30.90222222
SPLUS-s24s14,20.4375,-30.90222222
SPLUS-s24s15,22.00833333,-30.90222222
SPLUS-s24s16,23.57916667,-30.90222222
SPLUS-s24s17,25.15416667,-30.90222222
SPLUS-s24s18,26.725,-30.90222222
SPLUS-s24s19,28.29583333,-30.90222222
SPLUS-s24s20,29.87083333,-30.90222222
SPLUS-s24s21,31.44166667,-30.90222222
SPLUS-s24s22,33.0125,-30.90222222
SPLUS-s24s23,34.58333333,-30.90222222
SPLUS-s24s24,36.15833333,-30.90222222
SPLUS-s24s25,37.72916667,-30.90222222
SPLUS-s24s26,39.3,-30.90222222
SPLUS-s24s27,40.875,-30.90222222
SPLUS-s24s28,42.44583333,-30.90222222
SPLUS-s24s29,44.01666667,-30.90222222
SPLUS-s24s31,47.1625,-30.90222222
SPLUS-s24s32,48.73333333,-30.90222222
SPLUS-s24s33,50.30416667,-30.90222222
SPLUS-s24s34,51.87916667,-30.90222222
SPLUS-s24s35,53.45,-30.90222222
SPLUS-s24s36,55.02083333,-30.90222222
SPLUS-s24s37,56.59583333,-30.90222222
SPLUS-s24s38,58.16666667,-30.90222222
SPLUS-s24s39,59.7375,-30.90222222
SPLUS-s24s40,61.30833333,-30.90222222
SPLUS-s24s41,62.88333333,-30.90222222
SPLUS-s24s42,64.45416667,-30.90222222
SPLUS-s24s43,66.025,-30.90222222
SPLUS-s24s44,67.6,-30.90222222
SPLUS-s24s45,69.17083333,-30.90222222
SPLUS-s24s46,70.74166667,-30.90222222
SPLUS-s24s47,72.3125,-30.90222222
SPLUS-s24s48,73.8875,-30.90222222
SPLUS-s24s49,315.9833333,-30.90222222
SPLUS-s24s50,317.5541667,-30.90222222
SPLUS-s24s51,319.125,-30.90222222
SPLUS-s24s52,320.7,-30.90222222
SPLUS-s24s53,322.2708333,-30.90222222
SPLUS-s24s54,323.8416667,-30.90222222
SPLUS-s24s55,325.4166667,-30.90222222
SPLUS-s24s56,326.9875,-30.90222222
SPLUS-s24s57,328.5583333,-30.90222222
SPLUS-s24s58,330.1291667,-30.90222222
SPLUS-s24s59,331.7041667,-30.90222222
SPLUS-s24s60,333.275,-30.90222222
SPLUS-s24s61,334.8458333,-30.90222222
SPLUS-s24s62,336.4208333,-30.90222222
SPLUS-s24s63,337.9916667,-30.90222222
SPLUS-s24s64,339.5625,-30.90222222
SPLUS-s24s65,341.1333333,-30.90222222
SPLUS-s24s66,342.7083333,-30.90222222
SPLUS-s24s67,344.2791667,-30.90222222
SPLUS-s24s68,345.85,-30.90222222
SPLUS-s24s69,347.425,-30.90222222
SPLUS-s24s70,348.9958333,-30.90222222
SPLUS-s24s71,350.5666667,-30.90222222
SPLUS-s24s72,352.1416667,-30.90222222
SPLUS-s24s73,353.7125,-30.90222222
SPLUS-s24s74,355.2833333,-30.90222222
SPLUS-s24s75,356.8541667,-30.90222222
SPLUS-s24s76,358.4291667,-30.90222222
SPLUS-s25s01,0.01666666667,-32.22722222
SPLUS-s25s02,1.591666667,-32.22722222
SPLUS-s25s03,3.1875,-32.22722222
SPLUS-s25s04,4.779166667,-32.22722222
SPLUS-s25s05,6.370833333,-32.22722222
SPLUS-s25s06,7.966666667,-32.22722222
SPLUS-s25s07,9.558333333,-32.22722222
SPLUS-s25s08,11.15,-32.22722222
SPLUS-s25s09,12.74166667,-32.22722222
SPLUS-s25s10,14.3375,-32.22722222
SPLUS-s25s11,15.92916667,-32.22722222
SPLUS-s25s12,17.52083333,-32.22722222
SPLUS-s25s13,19.11666667,-32.22722222
SPLUS-s25s14,20.70833333,-32.22722222
SPLUS-s25s15,22.3,-32.22722222
SPLUS-s25s16,23.89583333,-32.22722222
SPLUS-s25s17,25.4875,-32.22722222
SPLUS-s25s18,27.07916667,-32.22722222
SPLUS-s25s19,28.67083333,-32.22722222
SPLUS-s25s20,30.26666667,-32.22722222
SPLUS-s25s21,31.85833333,-32.22722222
SPLUS-s25s22,33.45,-32.22722222
SPLUS-s25s23,35.04583333,-32.22722222
SPLUS-s25s24,36.6375,-32.22722222
SPLUS-s25s26,39.825,-32.22722222
SPLUS-s25s27,41.41666667,-32.22722222
SPLUS-s25s28,43.00833333,-32.22722222
SPLUS-s25s29,44.6,-32.22722222
SPLUS-s25s30,46.19583333,-32.22722222
SPLUS-s25s31,47.7875,-32.22722222
SPLUS-s25s32,49.37916667,-32.22722222
SPLUS-s25s33,50.975,-32.22722222
SPLUS-s25s34,52.56666667,-32.22722222
SPLUS-s25s35,54.15833333,-32.22722222
SPLUS-s25s36,55.75416667,-32.22722222
SPLUS-s25s37,57.34583333,-32.22722222
SPLUS-s25s38,58.9375,-32.22722222
SPLUS-s25s39,60.52916667,-32.22722222
SPLUS-s25s40,62.125,-32.22722222
SPLUS-s25s41,63.71666667,-32.22722222
SPLUS-s25s42,65.30833333,-32.22722222
SPLUS-s25s43,66.90416667,-32.22722222
SPLUS-s25s44,68.49583333,-32.22722222
SPLUS-s25s45,70.0875,-32.22722222
SPLUS-s25s46,71.68333333,-32.22722222
SPLUS-s25s47,73.275,-32.22722222
SPLUS-s25s48,74.86666667,-32.22722222
SPLUS-s25s49,315.4,-32.22722222
SPLUS-s25s50,316.9916667,-32.22722222
SPLUS-s25s51,318.5833333,-32.22722222
SPLUS-s25s52,320.175,-32.22722222
SPLUS-s25s53,321.7708333,-32.22722222
SPLUS-s25s54,323.3625,-32.22722222
SPLUS-s25s55,324.9541667,-32.22722222
SPLUS-s25s56,326.55,-32.22722222
SPLUS-s25s57,328.1416667,-32.22722222
SPLUS-s25s58,329.7333333,-32.22722222
SPLUS-s25s59,331.3291667,-32.22722222
SPLUS-s25s60,332.9208333,-32.22722222
SPLUS-s25s61,334.5125,-32.22722222
SPLUS-s25s62,336.1041667,-32.22722222
SPLUS-s25s63,337.7,-32.22722222
SPLUS-s25s64,339.2916667,-32.22722222
SPLUS-s25s65,340.8833333,-32.22722222
SPLUS-s25s66,342.4791667,-32.22722222
SPLUS-s25s67,344.0708333,-32.22722222
SPLUS-s25s68,345.6625,-32.22722222
SPLUS-s25s69,347.2583333,-32.22722222
SPLUS-s25s70,348.85,-32.22722222
SPLUS-s25s71,350.4416667,-32.22722222
SPLUS-s25s72,352.0333333,-32.22722222
SPLUS-s25s73,353.6291667,-32.22722222
SPLUS-s25s74,355.2208333,-32.22722222
SPLUS-s25s75,356.8125,-32.22722222
SPLUS-s25s76,358.4083333,-32.22722222
SPLUS-s26s01,0.01666666667,-33.55027778
SPLUS-s26s02,1.6125,-33.55027778
SPLUS-s26s03,3.229166667,-33.55027778
SPLUS-s26s04,4.841666667,-33.55027778
SPLUS-s26s05,6.458333333,-33.55027778
SPLUS-s26s06,8.070833333,-33.55027778
SPLUS-s26s07,9.6875,-33.55027778
SPLUS-s26s09,12.91666667,-33.55027778
SPLUS-s26s11,16.14166667,-33.55027778
SPLUS-s26s12,17.75833333,-33.55027778
SPLUS-s26s13,19.37083333,-33.55027778
SPLUS-s26s14,20.9875,-33.55027778
SPLUS-s26s15,22.6,-33.55027778
SPLUS-s26s16,24.21666667,-33.55027778
SPLUS-s26s17,25.82916667,-33.55027778
SPLUS-s26s18,27.44583333,-33.55027778
SPLUS-s26s19,29.05833333,-33.55027778
SPLUS-s26s20,30.67083333,-33.55027778
SPLUS-s26s21,32.2875,-33.55027778
SPLUS-s26s22,33.9,-33.55027778
SPLUS-s26s23,35.51666667,-33.55027778
SPLUS-s26s24,37.12916667,-33.55027778
SPLUS-s26s25,38.74583333,-33.55027778
SPLUS-s26s26,40.35833333,-33.55027778
SPLUS-s26s27,41.975,-33.55027778
SPLUS-s26s28,43.5875,-33.55027778
SPLUS-s26s29,45.2,-33.55027778
SPLUS-s26s30,46.81666667,-33.55027778
SPLUS-s26s31,48.42916667,-33.55027778
SPLUS-s26s32,50.04583333,-33.55027778
SPLUS-s26s33,51.65833333,-33.55027778
SPLUS-s26s34,53.275,-33.55027778
SPLUS-s26s35,54.8875,-33.55027778
SPLUS-s26s36,56.50416667,-33.55027778
SPLUS-s26s37,58.11666667,-33.55027778
SPLUS-s26s38,59.72916667,-33.55027778
SPLUS-s26s39,61.34583333,-33.55027778
SPLUS-s26s40,62.95833333,-33.55027778
SPLUS-s26s41,64.575,-33.55027778
SPLUS-s26s42,66.1875,-33.55027778
SPLUS-s26s43,67.80416667,-33.55027778
SPLUS-s26s44,69.41666667,-33.55027778
SPLUS-s26s45,71.03333333,-33.55027778
SPLUS-s26s46,72.64583333,-33.55027778
SPLUS-s26s47,74.25833333,-33.55027778
SPLUS-s26s48,316.4125,-33.55027778
SPLUS-s26s49,318.025,-33.55027778
SPLUS-s26s50,319.6416667,-33.55027778
SPLUS-s26s51,321.2541667,-33.55027778
SPLUS-s26s52,322.8708333,-33.55027778
SPLUS-s26s53,324.4833333,-33.55027778
SPLUS-s26s54,326.1,-33.55027778
SPLUS-s26s55,327.7125,-33.55027778
SPLUS-s26s56,329.3291667,-33.55027778
SPLUS-s26s57,330.9416667,-33.55027778
SPLUS-s26s58,332.5541667,-33.55027778
SPLUS-s26s59,334.1708333,-33.55027778
SPLUS-s26s61,337.4,-33.55027778
SPLUS-s26s62,339.0125,-33.55027778
SPLUS-s26s63,340.6291667,-33.55027778
SPLUS-s26s65,343.8583333,-33.55027778
SPLUS-s26s66,345.4708333,-33.55027778
SPLUS-s26s67,347.0833333,-33.55027778
SPLUS-s26s68,348.7,-33.55027778
SPLUS-s26s69,350.3125,-33.55027778
SPLUS-s26s70,351.9291667,-33.55027778
SPLUS-s26s71,353.5416667,-33.55027778
SPLUS-s26s72,355.1583333,-33.55027778
SPLUS-s26s73,356.7708333,-33.55027778
SPLUS-s26s74,358.3875,-33.55027778
SPLUS-s27s02,1.645833333,-34.87166667
SPLUS-s27s03,3.2875,-34.87166667
SPLUS-s27s04,4.933333333,-34.87166667
SPLUS-s27s05,6.575,-34.87166667
SPLUS-s27s06,8.220833333,-34.87166667
SPLUS-s27s07,9.8625,-34.87166667
SPLUS-s27s08,11.50833333,-34.87166667
SPLUS-s27s09,13.15,-34.87166667
SPLUS-s27s10,14.79583333,-34.87166667
SPLUS-s27s11,16.4375,-34.87166667
SPLUS-s27s12,18.08333333,-34.87166667
SPLUS-s27s13,19.725,-34.87166667
SPLUS-s27s14,21.37083333,-34.87166667
SPLUS-s27s15,23.0125,-34.87166667
SPLUS-s27s16,24.65833333,-34.87166667
SPLUS-s27s17,26.3,-34.87166667
SPLUS-s27s18,27.94583333,-34.87166667
SPLUS-s27s19,29.5875,-34.87166667
SPLUS-s27s20,31.23333333,-34.87166667
SPLUS-s27s21,32.875,-34.87166667
SPLUS-s27s22,34.52083333,-34.87166667
SPLUS-s27s23,36.1625,-34.87166667
SPLUS-s27s24,37.80833333,-34.87166667
SPLUS-s27s25,39.45,-34.87166667
SPLUS-s27s26,41.09583333,-34.87166667
SPLUS-s27s27,42.74166667,-34.87166667
SPLUS-s27s28,44.38333333,-34.87166667
SPLUS-s27s30,47.67083333,-34.87166667
SPLUS-s27s31,49.31666667,-34.87166667
SPLUS-s27s32,50.95833333,-34.87166667
SPLUS-s27s33,52.60416667,-34.87166667
SPLUS-s27s34,54.24583333,-34.87166667
SPLUS-s27s35,55.89166667,-34.87166667
SPLUS-s27s36,57.53333333,-34.87166667
SPLUS-s27s37,59.17916667,-34.87166667
SPLUS-s27s38,60.82083333,-34.87166667
SPLUS-s27s39,62.46666667,-34.87166667
SPLUS-s27s40,64.10833333,-34.87166667
SPLUS-s27s41,65.75416667,-34.87166667
SPLUS-s27s42,67.39583333,-34.87166667
SPLUS-s27s43,69.04166667,-34.87166667
SPLUS-s27s44,70.68333333,-34.87166667
SPLUS-s27s45,72.32916667,-34.87166667
SPLUS-s27s46,73.97083333,-34.87166667
SPLUS-s27s47,315.6166667,-34.87166667
SPLUS-s27s48,317.2583333,-34.87166667
SPLUS-s27s49,318.9041667,-34.87166667
SPLUS-s27s50,320.55,-34.87166667
SPLUS-s27s51,322.1916667,-34.87166667
SPLUS-s27s52,323.8375,-34.87166667
SPLUS-s27s53,325.4791667,-34.87166667
SPLUS-s27s54,327.125,-34.87166667
SPLUS-s27s55,328.7666667,-34.87166667
SPLUS-s27s56,330.4125,-34.87166667
SPLUS-s27s57,332.0541667,-34.87166667
SPLUS-s27s58,333.7,-34.87166667
SPLUS-s27s69,351.7791667,-34.87166667
SPLUS-s27s70,353.425,-34.87166667
SPLUS-s27s71,355.0666667,-34.87166667
SPLUS-s27s72,356.7125,-34.87166667
SPLUS-s27s73,358.3541667,-34.87166667
SPLUS-s28s01,0.01666666667,-36.19111111
SPLUS-s28s02,1.666666667,-36.19111111
SPLUS-s28s03,3.333333333,-36.19111111
SPLUS-s28s04,5.0,-36.19111111
SPLUS-s28s05,6.666666667,-36.19111111
SPLUS-s28s06,8.333333333,-36.19111111
SPLUS-s28s07,10.0,-36.19111111
SPLUS-s28s08,11.66666667,-36.19111111
SPLUS-s28s09,13.33333333,-36.19111111
SPLUS-s28s10,15.0,-36.19111111
SPLUS-s28s11,16.66666667,-36.19111111
SPLUS-s28s12,18.33333333,-36.19111111
SPLUS-s28s13,20.0,-36.19111111
SPLUS-s28s14,21.66666667,-36.19111111
SPLUS-s28s15,23.33333333,-36.19111111
SPLUS-s28s16,25.0,-36.19111111
SPLUS-s28s17,26.66666667,-36.19111111
SPLUS-s28s18,28.33333333,-36.19111111
SPLUS-s28s19,30.0,-36.19111111
SPLUS-s28s20,31.66666667,-36.19111111
SPLUS-s28s21,33.33333333,-36.19111111
SPLUS-s28s22,35.0,-36.19111111
SPLUS-s28s23,36.66666667,-36.19111111
SPLUS-s28s24,38.33333333,-36.19111111
SPLUS-s28s25,40.0,-36.19111111
SPLUS-s28s26,41.66666667,-36.19111111
SPLUS-s28s27,43.33333333,-36.19111111
SPLUS-s28s28,45.0,-36.19111111
SPLUS-s28s29,46.66666667,-36.19111111
SPLUS-s28s30,48.33333333,-36.19111111
SPLUS-s28s31,50.0,-36.19111111
SPLUS-s28s32,51.66666667,-36.19111111
SPLUS-s28s33,53.33333333,-36.19111111
SPLUS-s28s34,55.0,-36.19111111
SPLUS-s28s35,56.66666667,-36.19111111
SPLUS-s28s36,58.33333333,-36.19111111
SPLUS-s28s37,60.0,-36.19111111
SPLUS-s28s38,61.66666667,-36.19111111
SPLUS-s28s39,63.33333333,-36.19111111
SPLUS-s28s40,65.0,-36.19111111
SPLUS-s28s41,66.66666667,-36.19111111
SPLUS-s28s42,68.33333333,-36.19111111
SPLUS-s28s43,70.0,-36.19111111
SPLUS-s28s44,71.66666667,-36.19111111
SPLUS-s28s45,73.33333333,-36.19111111
SPLUS-s28s46,75.0,-36.19111111
SPLUS-s28s47,315.0,-36.19111111
SPLUS-s28s48,316.6666667,-36.19111111
SPLUS-s28s49,318.3333333,-36.19111111
SPLUS-s28s50,320.0,-36.19111111
SPLUS-s28s51,321.6666667,-36.19111111
SPLUS-s28s71,355.0,-36.19111111
SPLUS-s28s72,356.6666667,-36.19111111
SPLUS-s28s73,358.3333333,-36.19111111
SPLUS-s29s01,0.01666666667,-37.50861111
SPLUS-s29s02,1.7,-37.50861111
SPLUS-s29s03,3.395833333,-37.50861111
SPLUS-s29s04,5.095833333,-37.50861111
SPLUS-s29s05,6.791666667,-37.50861111
SPLUS-s29s06,8.491666667,-37.50861111
SPLUS-s29s07,10.1875,-37.50861111
SPLUS-s29s08,11.8875,-37.50861111
SPLUS-s29s09,13.58333333,-37.50861111
SPLUS-s29s10,15.28333333,-37.50861111
SPLUS-s29s11,16.97916667,-37.50861111
SPLUS-s29s12,18.67916667,-37.50861111
SPLUS-s29s13,20.37916667,-37.50861111
SPLUS-s29s14,22.075,-37.50861111
SPLUS-s29s15,23.775,-37.50861111
SPLUS-s29s16,25.47083333,-37.50861111
SPLUS-s29s17,27.17083333,-37.50861111
SPLUS-s29s18,28.86666667,-37.50861111
SPLUS-s29s19,30.56666667,-37.50861111
SPLUS-s29s20,32.2625,-37.50861111
SPLUS-s29s21,33.9625,-37.50861111
SPLUS-s29s22,35.65833333,-37.50861111
SPLUS-s29s23,37.35833333,-37.50861111
SPLUS-s29s24,39.05833333,-37.50861111
SPLUS-s29s25,40.75416667,-37.50861111
SPLUS-s29s26,42.45416667,-37.50861111
SPLUS-s29s27,44.15,-37.50861111
SPLUS-s29s28,45.85,-37.50861111
SPLUS-s29s29,47.54583333,-37.50861111
SPLUS-s29s30,49.24583333,-37.50861111
SPLUS-s29s31,50.94166667,-37.50861111
SPLUS-s29s32,52.64166667,-37.50861111
SPLUS-s29s33,54.34166667,-37.50861111
SPLUS-s29s34,56.0375,-37.50861111
SPLUS-s29s35,57.7375,-37.50861111
SPLUS-s29s36,59.43333333,-37.50861111
SPLUS-s29s37,61.13333333,-37.50861111
SPLUS-s29s38,62.82916667,-37.50861111
SPLUS-s29s39,64.52916667,-37.50861111
SPLUS-s29s40,66.225,-37.50861111
SPLUS-s29s41,67.925,-37.50861111
SPLUS-s29s42,69.62083333,-37.50861111
SPLUS-s29s43,71.32083333,-37.50861111
SPLUS-s29s44,73.02083333,-37.50861111
SPLUS-s29s45,74.71666667,-37.50861111
SPLUS-s29s46,315.85,-37.50861111
SPLUS-s29s47,317.5458333,-37.50861111
SPLUS-s29s48,319.2458333,-37.50861111
SPLUS-s29s49,320.9416667,-37.50861111
SPLUS-s29s65,348.1125,-37.50861111
SPLUS-s29s71,358.3,-37.50861111
SPLUS-s30s02,1.720833333,-38.82388889
SPLUS-s30s03,3.445833333,-38.82388889
SPLUS-s30s04,5.166666667,-38.82388889
SPLUS-s30s05,6.891666667,-38.82388889
SPLUS-s30s06,8.6125,-38.82388889
SPLUS-s30s07,10.33333333,-38.82388889
SPLUS-s30s08,12.05833333,-38.82388889
SPLUS-s30s09,13.77916667,-38.82388889
SPLUS-s30s10,15.50416667,-38.82388889
SPLUS-s30s11,17.225,-38.82388889
SPLUS-s30s12,18.94583333,-38.82388889
SPLUS-s30s13,20.67083333,-38.82388889
SPLUS-s30s14,22.39166667,-38.82388889
SPLUS-s30s15,24.11666667,-38.82388889
SPLUS-s30s16,25.8375,-38.82388889
SPLUS-s30s17,27.55833333,-38.82388889
SPLUS-s30s18,29.28333333,-38.82388889
SPLUS-s30s19,31.00416667,-38.82388889
SPLUS-s30s20,32.72916667,-38.82388889
SPLUS-s30s21,34.45,-38.82388889
SPLUS-s30s22,36.17083333,-38.82388889
SPLUS-s30s23,37.89583333,-38.82388889
SPLUS-s30s24,39.61666667,-38.82388889
SPLUS-s30s25,41.34166667,-38.82388889
SPLUS-s30s26,43.0625,-38.82388889
SPLUS-s30s27,44.78333333,-38.82388889
SPLUS-s30s28,46.50833333,-38.82388889
SPLUS-s30s29,48.22916667,-38.82388889
SPLUS-s30s30,49.95416667,-38.82388889
SPLUS-s30s31,51.675,-38.82388889
SPLUS-s30s32,53.39583333,-38.82388889
SPLUS-s30s34,56.84166667,-38.82388889
SPLUS-s30s35,58.56666667,-38.82388889
SPLUS-s30s36,60.2875,-38.82388889
SPLUS-s30s37,62.00833333,-38.82388889
SPLUS-s30s38,63.73333333,-38.82388889
SPLUS-s30s39,65.45416667,-38.82388889
SPLUS-s30s40,67.175,-38.82388889
SPLUS-s30s41,68.9,-38.82388889
SPLUS-s30s42,70.62083333,-38.82388889
SPLUS-s30s43,72.34583333,-38.82388889
SPLUS-s30s44,74.06666667,-38.82388889
SPLUS-s30s45,315.2166667,-38.82388889
SPLUS-s30s46,316.9375,-38.82388889
SPLUS-s30s47,318.6583333,-38.82388889
SPLUS-s30s48,320.3833333,-38.82388889
SPLUS-s30s49,322.1041667,-38.82388889
SPLUS-s31s01,0.01666666667,-40.13777778
SPLUS-s31s09,14.05,-40.13777778
SPLUS-s31s10,15.80416667,-40.13777778
SPLUS-s31s11,17.5625,-40.13777778
SPLUS-s31s16,26.34166667,-40.13777778
SPLUS-s31s17,28.09583333,-40.13777778
SPLUS-s31s18,29.85416667,-40.13777778
SPLUS-s31s19,31.60833333,-40.13777778
SPLUS-s31s20,33.36666667,-40.13777778
SPLUS-s31s21,35.12083333,-40.13777778
SPLUS-s31s22,36.87916667,-40.13777778
SPLUS-s31s23,38.63333333,-40.13777778
SPLUS-s31s24,40.39166667,-40.13777778
SPLUS-s31s25,42.14583333,-40.13777778
SPLUS-s31s26,43.90416667,-40.13777778
SPLUS-s31s27,45.65833333,-40.13777778
SPLUS-s31s28,47.41666667,-40.13777778
SPLUS-s31s29,49.17083333,-40.13777778
SPLUS-s31s30,50.925,-40.13777778
SPLUS-s31s31,52.68333333,-40.13777778
SPLUS-s31s32,54.4375,-40.13777778
SPLUS-s31s33,56.19583333,-40.13777778
SPLUS-s31s34,57.95,-40.13777778
SPLUS-s31s35,59.70833333,-40.13777778
SPLUS-s31s36,61.4625,-40.13777778
SPLUS-s31s37,63.22083333,-40.13777778
SPLUS-s31s38,64.975,-40.13777778
SPLUS-s31s39,66.73333333,-40.13777778
SPLUS-s31s40,68.4875,-40.13777778
SPLUS-s31s41,70.24583333,-40.13777778
SPLUS-s31s42,72.0,-40.13777778
SPLUS-s31s45,317.8541667,-40.13777778
SPLUS-s31s46,319.6083333,-40.13777778
SPLUS-s31s47,321.3666667,-40.13777778
SPLUS-s31s58,340.6833333,-40.13777778
SPLUS-s32s14,23.28333333,-41.44916667
SPLUS-s32s16,26.86666667,-41.44916667
SPLUS-s32s17,28.65833333,-41.44916667
SPLUS-s32s18,30.44583333,-41.44916667
SPLUS-s32s19,32.2375,-41.44916667
SPLUS-s32s20,34.02916667,-41.44916667
