,col1,id_x,ra,dec,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_g,mag_psf_j0515,mag_psf_r,mag_psf_j0660,mag_psf_i,mag_psf_j0861,mag_psf_z,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,id,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id,flag_be_star_figueiredo,source_id,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,flag
67,338,b'i06MC0113010KI',6.574286,-73.939735,-0.03577438,1.0056027,-0.6644467,4.9933224e-05,0,0,1.1505628,0.00935423,0.012875259,0.017251855,0.015382955,0.014963275,0.0069670524,0.013709828,0.0070412667,0.007572392,0.008949256,0.018591521,0.014591151,17.019154,17.051476,16.943588,16.907322,16.979338,17.121092,17.11576,17.262636,17.103258,17.47471,17.666756,17.635433,-0.2120742797851562,0.1593780517578125,0.2177634456160131,0.0888968182347441,r â¤ 18,0.2654150000000008,unknown,,,i06MC0113010KI,i06MC0113010KI,,,,,,,,,,,,,6.574286,-73.939735,i06MC0113010KI,i06MC0113010KI,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2120740000000012,0.1593780000000002,0.0125020000000013,-0.3714520000000014,-0.5634979999999992,-0.0323220000000006,0.1441540000000003,-0.1415439999999996,0.0362659999999976,-0.1920459999999977,-0.1468759999999989,-0.1417540000000023,4688441761235055616,0,4688441761235055616,12731.0244,9406.33594,16260.6406,22679.0566,9541.63574,24521.002,10122
69,1697,b'i06MC013304IH9',6.5941086,-73.97739,0.016024025,1.0296508,0.37434435,0.9999989,0,0,1.1538776,0.007590377,0.009872558,0.013093422,0.011541924,0.0112855155,0.005173581,0.010161182,0.005322593,0.0060140043,0.0067494772,0.014018591,0.011823863,16.330591,16.49362,16.310804,16.336466,16.390545,16.554623,16.527355,16.69764,16.66659,16.915836,17.10461,17.1183,-0.2181968688964843,0.0310497283935546,0.0916230100096496,0.0687875210375713,r â¤ 18,0.1401479999999999,unknown,,,i06MC013304IH9,i06MC013304IH9,,,,,,,,,,,,,6.5941086,-73.97739,i06MC013304IH9,i06MC013304IH9,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2181959999999989,0.0310500000000004,-0.1392349999999993,-0.2492459999999994,-0.4380200000000016,-0.1630290000000016,0.1571539999999984,-0.1430170000000004,-0.0256620000000005,-0.1887740000000022,-0.1702849999999998,-0.1640779999999999,4688429666607155200,0,4688429666607155200,10586.7549,8286.28516,13516.5381,10862.791,8765.25684,17713.8008,10122
70,333,b'i06MC011300UYF',6.594406,-73.97749,0.016024025,1.0296508,0.37434435,0.9999989,0,0,1.1538776,0.007102961,0.0095099015,0.012556129,0.011411241,0.010979844,0.005160385,0.01013498,0.005288893,0.006020986,0.006606211,0.0132812625,0.010439236,16.511395,16.492449,16.360552,16.353298,16.40289,16.54223,16.53486,16.719397,16.65443,16.933874,17.118177,17.116222,-0.2144775390625,0.0649662017822265,0.1242103927042736,0.0685248395999051,r â¤ 18,0.1722055000000004,unknown,,,i06MC011300UYF,i06MC011300UYF,,,,,,,,,,,,,6.594406,-73.97749,i06MC011300UYF,i06MC011300UYF,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2144769999999987,0.0649669999999993,-0.119570000000003,-0.279443999999998,-0.4637469999999979,0.0189459999999996,0.1391510000000018,-0.1771670000000007,0.0072539999999996,-0.1843029999999998,-0.1845370000000024,-0.1393400000000006,4688429666607155200,0,4688429666607155200,10586.7549,8286.28516,13516.5381,10862.791,8765.25684,17713.8008,10122
72,352,b'i06MC011301WBS',6.6246877,-73.759094,-0.023908215,0.9821256,-0.43006766,0.99998116,0,0,1.1587372,0.009985195,0.013553977,0.018223887,0.016453778,0.016070142,0.007427785,0.01453136,0.007191917,0.007049603,0.008962622,0.019363705,0.015134176,17.072926,17.157585,17.028818,17.031065,17.121944,17.27498,17.234999,17.322792,16.997532,17.504135,17.74013,17.701374,-0.1813430786132812,0.3252601623535156,0.372663859154024,0.0870064696708437,r â¤ 18,0.4159314999999992,unknown,,,i06MC011301WBS,i06MC011301WBS,,,,,,,,,,,,,6.6246877,-73.759094,i06MC011301WBS,i06MC011301WBS,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1813430000000018,0.3252600000000001,0.2374669999999987,-0.5066030000000019,-0.742598000000001,-0.084659000000002,0.1265199999999993,-0.0478120000000004,-0.0022470000000005,-0.235994999999999,-0.0877930000000013,-0.1530360000000001,4688495706025757184,0,4688495706025757184,10985.0967,8078.47314,14650.6973,10561.7412,8356.25195,15172.874,10022
73,336,b'i06MC011300WEY',6.632954,-73.962296,-0.077174805,1.0575137,-1.192271,3.769259e-06,0,0,1.159952,0.010948626,0.014652995,0.019495776,0.017721832,0.017268091,0.007865371,0.015351515,0.00789539,0.0085107405,0.00979389,0.021017369,0.016218524,17.26605,17.256437,17.147764,17.147175,17.23161,17.333897,17.310448,17.451668,17.308966,17.611654,17.84671,17.778437,-0.1599864959716797,0.1427021026611328,0.1824740925379209,0.0995923988513992,r â¤ 18,0.2226949999999981,unknown,,,i06MC011300WEY,i06MC011300WEY,,,,,,,,,,,,,6.632954,-73.962296,i06MC011300WEY,i06MC011300WEY,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1599859999999999,0.1427019999999998,0.0014819999999993,-0.3026879999999998,-0.537744,0.0096130000000016,0.1092619999999975,-0.1177710000000011,0.0005889999999979,-0.2350560000000001,-0.1412200000000005,-0.1022870000000004,4688441447697432448,0,4688441447697432448,11325.7363,8307.30469,15735.5547,19513.8848,8953.30762,26818.9863,10122
76,350,b'i06MC011301OTL',6.6493154,-73.80531,-0.02266159,1.022296,-0.8371026,4.9933235e-05,0,0,1.1564853,0.0041709384,0.00564318,0.007654534,0.0070549343,0.006822099,0.0032296837,0.00630197,0.0032358104,0.003794381,0.0039404295,0.00784056,0.0060177594,15.495347,15.538375,15.4367285,15.444115,15.507887,15.663753,15.649599,15.809307,15.796874,16.02156,16.227482,16.24572,-0.2122535705566406,0.0124330520629882,0.0708825149084918,0.0424735861353337,r â¤ 18,0.1185594999999999,unknown,,,i06MC011301OTL,i06MC011301OTL,,,,,,,,,,,,,6.6493154,-73.80531,i06MC011301OTL,i06MC011301OTL,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.2122530000000004,0.0124329999999996,-0.1472750000000005,-0.2246860000000001,-0.4306079999999976,-0.0430279999999996,0.0942600000000002,-0.1455540000000006,-0.0073865000000008,-0.2059219999999975,-0.1597080000000001,-0.1558659999999996,4688448427024266624,0,4688448427024266624,18099.7734,13741.8389,25858.5977,11811.5107,8381.24805,12420.0186,10022
84,1685,b'i06MC0133044DF',6.7346606,-74.076,-0.0020135145,1.0237364,-0.06532303,0.99999785,0,0,1.1599641,0.005175275,0.0065815053,0.008888853,0.0079623815,0.0077866963,0.003576547,0.0070921713,0.003542312,0.0035809486,0.004349854,0.008713984,0.006993798,15.683922,15.774419,15.63645,15.662269,15.713345,15.865765,15.864813,15.976736,15.723101,16.191515,16.369047,16.364779,-0.2147789001464843,0.2536354064941406,0.3129872878416541,0.0433698007795148,r â¤ 18,0.3610244999999992,EclBin,Gaia DR3 4688425028042380800,0.0,i06MC0133044DF,i06MC0133044DF,,,,,,,,,,,,,6.7346606,-74.076,i06MC0133044DF,i06MC0133044DF,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2147789999999982,0.2536350000000009,0.141712,-0.4684139999999992,-0.6459459999999986,-0.0904969999999991,0.1121499999999997,-0.110971000000001,-0.0258190000000002,-0.1775319999999993,-0.1119230000000008,-0.1524199999999993,4688425028042380800,0,4688425028042380800,13876.3242,11059.7451,17386.7676,10571.3818,8894.94043,11995.2656,10022
85,323,b'i06MC011300DAN',6.7349534,-74.07612,-0.0020135145,1.0237364,-0.06532303,0.99999785,0,0,1.1599641,0.005057434,0.0065431334,0.008921291,0.008118315,0.007913158,0.0037298007,0.0073187468,0.0037060438,0.0037705924,0.0044973237,0.0088300835,0.006746434,15.810287,15.735284,15.682002,15.681928,15.757625,15.873492,15.888547,16.00058,15.716576,16.19974,16.387772,16.382446,-0.1991596221923828,0.2840042114257812,0.3377745934432647,0.0454585851786747,r â¤ 18,0.383583999999999,EclBin,Gaia DR3 4688425028042380800,0.0,i06MC011300DAN,i06MC011300DAN,,,,,,,,,,,,,6.7349534,-74.07612,i06MC011300DAN,i06MC011300DAN,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.1991599999999991,0.2840039999999995,0.1719710000000009,-0.4831639999999986,-0.6711959999999983,0.0750030000000006,0.0533560000000008,-0.1270879999999987,7.400000000146179e-05,-0.1880319999999997,-0.1120329999999985,-0.1158669999999997,4688425028042380800,0,4688425028042380800,13876.3242,11059.7451,17386.7676,10571.3818,8894.94043,11995.2656,10022
87,1654,b'i06MC013301V5C',6.7600503,-74.61958,-0.020332033,0.90152717,-0.79197544,4.9933235e-05,0,0,1.1664983,0.0037200146,0.0051581496,0.0070280014,0.006472944,0.0063555716,0.0029653804,0.0058910577,0.0029511875,0.003133619,0.0035906362,0.0073140482,0.005805377,15.163185,15.274653,15.227529,15.286399,15.347944,15.510786,15.501227,15.668975,15.47102,15.886875,16.105274,16.10412,-0.217900276184082,0.1979551315307617,0.2584224266838185,0.0369107927885635,r â¤ 18,0.3069050000000004,PulsV*,Gaia DR3 4685349522216305280,0.0,i06MC013301V5C,i06MC013301V5C,,,,,,,,,,,,,6.7600503,-74.61958,i06MC013301V5C,i06MC013301V5C,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2179000000000002,0.1979550000000003,0.0302070000000007,-0.4158550000000005,-0.6342540000000021,-0.1114680000000003,-0.0117459999999987,-0.1581890000000001,-0.0588699999999988,-0.2183990000000015,-0.1677479999999995,-0.1628419999999995,4685349522216305280,0,4685349522216305280,20058.9277,15035.7666,37714.6758,11026.1006,9676.95605,12310.4121,10022
94,7088,b'i06MC0114011U2',6.791821,-74.02752,0.006224224,0.94313335,0.14769034,4.993324e-05,0,0,1.156847,0.006852856,0.010032171,0.016737897,0.012446245,0.01180835,0.0055802306,0.010758743,0.005395222,0.005929383,0.006707932,0.014824782,0.011044461,16.449682,16.552866,16.425959,16.48049,16.452692,16.632069,16.635155,16.70878,16.481272,16.853395,17.060555,17.097885,-0.1446151733398437,0.227508544921875,0.261787641514903,0.0686924467534008,r â¤ 18,0.2998154999999975,unknown,,,i06MC0114011U2,i06MC0114011U2,,,,,,,,,,,,,6.791821,-74.02752,i06MC0114011U2,i06MC0114011U2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1446149999999981,0.2275080000000002,0.1538830000000004,-0.3721229999999984,-0.5792830000000002,-0.1031840000000023,0.072376000000002,-0.0767109999999995,-0.0545310000000007,-0.2071600000000018,-0.0736249999999998,-0.1793770000000023,4688429769686263552,0,4688429769686263552,11723.9209,8650.39551,16470.1523,10540.3389,8960.6709,12392.748,10022
95,1689,b'i06MC013304BSX',6.7919316,-74.02736,0.006224224,0.94313335,0.14769034,4.993324e-05,0,0,1.156847,0.0070546498,0.009882053,0.013318042,0.012005919,0.011735259,0.0052801287,0.010453968,0.0052291313,0.005347249,0.0064092204,0.013162374,0.011194832,16.206821,16.50135,16.358326,16.417328,16.470028,16.596956,16.58185,16.680866,16.465593,16.84743,17.026413,17.051619,-0.1665630340576172,0.2152729034423828,0.2573949983002361,0.0643361891015696,r â¤ 18,0.2985550000000003,unknown,,,i06MC013304BSX,i06MC013304BSX,,,,,,,,,,,,,6.7919316,-74.02736,i06MC013304BSX,i06MC013304BSX,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1665639999999975,0.2152730000000033,0.1162570000000009,-0.3818370000000008,-0.5608200000000032,-0.2945289999999971,0.0840219999999973,-0.083910000000003,-0.0590019999999995,-0.1789830000000023,-0.0990160000000024,-0.1269279999999994,4688429769686263552,0,4688429769686263552,11723.9209,8650.39551,16470.1523,10540.3389,8960.6709,12392.748,10022
96,327,b'i06MC011300L4R',6.7922425,-74.02746,0.006224224,0.94313335,0.14769034,4.993324e-05,0,0,1.156847,0.006870562,0.009802999,0.013481079,0.012201597,0.01177841,0.005530672,0.010911636,0.005406645,0.0055922633,0.0065039056,0.0132265715,0.010329696,16.378454,16.496872,16.457785,16.464155,16.52027,16.642433,16.662035,16.729244,16.492785,16.878447,17.080954,17.078184,-0.1492023468017578,0.236459732055664,0.2723780405046845,0.0667603240178379,r â¤ 18,0.3110604999999999,unknown,,,i06MC011300L4R,i06MC011300L4R,,,,,,,,,,,,,6.7922425,-74.02746,i06MC011300L4R,i06MC011300L4R,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1492029999999999,0.2364589999999999,0.1692499999999981,-0.3856619999999999,-0.588168999999997,-0.1184179999999983,0.0327169999999981,-0.0868110000000008,-0.0063700000000004,-0.2025069999999971,-0.0672090000000018,-0.1221630000000004,4688429769686263552,0,4688429769686263552,11723.9209,8650.39551,16470.1523,10540.3389,8960.6709,12392.748,10022
101,7092,b'i06MC011401BQQ',6.848144,-73.999146,-0.06513279,0.9898456,-2.2725737,0.99999374,0,0,1.1502048,0.0059187505,0.0074264114,0.011349323,0.008292569,0.008039373,0.0038199981,0.0072995718,0.0038624145,0.004716645,0.004981942,0.010284565,0.0074728103,16.182207,16.001621,15.718911,15.727806,15.742457,15.919307,15.913858,16.108145,16.07919,16.354862,16.51602,16.535551,-0.2467174530029297,0.0289554595947265,0.0997204812867694,0.0519934754750292,r â¤ 18,0.1523135000000017,unknown,,,i06MC011401BQQ,i06MC011401BQQ,,,,,,,,,,,,,6.848144,-73.999146,i06MC011401BQQ,i06MC011401BQQ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2467170000000003,0.0289549999999998,-0.1653320000000011,-0.2756720000000001,-0.4368300000000005,0.1805859999999981,0.2738150000000008,-0.1888380000000005,-0.0088949999999989,-0.1611580000000003,-0.194287000000001,-0.1768499999999999,4688430147643492096,0,4688430147643492096,19573.002,15077.9355,25747.3418,14451.7559,13644.6689,15203.8311,10022
102,1694,b'i06MC013304GNK',6.8482056,-73.99899,-0.06513279,0.9898456,-2.2725737,0.99999374,0,0,1.1502048,0.00630865,0.00747289,0.009635954,0.008354095,0.008250554,0.0037481964,0.007363191,0.0038383692,0.0043980493,0.004867413,0.009689049,0.007904108,15.950101,15.932431,15.715002,15.709264,15.785884,15.91888,15.914214,16.088259,16.080442,16.356882,16.526426,16.532278,-0.2686233520507812,0.0078163146972656,0.0864093397847651,0.0499488610033747,r â¤ 18,0.1421284999999983,unknown,,,i06MC013304GNK,i06MC013304GNK,,,,,,,,,,,,,6.8482056,-73.99899,i06MC013304GNK,i06MC013304GNK,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.268622999999998,0.0078169999999992,-0.166228000000002,-0.2764399999999973,-0.4459839999999992,0.0176700000000007,0.2231670000000001,-0.169379000000001,0.0057380000000009,-0.1695440000000019,-0.1740450000000013,-0.1329960000000003,4688430147643492096,0,4688430147643492096,19573.002,15077.9355,25747.3418,14451.7559,13644.6689,15203.8311,10022
103,330,b'i06MC011300Q72',6.848517,-73.999084,-0.06513279,0.9898456,-2.2725737,0.99999374,0,0,1.1502048,0.005902498,0.0071481,0.0092305085,0.008182718,0.007945119,0.0037628028,0.0073737376,0.0038636883,0.0044829557,0.0048803976,0.009626678,0.0073593757,16.094252,15.900306,15.747929,15.705253,15.768803,15.903529,15.914396,16.097687,16.07164,16.36736,16.549913,16.543095,-0.2696723937988281,0.0260467529296875,0.1050146497514056,0.0505792142816955,r â¤ 18,0.1608835000000006,unknown,,,i06MC011300Q72,i06MC011300Q72,,,,,,,,,,,,,6.848517,-73.999084,i06MC011300Q72,i06MC011300Q72,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.2696730000000009,0.0260470000000019,-0.1572439999999986,-0.2957200000000028,-0.4782730000000015,0.1939460000000004,0.1950529999999997,-0.1941579999999998,0.0426759999999983,-0.1825529999999986,-0.1832910000000005,-0.1347260000000005,4688430147643492096,0,4688430147643492096,19573.002,15077.9355,25747.3418,14451.7559,13644.6689,15203.8311,10022
106,7111,b'i06MC011402MCD',6.8740115,-73.85643,-0.0981204,1.0793393,-1.5724293,0.99996424,0,0,1.1629736,0.012674257,0.0154115325,0.023755377,0.017558372,0.016608493,0.0077848854,0.014890633,0.008006359,0.009820818,0.010784297,0.02433012,0.018629018,17.562792,17.389284,17.109905,17.127226,17.135996,17.302414,17.287169,17.463951,17.414618,17.685352,17.80604,17.858698,-0.2214012145996093,0.0493335723876953,0.1110519167555854,0.1083954585474803,r â¤ 18,0.1600335000000008,unknown,,,i06MC011402MCD,i06MC011402MCD,,,,,,,,,,,,,6.8740115,-73.85643,i06MC011402MCD,i06MC011402MCD,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2214010000000001,0.0493330000000007,-0.1274490000000021,-0.2707340000000009,-0.3914219999999986,0.1735080000000017,0.2620579999999997,-0.1615370000000027,-0.017320999999999,-0.1206879999999976,-0.1767820000000028,-0.1664180000000001,4688444269495777152,0,4688444269495777152,10932.2324,7750.28662,15078.4385,13455.1465,10463.2852,17112.4043,10022
111,7128,b'i06MC0114043BY',6.925481,-73.71034,-0.030328318,1.0214382,-0.5737365,0.99999785,0,0,1.1463109,0.00948444,0.013236086,0.022166453,0.016443884,0.015490699,0.0071746823,0.013936247,0.0071087247,0.008241828,0.0090941675,0.021893412,0.01586671,17.067862,17.135988,17.034256,17.028341,17.064596,17.20207,17.197407,17.291391,17.151917,17.450485,17.685545,17.667288,-0.1590938568115234,0.139474868774414,0.1789278768846306,0.093115233249022,r â¤ 18,0.2190210000000014,EclBin,Gaia DR3 4688496290141298816,0.0,i06MC0114043BY,i06MC0114043BY,,,,,,,,,,,,,6.925481,-73.71034,i06MC0114043BY,i06MC0114043BY,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1590939999999996,0.1394739999999998,0.0454899999999973,-0.2985679999999995,-0.5336280000000002,-0.0681259999999994,0.107647,-0.0893210000000017,0.0059149999999981,-0.2350600000000007,-0.0939840000000025,-0.1374739999999974,4688496290141298816,0,4688496290141298816,12128.2012,8727.16895,21779.9395,10987.5098,8089.521,13929.207,10022
112,355,b'i06MC0113024PE',6.9259357,-73.71026,-0.030328318,1.0214382,-0.5737365,0.99999785,0,0,1.1463109,0.010235262,0.014108651,0.019188143,0.016980905,0.016104719,0.007442106,0.014881754,0.0075185485,0.007881461,0.009100325,0.019543346,0.015289256,17.057554,17.207716,17.080704,17.053083,17.111654,17.262814,17.261995,17.3795,17.193949,17.51073,17.741333,17.706211,-0.1312313079833984,0.1855506896972656,0.215047104546635,0.0934459703341602,r â¤ 18,0.2511660000000013,EclBin,Gaia DR3 4688496290141298816,0.0,i06MC0113024PE,i06MC0113024PE,,,,,,,,,,,,,6.9259357,-73.71026,i06MC0113024PE,i06MC0113024PE,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1312299999999986,0.1855510000000002,0.0680459999999989,-0.3167809999999988,-0.547384000000001,-0.1501620000000016,0.1546330000000004,-0.1166860000000014,0.0276209999999998,-0.2306030000000021,-0.1175050000000013,-0.1511599999999973,4688496290141298816,0,4688496290141298816,12128.2012,8727.16895,21779.9395,10987.5098,8089.521,13929.207,10022
115,1663,b'i06MC013302VDR',6.9636335,-74.35189,0.040626753,0.9675123,0.9698642,0.9999953,0,0,1.1374,0.00812651,0.009943963,0.012742357,0.0113439085,0.010918506,0.0050460515,0.0100584775,0.005217043,0.005788708,0.006789232,0.014212793,0.012091565,16.657625,16.562243,16.355185,16.335989,16.346973,16.547354,16.54168,16.720377,16.663273,16.993246,17.183662,17.193325,-0.2728691101074219,0.0571041107177734,0.1372143439514014,0.0669749972000636,r â¤ 18,0.1935384999999989,unknown,,,i06MC013302VDR,i06MC013302VDR,,,,,,,,,,,,,6.9636335,-74.35189,i06MC013302VDR,i06MC013302VDR,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.272869,0.0571039999999989,-0.1215930000000007,-0.3299729999999989,-0.5203890000000015,0.0953820000000007,0.2262539999999973,-0.1730230000000006,0.0191959999999973,-0.1904160000000025,-0.1786969999999996,-0.2003810000000001,4685405013193600128,0,4685405013193600128,9673.39648,7369.72607,12441.0898,10323.5693,7132.95166,14088.1504,10022
118,7091,b'i06MC0114019KX',6.9732347,-74.00819,-0.06553796,1.0543351,-2.8596957,0.99999785,0,0,1.1765974,0.0034950804,0.005175068,0.008654969,0.0064685717,0.00624338,0.0029412508,0.0055993083,0.0027511292,0.0029836514,0.0032774112,0.0066902167,0.004792813,15.185085,15.329836,15.225813,15.279203,15.267191,15.426265,15.41119,15.478636,15.227413,15.603044,15.823457,15.8343725,-0.1244077682495117,0.2512226104736328,0.2782806550881528,0.034695504976558,r â¤ 18,0.313426999999999,unknown,,,i06MC0114019KX,i06MC0114019KX,,,,,,,,,,,,,6.9732347,-74.00819,i06MC0114019KX,i06MC0114019KX,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1244080000000007,0.2512229999999995,0.1837769999999992,-0.3756310000000002,-0.5960439999999991,-0.1447509999999994,0.0506329999999994,-0.052370999999999,-0.0533900000000002,-0.2204129999999988,-0.0674460000000003,-0.1590740000000003,4688427330144831232,0,4688427330144831232,26114.2305,18836.2812,35609.4922,25940.9629,18129.748,33408.6836,10022
119,1691,b'i06MC013304FCV',6.9733195,-74.00802,-0.06553796,1.0543351,-2.8596957,0.99999785,0,0,1.1765974,0.0036742913,0.005236177,0.007177435,0.0065178527,0.0063485326,0.0028818927,0.0056148106,0.0027610674,0.0028203612,0.0031926264,0.0064293384,0.005055582,14.958697,15.272528,15.160406,15.234369,15.286059,15.405728,15.386243,15.445659,15.209139,15.586363,15.827524,15.823598,-0.1407041549682617,0.2365198135375976,0.2694013201469614,0.033802268237874,r â¤ 18,0.3068719999999985,unknown,,,i06MC013304FCV,i06MC013304FCV,,,,,,,,,,,,,6.9733195,-74.00802,i06MC013304FCV,i06MC013304FCV,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1407040000000012,0.2365199999999987,0.1771039999999999,-0.377224,-0.618385,-0.3138309999999986,0.0381590000000002,-0.0399309999999992,-0.0739629999999991,-0.2411609999999999,-0.0594159999999988,-0.119669,4688427330144831232,0,4688427330144831232,26114.2305,18836.2812,35609.4922,25940.9629,18129.748,33408.6836,10022
