col1,id_x,ra,dec,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_g,mag_psf_j0515,mag_psf_r,mag_psf_j0660,mag_psf_i,mag_psf_j0861,mag_psf_z,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,id,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id,flag_be_star_figueiredo,source_id,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,flag
15105,b'i06MC00450085A',2.0596972,-70.19888,-0.041086614,0.9837374,-1.5429462,0.9999996,0,0,1.1523159,0.004346132,0.005530896,0.00726195,0.0069184895,0.006695185,0.0031497462,0.0060485615,0.0031291004,0.003521249,0.0037884123,0.0073278057,0.0053445376,15.367463,15.426189,15.389524,15.338472,15.437773,15.540327,15.577019,15.79646,15.721819,16.030561,16.250149,16.247059,-0.2341012954711914,0.0746412277221679,0.1408979056215032,0.0402181962803309,r â¤ 18,0.1916914999999992,unknown,,,i06MC00450085A,i06MC00450085A,17.030946449279785,17.21244631576538,17.287832710266112,17.32660604095459,17.50557481765747,16.830854190826415,16.997433267593383,17.34580404472351,17.276428680419922,17.22019194793701,17.304125314712525,17.605360767364502,2.0596972,-70.19888,i06MC00450085A,i06MC00450085A,26.763470514297484,26.961930280685426,25.93196369552612,25.36364587402344,25.59152657699585,25.65704677581787,26.79048346710205,,,,25.812997535705566,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.234100999999999,0.0746409999999997,-0.1448,-0.3087419999999987,-0.5283300000000004,-0.058726,0.0877170000000013,-0.2561330000000001,0.0510520000000003,-0.2195880000000016,-0.2194409999999997,-0.1025539999999995,4702938581521835648,0,4702938581521835648,20300.3223,14841.9541,26906.7012,27678.4375,17190.8008,33119.957,10122
378,b'i06MC011305GO4',2.8996966,-72.947556,-0.061394356,0.98220605,-1.4426546,0.99999946,0,0,1.1599095,0.006910564,0.0096884435,0.013496661,0.0123391505,0.012051452,0.005537799,0.010731371,0.0054154345,0.0053354185,0.006586049,0.013416136,0.010486575,16.411055,16.648222,16.614084,16.594845,16.65501,16.802452,16.780592,16.851412,16.54895,17.003809,17.22222,17.224085,-0.1523971557617187,0.3024616241455078,0.3395215874214669,0.0655207106028092,r â¤ 18,0.3786604999999987,unknown,,,i06MC011305GO4,i06MC011305GO4,,,,,,,,,,,,,2.8996966,-72.947556,i06MC011305GO4,i06MC011305GO4,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1523970000000005,0.3024619999999984,0.2316419999999972,-0.454858999999999,-0.6732699999999987,-0.2371669999999994,0.0533770000000011,-0.048960000000001,0.0192389999999988,-0.2184109999999997,-0.0708200000000012,-0.147441999999998,4689434650291121536,0,4689434650291121536,19988.8438,13011.6367,28782.8438,9202.5957,8897.69434,9582.7959,10022
372,b'i06MC011303YZE',3.048213,-73.34041,1.2227536,1.1446906,84.770584,0.9999208,0,0,1.1969532,0.0024196515,0.0028516569,0.0037852563,0.0028223665,0.002618584,0.0010245986,0.001803909,0.0007700477,0.00089821406,0.00083172513,0.0013029473,0.0009695205,14.431794,14.281376,14.186602,13.719621,13.668766,13.417584,13.235121,13.007352,12.97306,13.030727,12.865748,12.927071,-0.0233755111694335,0.0342922210693359,0.025246709753744,0.0100042202987433,r â¤ 18,0.0459794999999996,Star,UCAC4 084-000130,0.0,i06MC011303YZE,i06MC011303YZE,,,,,,,,,,,,,3.048213,-73.34041,i06MC011303YZE,i06MC011303YZE,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233750000000014,0.0342919999999988,0.2620609999999992,-0.0576670000000003,0.1073120000000003,0.1504180000000001,0.5617549999999998,0.4102320000000006,0.4669810000000005,0.1649790000000006,0.2277690000000003,0.251182,4688666164679341056,0,4688666164679341056,802.613037,793.568542,811.406067,803.560974,795.586609,812.712036,10033
23884,b'i06MC00920214O',3.345323,-72.18134,2.0196042,1.0154403,178.78036,0.999739,0,0,1.1975434,0.0032186238,0.0038773909,0.004999796,0.0035359024,0.0032478878,0.0012204604,0.002125362,0.00086385355,0.001009528,0.0008715222,0.0014467965,0.0009991712,14.8511095,14.750588,14.661465,14.071306,14.027289,13.668325,13.502457,13.215989,13.156107,13.138115,13.051984,13.038556,0.0778741836547851,0.0598821640014648,0.0146553960690321,0.0111933540543344,r â¤ 18,0.0209449999999993,Star,UCAC4 090-000176,0.0,i06MC00920214O,i06MC00920214O,,,,,,,,,,,,,3.345323,-72.18134,i06MC00920214O,i06MC00920214O,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0778739999999995,0.0598819999999999,0.3463499999999992,0.0179919999999995,0.1041230000000013,0.1005214999999992,0.6792820000000006,0.4523359999999989,0.5901589999999999,0.0861310000000017,0.2864679999999993,0.3589640000000003,4689722795353342720,0,4689722795353342720,487.372528,484.113831,490.519165,486.218414,483.570465,489.439362,10033
23870,b'i06MC009200TDE',3.5397105,-72.60989,0.20358407,1.0303782,13.612307,0.99992305,0,0,1.1675448,0.0047132885,0.004610265,0.0054220147,0.004406587,0.0040155635,0.0016666795,0.0030319453,0.0013038813,0.0015299837,0.0013593651,0.0022892836,0.0016576299,15.512864,15.043072,14.798887,14.474805,14.425865,14.263409,14.176036,14.01575,13.957863,13.980905,13.911109,13.965951,0.0348453521728515,0.0578870773315429,0.028036525559302,0.0169592869023812,r â¤ 18,0.0404645000000005,RRLyrae,V* UX Tuc,0.0,i06MC009200TDE,i06MC009200TDE,,,,,,,,,,,,,3.5397105,-72.60989,i06MC009200TDE,i06MC009200TDE,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348450000000006,0.0578870000000009,0.2181730000000001,-0.0230420000000002,0.0467539999999999,0.469792,0.5682670000000005,0.2476589999999987,0.3240820000000006,0.0697960000000001,0.1602859999999992,0.1624560000000006,4689507497232922624,0,4689507497232922624,4181.38428,3922.26465,4454.47119,3833.54224,3649.3457,3968.25366,10023
368,b'i06MC011303DBY',3.6104336,-73.45686,-0.06354658,1.043585,-0.7537885,0.9999998,0,0,1.1241196,0.016981458,0.018975416,0.023399763,0.021252714,0.02005227,0.008981828,0.018125009,0.0094673075,0.010683186,0.012733614,0.027496338,0.021957245,18.02196,17.804203,17.527882,17.549454,17.552109,17.700674,17.722633,17.895689,17.84386,18.15227,18.347256,18.322514,-0.2565803527832031,0.051828384399414,0.1261178819780835,0.1228752109212368,r â¤ 18,0.1801195000000035,unknown,,,i06MC011303DBY,i06MC011303DBY,,,,,,,,,,,,,3.6104336,-73.45686,i06MC011303DBY,i06MC011303DBY,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2565810000000006,0.0518290000000014,-0.121227000000001,-0.308410000000002,-0.5033960000000022,0.2177569999999988,0.2547490000000003,-0.1950150000000015,-0.021571999999999,-0.1949860000000001,-0.1730560000000025,-0.1485649999999978,4688649736429139072,0,4688649736429139072,10667.5107,6901.10791,19285.3594,7152.29395,5123.50049,9325.00293,10022
364,b'i06MC011302OH8',3.6423092,-73.61652,1.4797493,0.95121706,149.844,0.9998432,0,0,1.1942269,0.0028627375,0.0034628196,0.0044472655,0.0031790456,0.0029409404,0.0011163704,0.0019809667,0.0008190592,0.00095259235,0.00087665033,0.0014109929,0.0010290153,14.775492,14.593805,14.4228945,13.899773,13.856163,13.537987,13.349862,13.087681,13.034046,13.085584,12.967852,12.982619,0.0020971298217773,0.0536346435546875,0.0354865649472956,0.0106195096743236,r â¤ 18,0.0525865000000003,Star,UCAC4 082-000187,0.0,i06MC011302OH8,i06MC011302OH8,,,,,,,,,,,,,3.6423092,-73.61652,i06MC011302OH8,i06MC011302OH8,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,0.0020969999999991,0.0536349999999998,0.3158159999999999,-0.0515380000000007,0.0661939999999994,0.1816870000000001,0.694032,0.4503059999999994,0.5231215000000002,0.1177320000000001,0.262181,0.3181760000000011,4688597239044206848,0,4688597239044206848,661.01825,656.815063,665.825989,660.640503,656.445129,665.082703,10033
23869,b'i06MC009200RHC',3.7011473,-72.64441,1.7885697,1.1301717,150.59894,0.9998872,0,0,1.1992803,0.0028023762,0.0033565848,0.004481392,0.0032301126,0.0030014762,0.0011542373,0.0020199837,0.0008338851,0.000977067,0.0013722692,0.0014032677,0.00097260217,14.563893,14.438828,14.4358425,13.873894,13.851084,13.522852,13.352555,13.101041,13.037488,13.028646,12.921235,12.903558,0.0723943710327148,0.0635528564453125,0.0202842821354436,0.0112549759765697,r â¤ 18,0.0273555000000005,Star,UCAC4 087-000204,0.0,i06MC009200RHC,i06MC009200RHC,,,,,,,,,,,,,3.7011473,-72.64441,i06MC009200RHC,i06MC009200RHC,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,0.0723950000000002,0.0635530000000006,0.3150670000000009,0.0088419999999995,0.1162530000000003,0.1250649999999993,0.5649340000000009,0.4218109999999999,0.5619484999999997,0.1074110000000008,0.2515140000000002,0.3282319999999998,4689495093367372672,0,4689495093367372672,549.021729,544.554749,552.897461,549.009888,545.690979,552.611938,10033
14428,b'i06MC006900L24',4.1463723,-71.287384,1.557573,0.9884241,123.08413,0.9998199,0,0,1.1867398,0.0024967918,0.0028816748,0.0037381456,0.002834322,0.0026095752,0.0010507377,0.0018648794,0.0007958933,0.0009305042,0.00088906684,0.001358406,0.0009704935,14.325873,14.177999,14.1335335,13.66671,13.630084,13.403113,13.2579155,13.0864315,13.048775,13.063628,13.012064,13.06107,0.0228033065795898,0.0376567840576171,0.0121094190017206,0.0103726094756504,r â¤ 18,0.0262547499999996,unknown,,,i06MC006900L24,i06MC006900L24,16.084772842407226,14.883552436828612,14.375811866760255,14.14992555999756,13.962147941589354,15.698624324798583,15.61910331726074,14.983302757263182,14.904109607696531,14.695625984191896,14.2223482131958,13.981794040679931,4.1463723,-71.287384,i06MC006900L24,i06MC006900L24,,,26.32987756729126,25.90479553222656,26.33676879119873,25.970677505493164,26.78430863571167,,24.31056849288941,,,,4,0,4,0,0,0,0,0,0,0,0,0,0,0.0228035000000002,0.0376565000000006,0.2091405000000001,-0.0148530000000004,0.0367109999999986,0.1478739999999998,0.5112889999999997,0.3166814999999996,0.4668235000000003,0.051563999999999,0.1714839999999995,0.2269710000000007,4701919059365339904,0,4701919059365339904,632.004395,626.55304,636.624756,631.747986,626.858093,636.025574,10033
1673,b'i06MC013302U8R',4.419611,-74.369316,-0.042945184,0.9712613,-1.6595976,0.99999946,0,0,1.1709023,0.0039655534,0.005488647,0.0075303474,0.0069986954,0.0068041137,0.003131261,0.0061646346,0.003000751,0.003020119,0.003582135,0.007216296,0.005744182,15.234861,15.508098,15.446213,15.502016,15.503974,15.662313,15.64893,15.720905,15.437458,15.891535,16.1177,16.110167,-0.1706295013427734,0.283447265625,0.327022499641679,0.0365854928988177,r â¤ 18,0.3687620000000002,Star,2MASS J00174073-7422097,0.0,i06MC013302U8R,i06MC013302U8R,,,,,,,,,,,,,4.419611,-74.369316,i06MC013302U8R,i06MC013302U8R,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1706299999999991,0.2834470000000006,0.2114720000000005,-0.4540769999999998,-0.6802419999999998,-0.2732369999999999,0.006082000000001,-0.0585920000000008,-0.0558029999999991,-0.2261649999999999,-0.0719750000000001,-0.1583389999999997,4688405752228450176,0,4688405752228450176,24636.2539,16500.0645,32438.0117,22800.2129,18446.7402,26242.6816,10022
1684,b'i06MC01330428W',4.4206815,-74.08879,-0.13063502,1.0194767,-1.6191548,0.99999785,0,0,1.1423748,0.013460794,0.018486302,0.02508129,0.022318477,0.021969492,0.009702323,0.01971101,0.010217671,0.010553198,0.013618423,0.031033164,0.027585097,17.436142,17.757555,17.567497,17.52718,17.640764,17.752579,17.748539,17.897425,17.734993,18.066923,18.2867,18.266367,-0.1694984436035156,0.1624317169189453,0.2056027710476395,0.1271937758591211,r â¤ 18,0.2471810000000012,unknown,,,i06MC01330428W,i06MC01330428W,,,,,,,,,,,,,4.4206815,-74.08879,i06MC01330428W,i06MC01330428W,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1694980000000008,0.162431999999999,0.0135460000000016,-0.3319299999999998,-0.5517070000000004,-0.3214129999999997,0.2303749999999986,-0.1448459999999976,0.0403169999999981,-0.2197770000000005,-0.1488859999999974,-0.111815,4688463266128125824,0,4688463266128125824,11784.96,8740.82422,15196.2422,12209.3828,7984.17676,16049.0293,10022
322,b'i06MC011300C7H',4.420975,-74.08892,-0.13063502,1.0194767,-1.6191548,0.99999785,0,0,1.1423748,0.012757256,0.017965067,0.024556626,0.021764044,0.021040807,0.009676037,0.018926231,0.009744706,0.010459295,0.012465381,0.026421897,0.022502631,17.492662,17.685114,17.593641,17.537401,17.618393,17.773438,17.74674,17.880865,17.749569,18.05601,18.237408,18.28927,-0.1751441955566406,0.131296157836914,0.1764847034806759,0.1229827629984122,r â¤ 18,0.2188684999999992,unknown,,,i06MC011300C7H,i06MC011300C7H,,,,,,,,,,,,,4.420975,-74.08892,i06MC011300C7H,i06MC011300C7H,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1751450000000005,0.1312959999999989,-0.0028290000000019,-0.3064409999999995,-0.4878389999999974,-0.1924519999999994,0.1477129999999995,-0.1074270000000012,0.0562400000000025,-0.1813979999999979,-0.1341250000000009,-0.1550449999999976,4688463266128125824,0,4688463266128125824,11784.96,8740.82422,15196.2422,12209.3828,7984.17676,16049.0293,10022
26183,b'i06MC011302GBH',4.501754,-73.6663,0.22331372,1.0883636,1.6795729,0.9999925,0,0,1.1294112,0.024006175,0.028318703,0.036576316,0.030037168,0.028005678,0.012774863,0.026263341,0.012510382,0.013098137,0.016856577,0.03782879,0.032108337,18.457628,18.417072,18.284266,18.130936,18.14233,18.327885,18.341837,18.389769,18.244087,18.60657,18.800018,18.813995,-0.2168006896972656,0.1456813812255859,0.2072307823029514,0.1585542845038657,18 < r â¤ 19,0.2540825000000026,unknown,,,i06MC011302GBH,i06MC011302GBH,,,,,,,,,,,,,4.501754,-73.6663,i06MC011302GBH,i06MC011302GBH,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2168010000000002,0.1456820000000007,0.0977500000000013,-0.362483000000001,-0.5559310000000011,0.0405559999999987,0.2861360000000026,-0.0618840000000027,0.1533300000000004,-0.193448,-0.0479319999999994,-0.1855549999999972,4688674612880765696,0,4688674612880765696,3296.81836,2578.26245,4273.24072,3121.86084,2386.40601,4043.1416,10022
375,b'i06MC011304SJS',4.838119,-73.146454,-0.010417885,1.0428342,-0.4283876,0.9999998,0,0,1.1463276,0.0040999237,0.0044834786,0.0059622084,0.005406447,0.005278826,0.00247916,0.0048519573,0.002555809,0.0030490523,0.0031969207,0.0059840474,0.004517298,15.3938055,15.098561,14.999686,14.999037,15.054145,15.233602,15.228216,15.434926,15.476884,15.722037,15.841277,15.855086,-0.2871112823486328,-0.0419578552246093,0.0432417729897652,0.0339110502778232,r â¤ 18,0.1015975000000004,unknown,,,i06MC011304SJS,i06MC011304SJS,,,,,,,,,,,,,4.838119,-73.146454,i06MC011304SJS,i06MC011304SJS,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.2871109999999994,-0.0419579999999992,-0.2486680000000003,-0.2451530000000001,-0.3643929999999997,0.295244499999999,0.0995240000000006,-0.2013240000000014,0.000649000000001,-0.1192399999999995,-0.206710000000001,-0.1794569999999993,4688748559334975872,0,4688748559334975872,17331.3125,12863.5049,23738.2109,10546.9307,10067.7715,10956.916,10022
354,b'i06MC011301ZJ6',4.880768,-73.75457,-0.011852916,1.047959,-0.49245995,0.9999996,0,0,1.1521147,0.0030307064,0.0039020258,0.0052510328,0.0048278985,0.00473226,0.0022633413,0.0044773277,0.0023428565,0.0027671447,0.0029852663,0.0058204834,0.0044084997,14.843332,14.868841,14.848193,14.768495,14.815981,15.012251,15.02957,15.253212,15.2375345,15.5621395,15.752375,15.778389,-0.3089275360107422,0.0156774520874023,0.1086730492035821,0.0309683715623882,r â¤ 18,0.1701412499999985,unknown,,,i06MC011301ZJ6,i06MC011301ZJ6,,,,,,,,,,,,,4.880768,-73.75457,i06MC011301ZJ6,i06MC011301ZJ6,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.3089275000000011,0.0156774999999989,-0.207964500000001,-0.324605,-0.5148405,-0.0255089999999995,0.100346,-0.2409610000000004,0.0796980000000004,-0.1902355,-0.2236419999999999,-0.1962699999999984,4688484161152910208,0,4688484161152910208,17807.7617,13358.917,24940.832,9508.85059,9017.78809,9996.2207,10022
1653,b'i06MC013301UX2',4.9262953,-74.624535,0.04313227,0.975916,0.5225725,0.99998534,0,0,1.1486808,0.014665872,0.01768382,0.023842279,0.020337932,0.020117415,0.008847657,0.018044185,0.009339668,0.00983554,0.01281104,0.028019486,0.025229165,17.56772,17.641172,17.519182,17.413313,17.500708,17.617653,17.62679,17.773739,17.634933,18.025513,18.1875,18.191515,-0.2517738342285156,0.1388053894042968,0.2113772928552736,0.1175929520035363,r â¤ 18,0.2646929999999976,unknown,,,i06MC013301UX2,i06MC013301UX2,,,,,,,,,,,,,4.9262953,-74.624535,i06MC013301UX2,i06MC013301UX2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.251774000000001,0.1388059999999988,-0.0081430000000004,-0.3905799999999999,-0.5525669999999998,-0.0734519999999996,0.2278590000000022,-0.1560859999999984,0.1058690000000019,-0.1619869999999998,-0.1469489999999993,-0.1169450000000011,4685383018663483520,0,4685383018663483520,9578.4873,5476.94434,18323.4277,5116.82031,3850.7937,6339.11426,10022
1674,b'i06MC013303DES',5.07101,-74.23968,-0.061007507,1.0528165,-0.8656926,0.9999989,0,0,1.14628,0.012691095,0.016738597,0.021675663,0.018966306,0.018824518,0.008344833,0.01722604,0.00880609,0.009251194,0.011781393,0.026727842,0.02305471,17.309467,17.496946,17.32239,17.295048,17.3545,17.507,17.532581,17.669012,17.530514,17.883186,18.11622,18.067379,-0.2141742706298828,0.138498306274414,0.1976341251860233,0.1104923678166199,r â¤ 18,0.2455849999999984,unknown,,,i06MC013303DES,i06MC013303DES,,,,,,,,,,,,,5.07101,-74.23968,i06MC013303DES,i06MC013303DES,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2141739999999998,0.1384979999999984,0.0020670000000002,-0.3526719999999983,-0.5857059999999983,-0.1874789999999997,0.2018979999999999,-0.1620119999999971,0.0273419999999973,-0.2330339999999999,-0.1364309999999982,-0.1524999999999998,4688408599784315392,0,4688408599784315392,9646.68848,7170.53027,14754.5957,10118.8838,8144.50195,12384.3545,10022
343,b'i06MC011301EX0',5.0795426,-73.86886,0.65488404,1.0823603,14.109968,4.681078e-09,1,0,1.399314,0.0041264156,0.0056220787,0.0077287154,0.006980092,0.006636841,0.0030678958,0.005858645,0.002887308,0.0034155925,0.0034095887,0.006127057,0.0046937373,15.446601,15.605193,15.597159,15.497092,15.504695,15.602463,15.568478,15.657027,15.649221,15.804092,15.827156,15.871074,-0.1470651626586914,0.0078058242797851,0.0429604167684565,0.0379910568583113,r â¤ 18,0.0813384999999993,CataclyV*,V* VW Tuc,0.0,i06MC011301EX0,i06MC011301EX0,,,,,,,,,,,,,5.0795426,-73.86886,i06MC011301EX0,i06MC011301EX0,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.1470650000000013,0.0078059999999986,-0.080743,-0.1548709999999999,-0.1779349999999997,-0.1585920000000005,0.1081009999999995,-0.0545639999999991,0.1000669999999992,-0.0230639999999997,-0.0885489999999986,-0.0977680000000003,4688478831089666432,0,4688478831089666432,1470.03552,1364.28027,1579.73193,1460.97034,1369.18274,1557.92517,10022
26177,b'i06MC011300WMM',5.0855246,-73.96841,-0.039711546,0.98017395,-0.493416,0.9999996,0,0,1.134546,0.015591423,0.020522948,0.026359193,0.024020629,0.022915702,0.01065107,0.021460786,0.011004841,0.011732959,0.0140370205,0.030557986,0.025629228,17.855566,17.936197,17.772535,17.747135,17.7819,17.962513,17.972946,18.103703,17.960958,18.260305,18.445013,18.46928,-0.1566028594970703,0.1427440643310547,0.181220910758697,0.1398296398798222,18 < r â¤ 19,0.2210459999999976,unknown,,,i06MC011300WMM,i06MC011300WMM,,,,,,,,,,,,,5.0855246,-73.96841,i06MC011300WMM,i06MC011300WMM,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1566019999999994,0.1427449999999979,0.0119879999999987,-0.2993469999999973,-0.4840549999999979,-0.0806310000000003,0.1890619999999998,-0.1411899999999981,0.0254000000000012,-0.1847080000000005,-0.1307569999999991,-0.180613000000001,4688465636950101376,0,4688465636950101376,9853.50488,6645.37451,17280.9961,10386.8477,6445.08789,13322.707,10022
1692,b'i06MC013304FV5',5.1480017,-74.01096,-0.04503666,0.9959904,-0.7945331,0.99999785,0,0,1.153152,0.0112623675,0.014899817,0.020431314,0.01781758,0.017372375,0.007845529,0.015647331,0.007966265,0.00818006,0.010404737,0.022773484,0.019730134,17.074062,17.24494,17.170837,17.1317,17.200562,17.36057,17.338089,17.469494,17.278427,17.657976,17.862387,17.83838,-0.1884822845458984,0.1910667419433593,0.2410216112914684,0.0987288308798523,r â¤ 18,0.2853080000000005,unknown,,,i06MC013304FV5,i06MC013304FV5,,,,,,,,,,,,,5.1480017,-74.01096,i06MC013304FV5,i06MC013304FV5,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1884820000000004,0.1910670000000003,0.0596619999999994,-0.3795490000000008,-0.5839599999999976,-0.1708779999999983,0.1132400000000011,-0.1089240000000018,0.0391370000000002,-0.2044109999999968,-0.1314050000000008,-0.1600079999999977,4688461586804863744,0,4688461586804863744,11185.75,8798.08008,17098.6914,9473.50488,7537.80908,11887.3477,10022
329,b'i06MC011300PR3',5.148313,-74.01109,-0.04503666,0.9959904,-0.7945331,0.99999785,0,0,1.153152,0.010452309,0.014375549,0.019351268,0.017538821,0.016662898,0.007747688,0.015150373,0.0076892283,0.00813787,0.009662162,0.019928288,0.016328186,17.179405,17.29562,17.210358,17.19024,17.218868,17.37596,17.355196,17.46967,17.29381,17.651413,17.817528,17.84373,-0.1817436218261718,0.1758594512939453,0.223406280938428,0.0962731309886564,r â¤ 18,0.2667314999999988,unknown,,,i06MC011300PR3,i06MC011300PR3,,,,,,,,,,,,,5.148313,-74.01109,i06MC011300PR3,i06MC011300PR3,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1817430000000008,0.1758600000000001,0.0613859999999988,-0.357603000000001,-0.5237179999999988,-0.1162150000000004,0.1053800000000002,-0.0937100000000015,0.020118,-0.1661149999999978,-0.1144740000000013,-0.1570919999999986,4688461586804863744,0,4688461586804863744,11185.75,8798.08008,17098.6914,9473.50488,7537.80908,11887.3477,10022
26847,b'i06MC0133047BC',5.2250814,-74.05819,-0.04186745,1.0292461,-0.5283569,0.9999996,0,0,1.1492738,0.020036064,0.021947186,0.028918255,0.024665479,0.023383712,0.010538853,0.02100631,0.011272176,0.012284338,0.016674511,0.036778614,0.034949917,18.029757,17.904531,17.749947,17.695698,17.715767,17.889772,17.846087,18.059858,17.991697,18.360468,18.515085,18.557629,-0.3006095886230469,0.0681610107421875,0.1618325895486754,0.1469644558885129,18 < r â¤ 19,0.2184660000000029,unknown,,,i06MC0133047BC,i06MC0133047BC,,,,,,,,,,,,,5.2250814,-74.05819,i06MC0133047BC,i06MC0133047BC,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.3006100000000025,0.0681609999999999,-0.1456099999999978,-0.3687710000000024,-0.5233880000000006,0.1252260000000014,0.2088329999999985,-0.1700859999999977,0.0542489999999986,-0.1546169999999982,-0.2137709999999977,-0.174005000000001,4688420114602842752,0,4688420114602842752,8971.48828,6160.09033,11629.5664,9271.00391,5172.05225,13803.5713,10122
26176,b'i06MC011300HHN',5.2254295,-74.05832,-0.04186745,1.0292461,-0.5283569,0.9999996,0,0,1.1492738,0.018089917,0.021447267,0.027476816,0.024056882,0.022407055,0.010439709,0.020468138,0.011014774,0.011992613,0.014758421,0.03027929,0.02638543,18.076595,17.957558,17.787813,17.752684,17.752167,17.92682,17.88809,18.104794,18.005556,18.330973,18.425806,18.498684,-0.2261791229248047,0.0992374420166015,0.1643813981211425,0.1419787116132217,18 < r â¤ 19,0.2123275000000006,unknown,,,i06MC011300HHN,i06MC011300HHN,,,,,,,,,,,,,5.2254295,-74.05832,i06MC011300HHN,i06MC011300HHN,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2261790000000019,0.0992379999999997,-0.1174660000000002,-0.3254170000000016,-0.4202500000000029,0.1190370000000022,0.2048740000000002,-0.1779739999999989,0.0351290000000013,-0.0948330000000012,-0.216704,-0.1746529999999992,4688420114602842752,0,4688420114602842752,8971.48828,6160.09033,11629.5664,9271.00391,5172.05225,13803.5713,10122
1688,b'i06MC013304ACZ',5.288177,-74.045555,0.013885404,1.0673754,0.36021805,0.99999785,0,0,1.1736195,0.006925997,0.009399269,0.0129073905,0.011529495,0.011283566,0.0051037627,0.010026177,0.0049382015,0.005039608,0.0059941397,0.0123797525,0.010471457,16.218033,16.407438,16.369684,16.373188,16.433542,16.576551,16.542875,16.633572,16.399725,16.773457,16.96988,16.987093,-0.1398849487304687,0.2338466644287109,0.2664354302928985,0.0606553981312627,r â¤ 18,0.3037895000000006,unknown,,,i06MC013304ACZ,i06MC013304ACZ,,,,,,,,,,,,,5.288177,-74.045555,i06MC013304ACZ,i06MC013304ACZ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1398849999999996,0.2338470000000008,0.1431499999999985,-0.3737320000000004,-0.5701549999999997,-0.1894050000000007,0.0342500000000001,-0.0570210000000024,-0.0035039999999995,-0.1964229999999993,-0.0906970000000022,-0.1430089999999992,4688420148958728960,0,4688420148958728960,10952.0928,8075.3877,14686.2432,10050.0342,8263.1582,14479.4775,10022
