id,ra_be,dec_be,mag_psf_g_be,mag_psf_i_be,mag_psf_j0378_be,mag_psf_j0395_be,mag_psf_j0410_be,mag_psf_j0430_be,mag_psf_j0515_be,mag_psf_j0660_be,mag_psf_j0861_be,mag_psf_r_be,mag_psf_u_be,mag_psf_z_be,OGLE-II,OGLE-III,OGLE-IV,ura,udec,OGLE,Ori,DC,DDC,Nou,Mass,Group,id_x,ra_simb,dec_simb,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u_simb,mag_psf_j0378_simb,mag_psf_j0395_simb,mag_psf_j0410_simb,mag_psf_j0430_simb,mag_psf_g_simb,mag_psf_j0515_simb,mag_psf_r_simb,mag_psf_j0660_simb,mag_psf_i_simb,mag_psf_j0861_simb,mag_psf_z_simb,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id
i06MC006502XVX,83.31112577273042,-70.18862308588191,16.615933822631835,16.307003173828125,16.67129358482361,16.554217964172363,16.518789329528808,16.513671150207518,16.573671478271486,16.43874136352539,16.1164630279541,16.65544068145752,16.80430143737793,16.008262710571287,LMC_SC1_124784,LMC170.4.64070,LMC516.12.324,83.31079,-70.18892,LMC_SC1_124784,P,0.709,1.0,0.311,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC0065036AW,83.30265529678962,-70.16475844617916,16.330650329589844,16.802123222351074,16.397504655838013,16.179976135253906,16.1325931930542,16.17419551849365,16.29320349121094,16.56061958312988,16.867662200927736,16.563903205871583,16.8974859085083,16.838397102355955,LMC_SC1_124845,LMC170.4.64064,LMC516.12.413,83.30254,-70.16481,LMC_SC1_124845,E,0.473,0.979,0.569,13.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650529X,83.37466563468662,-69.99633533917945,15.215063385009769,15.722150314331056,15.11574038696289,14.997041374206542,15.003347434997558,15.030705680847166,15.188457191467286,15.54126638031006,15.888141891479492,15.45215892791748,15.29628074645996,15.881216270446778,LMC_SC1_143809,LMC169.1.80878,LMC516.12.27257,83.37517,-69.99631,LMC_SC1_143809,P,0.473,0.92,0.762,10.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506B3T,83.39630337579113,-69.86792568351675,16.563644554138182,16.656828651428224,16.688471757888795,16.57070072174072,16.50656935119629,16.518425216674803,16.46955908203125,16.579106094360352,16.73983394622803,16.570387229919433,16.78675525665283,16.710804206848145,LMC_SC1_158241,LMC169.2.91905,LMC516.21.130,83.39625,-69.86794,LMC_SC1_158241,P,0.492,1.0,0.725,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506RPB,83.38839425215909,-69.83565671385489,18.08593067932129,18.291131744384767,18.29486449432373,18.025239295959476,17.96282211303711,17.947033084869386,18.04492128753662,17.894852806091308,18.44400505447388,18.121636184692385,18.41822275543213,18.349784118652344,LMC_SC1_164770,LMC169.3.17823,LMC516.21.12265,83.38829,-69.83567,LMC_SC1_164770,P,0.135,0.83,0.052,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506ZWG,83.43143980951996,-69.79907628465821,17.503999938964842,17.591066680908202,17.628036930084228,17.502505214691162,17.42821393585205,17.422158325195312,17.431463607788086,17.48959462738037,17.677127952575685,17.524483070373535,17.701172805786133,17.634935600280762,LMC_SC1_170211,LMC169.3.17098,LMC516.21.12631,83.43154,-69.79928,LMC_SC1_170211,P,0.524,1.0,0.623,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006501MSX,83.620814066688,-70.2913166211482,15.763147583007813,15.862242935180664,15.791028610229493,15.68400064086914,15.67540744781494,15.675309410095212,15.711755546569826,15.6076580657959,15.988426788330075,15.772107299804688,15.949503440856931,15.96754096221924,LMC_SC1_201726,LMC170.3.73503,LMC516.03.73678,83.6205,-70.29131,LMC_SC1_201726,P,0.657,1.0,0.311,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506CMS,83.47332590569646,-69.86273791520686,16.933089111328126,16.928149543762206,16.972495851516722,16.89171061706543,16.86682785797119,16.84503578186035,16.8431148147583,16.809082489013672,17.075839302062988,16.9090495223999,16.86396541595459,17.061656768798827,LMC_SC1_248039,LMC169.2.91966,LMC516.20.40474,83.47325,-69.86278,LMC_SC1_248039,P,0.676,0.959,0.518,4.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC0065072E9,83.49159409360198,-69.78709299441915,16.948267181396485,17.411142265319825,16.870905281066893,16.770919898986815,16.804028778076173,16.812964927673338,16.962720832824708,17.111652687072755,17.56311728668213,17.130959449768067,16.90215721130371,17.533575828552245,LMC_SC1_252841,LMC169.3.17177,LMC516.20.51533,83.49154,-69.78711,LMC_SC1_252841,P,0.211,0.519,1.139,5.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC0065072UN,83.7711267368837,-69.78463422373677,16.949927238464355,17.429981437683104,16.972633419036864,16.74982898712158,16.771927436828612,16.817987121582032,16.977084671020506,17.226356475830077,17.576776649475097,17.180825462341307,17.026943183898926,17.598980865478516,LMC_SC1_335489,LMC169.3.47595,LMC516.20.10631,83.771,-69.78467,LMC_SC1_335489,P,0.258,0.809,0.207,5.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006505OYC,83.26431126168411,-69.92913102109088,17.00251567840576,16.94868160247803,17.230649559020996,17.033075004577636,16.931708374023437,16.9236462020874,16.907255683898924,16.904272247314452,16.94575552368164,16.925240600585937,17.37155422973633,16.915206176757813,LMC_SC1_59562,LMC169.2.2223,LMC516.12.43155,83.26479,-69.92903,LMC_SC1_59562,P,0.54,0.91,0.269,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006505NMO,83.2634767834698,-69.93114894827168,17.301802520751952,17.671981582641603,17.390472261428833,17.187443405151367,17.124561347961425,17.123148193359373,17.237753425598143,17.52372663116455,17.775805038452148,17.452858055114746,17.650683807373046,17.75457022857666,LMC_SC1_60022,LMC169.2.648,LMC516.12.43818,83.26342,-69.93114,LMC_SC1_60022,P,0.828,1.0,0.104,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00880G4JT,83.15137938003869,-70.55537711578198,17.389557235717774,17.69034726715088,17.329952393531798,17.155806203842165,17.171524269104005,17.203451597213746,17.323330194473268,17.473185947418212,17.80839604949951,17.453282524108886,17.303553915023805,17.734044200897216,LMC_SC1_791,LMC170.7.36396,LMC515.30.24502,83.15162,-70.55542,LMC_SC1_791,P,0.155,0.946,0.155,7.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006508GYI,83.27484901970911,-69.64696673303219,15.829482711791991,16.389093315124512,15.689125679016112,15.584817260742188,15.590311141967774,15.656380592346192,15.829626968383788,16.194030380249025,16.58073217010498,16.092092712402344,15.665763565063475,16.57676638031006,LMC_SC1_90123,LMC169.4.203,LMC516.21.36604,83.27483,-69.64697,LMC_SC1_90123,P,0.732,1.0,0.311,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650AKF0,82.50512504722505,-69.469408272061,15.463190734863282,15.458553634643554,15.46549086380005,15.332870223999024,15.3842746887207,15.377911384582518,15.452766639709472,15.1869309463501,15.472191345214842,15.439830345153808,15.341640426635742,15.472241622924804,LMC_SC2_103618,LMC168.8.64491,LMC516.31.9910,82.50529,-69.46942,LMC_SC2_103618,P,0.751,1.0,0.466,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650ATML,82.50359868235822,-69.44817944167397,15.816275268554689,16.48326333618164,15.685871574401856,15.512387565612794,15.564136711120604,15.63190005493164,15.85979634094238,16.30446272277832,16.708746040344238,16.162357444763185,15.661498458862305,16.694547470092772,LMC_SC2_109026,LMC168.8.64577,LMC516.31.21057,82.50367,-69.44822,LMC_SC2_109026,P,0.065,0.819,0.155,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506AM1,82.7983435826886,-69.86728097800031,17.25538516998291,17.674657188415527,17.450121967315674,17.12707105255127,17.055220642089843,17.104789962768553,17.234141052246095,17.4480735244751,17.759326988220216,17.42199154663086,17.72312699127197,17.786259323120117,LMC_SC2_166301,LMC169.7.124932,LMC516.22.974,82.79842,-69.86728,LMC_SC2_166301,P,0.589,1.0,0.155,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650BDNR,82.70592804660336,-69.42774905296851,13.798289459228515,,13.845270275115968,13.626794006347655,13.749767509460447,13.826704681396484,14.08454238128662,,14.551328483581544,,13.804992630004882,14.656456100463869,LMC_SC2_213964,LMC168.8.77132,LMC516.30.58706,82.70567,-69.428,LMC_SC2_213964,P,0.394,0.943,0.493,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650BDPF,82.71272493729352,-69.42235273497896,17.247487632751465,17.841666137695313,17.36142051124573,17.049274185180664,17.07892915344238,17.119604766845704,17.304614723205567,17.666212516784668,18.011942283630372,17.553463790893556,17.426162269592286,17.980208503723144,LMC_SC2_214344,LMC168.8.78093,LMC516.30.59237,82.71262,-69.42239,LMC_SC2_214344,P,0.051,0.365,0.052,4.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006504YJK,82.9116654457927,-70.00443979593649,16.16178116607666,16.48602451324463,16.16783818435669,16.004330307006835,15.961688079833984,15.99169277191162,16.14451887512207,16.1842811126709,16.661672157287597,16.317583488464354,16.244865592956543,16.643165550231934,LMC_SC2_256199,LMC169.8.135827,LMC516.13.29866,82.91162,-70.00444,LMC_SC2_256199,P,0.598,1.0,0.88,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506JHK,82.88647016139332,-69.84416881291145,17.188529335021972,17.2048646774292,17.325957624435425,17.14918389892578,17.029836143493654,17.072091331481932,17.10874550628662,17.20535277557373,17.196082168579103,17.1743763961792,17.535895782470703,17.132483963012696,LMC_SC2_276971,LMC169.7.145228,LMC516.22.12629,82.88712,-69.84417,LMC_SC2_276971,P,0.925,1.0,0.134,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506CZH,82.96928694646132,-69.86310293341538,17.582069458007812,17.85075205230713,17.740697471618653,17.539059310913085,17.43192335510254,17.459705581665037,17.538340354919434,17.747910491943358,17.863013320922853,17.683827713012697,18.13226266479492,17.924270156860352,LMC_SC2_277001,LMC169.7.146035,LMC516.22.2747,82.96867,-69.86314,LMC_SC2_277001,E,0.552,1.0,0.358,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006507TB3,82.9004228676978,-69.70996743999987,16.933290771484376,17.22852533721924,17.134610336303712,16.821073944091797,16.771316764831543,16.79642653656006,16.86971463775635,17.11189936828613,17.33226700592041,17.021347358703615,17.47819644165039,17.322488861083983,LMC_SC2_289705,LMC169.6.137240,LMC516.22.26463,82.90038,-69.71003,LMC_SC2_289705,P,0.773,1.0,0.104,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006507OXK,82.88199696800545,-69.72059565852244,18.11127119445801,18.08268238067627,18.4108727388382,18.19933744812012,18.1283006439209,18.112782863616943,18.137399646759032,17.980052391052247,18.097484786987305,18.10288460540772,18.54038465118408,18.04691417694092,LMC_SC2_289936,LMC169.6.137641,LMC516.22.26918,82.88246,-69.72069,LMC_SC2_289936,P,0.42,1.0,0.09,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650ANGG,82.96083363273036,-69.46191561384303,16.191623359680175,16.765476287841796,16.10458466720581,15.9195103225708,15.985456672668455,16.04940468597412,16.248112121582032,16.532103134155275,16.878890266418455,16.486820739746094,16.30965985107422,16.891332473754883,LMC_SC2_310449,LMC168.8.89846,LMC516.30.9379,82.96088,-69.46197,LMC_SC2_310449,E,0.544,0.977,0.466,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC0065047QQ,82.62211998729745,-70.0720099235384,15.570849876403807,15.738086761474609,15.573927490234375,15.45787587738037,15.433834114074706,15.444890251159666,15.58234937286377,15.546310073852538,15.800218147277832,15.67527201843262,15.62123602294922,15.776077812194824,LMC_SC2_31066,LMC169.8.18203,LMC516.13.88742,82.62212,-70.072,LMC_SC2_31066,P,0.388,0.964,0.311,8.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650BBU1,82.96363134000106,-69.41240769334222,16.0972103805542,16.752124038696287,15.998254199981693,15.82831616973877,15.884663787841795,15.93142699432373,16.169486618041994,16.580957847595215,16.955994026184083,16.45751135253906,16.006018447875977,16.954250732421876,LMC_SC2_315204,LMC168.8.90067,LMC516.30.19941,82.96371,-69.41247,LMC_SC2_315204,E,0.39,0.953,0.414,13.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006501QIH,83.01632359765833,-70.28288736699324,16.38646060180664,16.50521484375,16.5706301612854,16.405532508850097,16.345221557617187,16.36264347076416,16.40844792175293,16.387660369873046,16.539887344360352,16.484584754943846,16.795662101745606,16.478077819824218,LMC_SC2_319557,LMC170.6.112450,LMC516.04.77514,83.01704,-70.28292,LMC_SC2_319557,P,0.363,1.0,0.582,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC0065038DH,83.11045677987549,-70.15847944780893,16.027097549438476,16.498350296020508,16.075238315582276,15.87956014251709,15.85696891784668,15.893005599975584,16.038866035461425,16.247478424072266,16.642925987243654,16.262654655456544,16.350689109802246,16.604090217590333,LMC_SC2_341774,LMC170.5.130341,LMC516.12.55721,83.11025,-70.15847,LMC_SC2_341774,P,0.297,1.0,0.621,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006503RVO,83.03101597958259,-70.12076051956348,15.838474235534669,16.41050611114502,15.925388900756836,15.744328170776368,15.75906852722168,15.80535243988037,15.98870944213867,16.197617324829103,16.544107063293456,16.26313094329834,16.076835807800293,16.518052726745605,LMC_SC2_341996,LMC169.8.56030,LMC516.12.69336,83.03125,-70.12058,LMC_SC2_341996,P,0.702,1.0,0.358,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006504BG4,83.1296896930671,-70.06714355366799,16.16453508758545,16.73311572265625,16.130921928405762,15.956353813171386,15.95353702545166,15.976552238464354,16.149005477905273,16.526884971618653,16.84556131744385,16.455054893493653,16.326288398742676,16.85264840698242,LMC_SC2_350000,LMC169.1.62262,LMC516.12.85897,83.12958,-70.06714,LMC_SC2_350000,P,0.653,1.0,1.553,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650595C,83.09574775656245,-69.97643079706738,16.043620544433594,16.543449172973634,16.065303413391113,15.863734870910644,15.838001289367677,15.86394332885742,16.01744731903076,16.352477241516112,16.708346740722657,16.282000915527345,16.292329963684082,16.699965293884276,LMC_SC2_365594,LMC169.2.123,LMC516.12.102593,83.09558,-69.97644,LMC_SC2_365594,P,0.067,0.576,0.518,7.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006505V52,83.15181853117267,-69.9196112326534,16.356926544189452,16.775706466674805,16.29969486427307,16.178071647644042,16.131748237609862,16.168513526916502,16.30778158569336,16.54256713104248,16.908165206909178,16.53508029937744,16.430216415405273,16.901433616638183,LMC_SC2_372529,LMC169.2.164,LMC516.21.45421,83.15167,-69.91964,LMC_SC2_372529,P,0.157,0.699,0.727,7.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006506VSW,83.07750543132194,-69.80918234260561,16.77581900024414,16.273660835266114,16.889703258514405,16.705478569030763,16.637953765869142,16.683941116333006,16.72805438232422,16.505607192993164,16.077307090759277,16.763107208251952,17.069084274291992,15.97175510406494,LMC_SC2_379132,LMC169.6.61609,LMC516.21.58050,83.07779,-69.80947,LMC_SC2_379132,P,0.124,0.982,0.314,5.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650703B,83.14702064187313,-69.79625940769311,16.88356116485596,17.277670082092285,16.975595977783204,16.74209009552002,16.716390327453613,16.758470764160155,16.83014099884033,17.0968480758667,17.401007186889647,17.032995681762696,17.166529205322266,17.382988052368162,LMC_SC2_385394,LMC169.3.338,LMC516.21.58095,83.14692,-69.79631,LMC_SC2_385394,P,0.145,0.843,0.207,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006507RPQ,83.10124866566186,-69.71387254019393,17.557198669433593,17.799762901306153,17.567465642929076,17.332454055786133,17.326876876831054,17.3804381942749,17.470416259765624,17.644552772521973,17.965545188903807,17.613358406066894,17.605293190002442,17.928319602966308,LMC_SC2_391166,LMC169.3.62035,LMC516.21.72123,83.10117,-69.71389,LMC_SC2_391166,P,0.584,1.0,0.052,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006507VPE,83.03124434002088,-69.70191100811999,18.709493782043456,19.048031982421875,18.933466610908507,18.67841354370117,18.59184369659424,18.566468769073488,18.75950913238525,18.90707833099365,19.06664739608765,18.8158381729126,19.21563583755493,19.119925647735595,LMC_SC2_392078,LMC169.6.139980,LMC516.21.73783,83.03125,-69.702,LMC_SC2_392078,P,0.752,1.0,0.207,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006508ZY5,83.0534138666038,-69.59735363069478,17.89292465209961,18.20072492218017,18.02633074569702,17.765133472442628,17.73729407119751,17.768715072631835,17.872252105712892,17.900273086547852,18.278759635925294,17.999712997436525,18.238328010559083,18.24292846679688,LMC_SC2_402347,LMC169.5.116644,LMC516.29.34758,83.05333,-69.59739,LMC_SC2_402347,P,0.83,1.0,0.157,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650AFBS,83.06603603877068,-69.47914137383587,16.315076934814453,16.941934242248536,16.248157112121582,16.0759535446167,16.118836204528808,16.152313110351564,16.404149856567383,16.76572975921631,17.14449810028076,16.642181770324708,16.242527534484864,17.13632322692871,LMC_SC2_412117,LMC168.1.238,LMC516.29.43636,83.06604,-69.47919,LMC_SC2_412117,P,0.061,0.173,0.155,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006509NSE,82.55346482009654,-69.54204341810279,16.070163635253905,16.50978421020508,15.945940685272216,15.810633255004884,15.878631248474122,15.91462622833252,16.067474296569824,16.28277819061279,16.619909225463868,16.28379096221924,15.9311763381958,16.625142173767088,LMC_SC2_98006,LMC168.8.14346,A,82.55408,-69.54208,LMC_SC2_98006,P,0.439,0.956,0.892,14.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650A6TN,82.01317608875212,-69.49545265578331,17.31858863067627,17.718633277893066,17.54336318206787,17.12091096496582,17.139752334594725,17.153388328552246,17.278613052368165,17.543176536560058,17.814442977905273,17.482806579589845,17.74650309753418,17.805313995361328,LMC_SC3_102396,LMC161.1.29883,LMC516.32.10606,82.01304,-69.49542,LMC_SC3_102396,P,0.79,0.963,0.104,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650BIE5,81.8853201580839,-69.39572068021901,16.892189880371095,17.311331748962402,16.850046297073366,16.688876068115235,16.727399368286132,16.739186447143556,16.949605934143065,17.056466537475586,17.34415866088867,17.1291431350708,17.141844711303712,17.395299842834472,LMC_SC3_108264,LMC161.2.25873,LMC516.32.63267,81.88529,-69.39586,LMC_SC3_108264,P,0.512,1.0,0.673,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC00650C7R5,81.96710973255237,-69.34296209613585,14.56909464263916,13.68829877471924,16.351528928756714,16.3754033203125,15.799740333557128,15.372820610046386,14.307402458190918,13.71480820465088,13.612027801513673,13.858597869873048,16.76750887298584,13.584068229675292,LMC_SC3_113723,LMC161.2.25614,LMC516.32.31528,81.96725,-69.343,LMC_SC3_113723,E,0.503,1.0,2.329,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i06MC006503LGE,82.02983969294056,-70.12117637863112,16.970283447265626,17.45155146789551,17.071408597946167,16.828304916381835,16.708909034729004,16.775902023315428,16.988316680908202,17.12851830291748,17.58602003479004,17.18962397766113,17.27525919342041,17.605327713012695,LMC_SC3_131753,LMC162.1.30252,LMC516.15.11777,82.02983,-70.12114,LMC_SC3_131753,P,0.181,0.987,0.052,5.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
