Names,RAJ2000_2008,DEJ2000_2008,Type_2008,amaj_2008,amin,PA,Com,SimbadName_2008,RAJ2000_2020,DEJ2000_2020,Type_2020,amaj_2020,bmin,l_logAge,logAge,r_logAge,[M/H],r_[M/H],PapI,B18,SimbadName_2020
"BRHT19b,NKN-N160-Y5",05 40 24,-69 40 17,C,0.19,0.19,,"mP,in NGC2086",BRHT19b,,,,,,,,,,,,,
"BRHT20b,GKK-O229",05 42 38,-67 19 36,CA,0.8,0.6,140,"mP,in LH112",BRHT20b,,,,,,,,,,,,,
"BRHT25b,KMHK312",04 55 55,-71 24 58,C,0.7,0.6,30,"mT,in LH7",BRHT25b,,,,,,,,,,,,,
"BRHT2b,KMHK340",04 56 56,-70 25 39,C,0.6,0.6,,mT,BRHT2b,,,,,,,,,,,,,
"BRHT30b,KMHK567",05 07 49,-70 02 38,C,0.9,0.8,140,"mP,in LH29",BRHT30b,,,,,,,,,,,,,
BRHT31b,05 10 15,-68 29 56,CA,0.65,0.5,110,"mP,in DEML88",BRHT31b,,,,,,,,,,,,,
"BRHT32b,KMHK617",05 10 42,-66 15 05,CA,0.7,0.6,140,mT,BRHT32b,,,,,,,,,,,,,
BRHT34b,05 18 56,-68 13 01,C,0.85,0.6,90,mP,BRHT34b,,,,,,,,,,,,,
"BRHT36b,KMHK922",05 27 43,-66 00 45,CA,1.2,1.0,160,"mP,in BSDL1811",BRHT36b,,,,,,,,,,,,,
"BRHT37b,KMHK1020",05 32 00,-66 07 53,C,0.6,0.5,80,"mP,in BCDSP5",BRHT37b,,,,,,,,,,,,,
"BRHT38b,KMHK1032",05 31 58,-67 58 18,C,0.7,0.7,,mP,BRHT38b,,,,,,,,,,,,,
BRHT397,05 34 30,-68 50 27,C,0.7,0.65,110,"mP,sup?DEML232",BRHT 39b,,,,,,,,,,,,,
"BRHT3b,KMK88-7,H88-108,LOGLE59",05 04 31,-69 21 18,C,0.75,0.65,30,m5,BRHT3b,,,,,,,,,,,,,
BRHT41b,05 45 17,-68 08 38,CA,0.75,0.75,,"mP,in BM45",BRHT41b,,,,,,,,,,,,,
BRHT43b,04 54 45,-68 57 45,CA,0.55,0.55,,"mT,br*in",BRHT43b,,,,,,,,,,,,,
BRHT44b,04 55 07,-70 35 31,C,0.5,0.5,,mP,BRHT44b,,,,,,,,,,,,,
BRHT45b,04 56 52,-68 00 20,C,0.55,0.45,100,"mP,br*in",BRHT45b,,,,,,,,,,,,,
"BRHT47b,KMK88-29,H88-171,",05 09 43,-68 48 07,C,0.8,0.65,150,mP  & LOGLE160,BRHT47b,,,,,,,,,,,,,
"BRHT48b,KMK88-32,H88-178,",05 10 20,-68 52 38,C,0.8,0.65,170,"mP,sup LMC-N105 & LOGLE176",BRHT48b,,,,,,,,,,,,,
"BRHT4b,LOGLE83",05 05 40,-68 38 22,C,1.0,0.9,140,"mP,in BSDL578",BRHT4b,,,,,,,,,,,,,
"BRHT50a,LOGLE409",05 22 27,-69 44 43,C,0.5,0.4,80,mT,BRHT50a,,,,,,,,,,,,,
"BRHT54b,H88-298",05 37 46,-69 20 47,CA,0.75,0.55,120,"mP,in LH97",BRHT54b,,,,,,,,,,,,,
"BRHT55b,KMHK1221",05 41 04,-67 25 35,C,0.9,0.85,110,mP,BRHT55b,,,,,,,,,,,,,
"BRHT57a,H88-355",05 51 58,-70 50 03,C,0.85,0.8,40,mP,BRHT57a,,,,,,,,,,,,,
"BRHT59a,KMHK61",04 44 13,-71 22 01,C,0.9,0.65,140,"mP,in BSDL7",BRHT59a,,,,,,,,,,,,,
"BRHT5b,H88-159,LOGLE145",05 08 55,-68 45 14,C,1.1,1.0,40,"mT,in? LMC-N103B",BRHT5b,,,,,,,,,,,,,
"BRHT60a,KMHK309n",04 56 27,-67 55 57,C,0.45,0.4,20,"mP,br*in",BRHT60a,,,,,,,,,,,,,
"BRHT60b,H88-41,KMHK309s",04 56 25,-67 56 21,C,0.65,0.55,120,mP,BRHT60b,,,,,,,,,,,,,
BRHT61a,04 59 19,-68 50 36,CA,0.55,0.5,50,"mP,in SGshell-LMC6,br*in",BRHT61a,,,,,,,,,,,,,
"BRHT62a,H88-84,KMHK412",05 00 05,-67 48 03,C,0.95,0.85,90,mP,BRHT62a,,,,,,,,,,,,,
BRHT62b,04 59 57,-67 48 17,C,0.6,0.55,50,"mP,br*in",BRHT62b,,,,,,,,,,,,,
BRHT63a,05 34 29,-67 27 12,C,0.55,0.45,140,"mP,in DEML234",BRHT63a,,,,,,,,,,,,,
BRHT63b,05 34 26,-67 26 45,C,0.55,0.4,120,"mP,in DEML234",BRHT63b,,,,,,,,,,,,,
"BRHT64a,BM184,KMHK1559",05 57 50,-67 39 16,C,1.1,1.0,70,mP,BRHT64a,,,,,,,,,,,,,
"BRHT64b,BM182,KMHK1553",05 57 40,-67 39 35,C,0.65,0.6,150,mP,BRHT64b,,,,,,,,,,,,,
BRHT6b,05 12 35,-66 09 09,CA,0.6,0.5,150,mP,BRHT6b,,,,,,,,,,,,,
"BS I,Bica-Schmitt I",,,,,,,,,02 08 11.0,-74 26 46,TDG,120.0,60.0,,,,,,1.0,B18,
"BS II,Bica-Schmitt II",,,,,,,,,02 28 17.0,-73 49 01,TDG,90.0,90.0,,,,,,1.0,B18,
"BS III,Bica-Schmitt III",,,,,,,,,02 54 54.0,-73 13 26,TDG,95.0,95.0,,,,,,1.0,B18,
BS1,00 18 57,-73 24 52,CA,0.9,0.9,,,[BS95] 1,,,,,,,,,,,,,
BS10,00 37 34,-73 01 30,C,0.65,0.65,,mP,[BS95] 10,00 37 33.9,-73 01 29,C,0.65,0.65,,9.0,CVH+06,,,1.0,B18,[BS95] 10
BS100,,,,,,,,,01 00 23.0,-72 11 58,NA,3.3,2.8,,6.6,CVH+06,,,1.0,B18,[BS95] 100
BS101,,,,,,,,,01 00 38.2,-71 56 26,NA,1.85,1.0,,,,,,1.0,B18,[BS95] 101
BS102,01 01 14,-73 47 45,C,0.5,0.35,100,mP,[BS95] 102,01 01 14.8,-73 47 42,C,0.5,0.35,,,,,,1.0,B18,[BS95] 102
BS103,,,,,,,,,01 01 21.0,-74 06 20,A,2.0,0.8,,,,,,1.0,B18,[BS95] 103
BS104,,,,,,,,,01 02 28.0,-71 51 29,AN,2.9,1.4,,,,,,1.0,B18,[BS95] 104
BS105,01 02 30,-72 37 41,CA,1.1,1.1,,,[BS95] 105,01 02 28.4,-72 37 48,CA,1.1,1.1,,7.3,CVH+06,,,1.0,B18,[BS95] 105
"BS106,SOGLE233",,,,,,,,,01 02 39.5,-72 23 50,CN,0.55,0.55,,,,,,2.0,B18,[BS95] 106
"BS107,BUS1015",,,,,,,,,01 02 42.7,-71 28 47,A,2.2,1.6,,8.68,BGB+18,,,0.0,B18,[BS95] 107
BS108,01 02 46,-74 33 28,CA,1.1,0.9,40,,[BS95] 108,01 02 45.5,-74 33 29,CA,1.1,0.9,,9.0,GGK10,,,1.0,B18,[BS95] 108
BS109,,,,,,,,,01 03 24.0,-73 27 07,A,5.0,2.5,,,,,,1.0,B18,[BS95] 109
BS11,,,,,,,,,00 38 24.3,-73 22 38,A,1.2,0.5,,7.4,CVH+06,,,1.0,B18,[BS95] 11
BS110,01 03 29,-73 02 39,CA,0.8,0.6,50,,[BS95] 110,01 03 27.8,-73 03 06,CA,0.8,0.6,,8.8,GGK10,,,0.0,B18,[BS95] 110
BS111,01 03 29,-71 46 22,CA,0.9,0.65,150,,[BS95] 111,01 03 29.1,-71 46 29,CA,0.9,0.65,,8.35,GGK10,,,1.0,B18,[BS95] 111
BS112,,,,,,,,,01 03 34.6,-73 41 41,A,0.8,0.55,,,,,,1.0,B18,[BS95] 112
BS113,01 03 47,-73 41 39,CA,0.75,0.55,100,,[BS95] 113,01 03 46.9,-73 41 38,CA,0.75,0.55,,8.4,GGK10,,,1.0,B18,[BS95] 113
"BS114,SOGLE235,BIS626",,,,,,,,,01 03 58.8,-72 48 18,AC,0.65,0.5,,7.1,CVH+06,,,1.0,B18,[BS95] 114
BS115,,,,,,,,,01 04 03.0,-71 54 12,NA,1.2,1.1,,,,,,0.0,B18,[BS95] 115
BS116,01 04 07,-71 19 33,C,1.2,1.2,,,[BS95] 116,01 04 07.0,-71 19 33,C,1.2,1.2,,,,,,1.0,B18,[BS95] 116
BS117,,,,,,,,,01 04 09.0,-72 01 18,NA,1.7,1.7,,7.3,CVH+06,,,1.0,B18,[BS95] 117
"BS118,SOGLE140",,,,,,,,,01 04 13.7,-72 38 46,CA,1.3,0.9,,7.23,"GGK10,CVH+06,PU99",,,1.0,B18,[BS95] 118
"BS119,BMS261",,,,,,,,,01 04 01.1,-72 35 29,A,1.2,0.8,,9.54,BGB+18,,,1.0,B18,[BS95] 119
BS12,00 39 02,-73 56 05,C,0.35,0.35,,,[BS95] 12,00 39 05.5,-73 56 11,C,0.35,0.35,,9.0,CVH+06,,,0.0,B18,[BS95] 12
BS120,01 04 12,-73 42 57,CA,1.0,0.9,20,,[BS95] 120,01 04 12.1,-73 42 58,CA,1.0,0.9,,8.2,GGK10,,,1.0,B18,[BS95] 120
"BS121,SOGLE237",01 04 22,-72 50 52,C,1.6,1.3,140,,[BS95] 121,01 04 23.8,-72 50 48,C,1.6,1.3,,9.45,PGC+14,-0.66,PGC+14,1.0,B18,[BS95] 121
BS122,01 04 18,-73 10 21,C,0.35,0.35,,mP,[BS95] 122,01 04 19.0,-73 10 31,C,0.35,0.35,,,,,,1.0,B18,[BS95] 122
BS123,01 04 28,-72 11 06,CA,1.1,0.85,140,in H-A54,[BS95] 123,,,,,,,,,,,,,
"BS123,BMS393",,,,,,,,,01 04 27.6,-72 10 55,CA,1.1,0.85,,7.55,"GGK10,CVH+06",,,1.0,B18,[BS95] 123
"BS124,BMS263",,,,,,,,,01 04 30.9,-72 34 44,A,1.6,1.2,,7.3,CVH+06,,,1.0,B18,[BS95] 124
"BS125,SOGLE143,BMS272",,,,,,,,,01 04 40.6,-72 33 03,A,1.6,0.85,,7.85,"CVH+06,PU99",,,1.0,B18,[BS95] 125
BS126,01 04 49,-71 32 42,C,0.6,0.6,,,[BS95] 126,01 04 47.4,-71 32 30,C,0.6,0.6,,8.26,PCG+15   8.26,,,1.0,B18,[BS95] 126
BS127,01 05 00,-71 08 34,CA,1.0,1.0,,,[BS95] 127,01 05 06.7,-71 09 00,CA,1.0,1.0,,,,,,0.0,B18,[BS95] 127
BS128,01 05 34,-73 29 14,C,1.1,1.1,,,[BS95] 128,,,,,,,,,,,,,
"BS128,BUS754",,,,,,,,,01 05 34.7,-73 29 16,C,1.1,1.1,,8.25,GGK10,,,1.0,B18,[BS95] 128
BS129,,,,,,,,,01 05 57.3,-72 32 14,AN,1.8,1.4,,6.9,CVH+06,,,1.0,B18,[BS95] 129
BS13,00 40 08,-72 45 30,CA,0.9,0.75,40,mP,[BS95] 13,,,,,,,,,,,,,
"BS13,SBica 9",,,,,,,,,00 40 05.7,-72 45 24,CA,0.7,0.55,,8.95,GGK10,,,1.0,B18,[BS95] 13
BS130,,,,,,,,,01 05 58.3,-72 04 00,A,0.95,0.6,,,,,,0.0,B18,[BS95] 130
"BS131,SOGLE150",01 06 00,-72 20 29,C,0.55,0.5,150,in B-OB29,[BS95] 131,,,,,,,,,,,,,
"BS131,SOGLE150,RZ155",,,,,,,,,01 05 59.4,-72 20 26,C,0.55,0.5,,8.1,"CVH+06,RZ05",,,1.0,B18,[BS95] 131
BS132,01 06 01,-72 03 37,CA,0.7,0.55,150,"mP,att SMC-N78",[BS95] 132,01 06 01.6,-72 03 35,CA,0.7,0.55,,,,,,1.0,B18,[BS95] 132
BS133,,,,,,,,,01 06 23.4,-71 55 18,A,0.65,0.5,,,,,,1.0,B18,[BS95] 133
BS134,,,,,,,,,01 06 25.0,-71 56 03,NA,3.1,2.3,,,,,,1.0,B18,[BS95] 134
BS135,01 06 40,-71 55 13,CA,0.65,0.65,,"mT,in BS134",[BS95] 135,01 06 40.0,-71 55 26,CA,0.65,0.65,,,,,,1.0,B18,[BS95] 135
BS136,01 06 48,-71 54 55,CA,0.7,0.7,,"mT,in DEMS132",[BS95] 136,01 06 49.0,-71 54 55,CA,0.7,0.7,,8.25,GGK10,,,1.0,B18,[BS95] 136
"BS137,BMS365",,,,,,,,,01 07 04.6,-72 14 36,A,1.4,1.1,,7.1,CVH+06,,,1.0,B18,[BS95] 137
"BS138,RZ164",,,,,,,,,01 07 15.9,-72 06 09,C,1.3,0.65,,9.22,RZ05,,,1.0,B18,[BS95] 138
BS139,,,,,,,,,01 08 10.9,-71 57 18,AC,0.65,0.55,,,,,,0.0,B18,[BS95] 139
"BS14,SOGLE165",00 39 12,-73 14 46,C,0.55,0.55,,mP,[BS95] 14,00 39 11.7,-73 14 46,C,0.55,0.55,,8.7,GGK10,,,1.0,B18,[BS95] 14
BS140,01 08 35,-73 42 17,CA,0.8,0.7,30,,[BS95] 140,,,,,,,,,,,,,
"BS140,BIS498",,,,,,,,,01 08 35.4,-73 42 08,CA,0.8,0.7,,8.6,BGB+18,,,1.0,B18,[BS95] 140
BS141,,,,,,,,,01 09 10.0,-71 49 03,A,1.7,1.5,,,,,,1.0,B18,[BS95] 141
BS142,01 09 07,-73 12 01,C,0.4,0.35,70,"m4,in H-A60",[BS95] 142,,,,,,,,,,,,,
"BS142,RZ177",,,,,,,,,01 09 11.6,-73 12 11,C,0.4,0.3,,6.6,RZ05,,,0.0,B18,[BS95] 142
BS143,,,,,,,,,01 09 13.0,-72 44 05,A,2.5,1.8,,,,,,1.0,B18,[BS95] 143
BS144,,,,,,,,,01 10 40.0,-71 17 02,A,4.7,3.8,,,,,,1.0,B18,[BS95] 144
BS145,,,,,,,,,01 10 39.9,-72 21 25,NA,1.3,0.8,,,,,,0.0,B18,[BS95] 145
BS146,01 10 58,-72 20 52,C,0.45,0.35,130,in DEMS141,[BS95] 146,01 11 04.1,-72 21 03,C,0.45,0.35,,,,,,0.0,B18,[BS95] 146
"BS147,BUS838",,,,,,,,,01 11 03.0,-72 43 42,NA,3.4,3.4,,8.69,BGB+18,,,1.0,B18,[BS95] 147
BS148,01 11 06,-72 20 08,CA,0.5,0.4,50,in DEMS141,[BS95] 148,01 11 11.3,-72 20 20,CA,0.4,0.3,,,,,,0.0,B18,[BS95] 148
BS149,,,,,,,,,01 11 53.0,-71 21 30,A,2.8,1.2,,,,,,1.0,B18,[BS95] 149
BS15,,,,,,,,,00 41 23.9,-73 20 31,A,2.3,2.3,,7.8,CVH+06,,,1.0,B18,[BS95] 15
BS150,01 11 48,-71 25 01,CA,0.65,0.55,10,in BS153,[BS95] 150,01 11 47.8,-71 25 01,CA,0.65,0.55,,8.55,GGK10,,,1.0,B18,[BS95] 150
BS151,,,,,,,,,01 12 09.0,-72 42 46,NA,1.7,1.3,,,,,,1.0,B18,[BS95] 151
BS152,01 12 20,-72 26 52,CA,0.85,0.65,160,,[BS95] 152,,,,,,,,,,,,,
"BS152,RZ188,BUS882",,,,,,,,,01 12 21.1,-72 26 52,CA,1.6,1.6,,7.2,RZ05,,,1.0,B18,[BS95] 152
BS153,,,,,,,,,01 12 23.0,-71 27 26,A,47.0,20.0,,,,,,1.0,B18,[BS95] 153
BS154,,,,,,,,,01 12 31.8,-71 44 01,A,2.7,1.0,,,,,,1.0,B18,[BS95] 154
BS155,,,,,,,,,01 13 10.0,-71 32 13,AC,1.2,0.8,,8.3,GGK10,,,0.0,B18,[BS95] 155
BS156,,,,,,,,,01 13 23.0,-71 33 31,AC,1.0,0.7,,8.6,GGK10,,,0.0,B18,[BS95] 156
BS157,,,,,,,,,01 13 51.9,-71 36 21,A,2.7,2.2,,,,,,1.0,B18,[BS95] 157
BS158,,,,,,,,,01 13 55.0,-71 27 52,AC,0.85,0.7,,8.7,GGK10,,,1.0,B18,[BS95] 158
BS159,,,,,,,,,01 14 36.2,-71 24 23,A,4.2,2.5,,,,,,1.0,B18,[BS95] 159
"BS16,SOGLE16",00 42 58,-73 10 07,C,0.55,0.5,10,in H-A5,[BS95] 16,,,,,,,,,,,,,
"BS16,SOGLE16,RZ35",,,,,,,,,00 42 58.9,-73 10 06,C,0.55,0.5,,8.45,"CVH+06,PU99",,,1.0,B18,[BS95] 16
BS160,,,,,,,,,01 14 35.0,-72 22 24,A,2.7,2.7,,,,,,1.0,B18,[BS95] 160
BS161,,,,,,,,,01 14 34.5,-73 16 19,NA,1.6,1.2,,,,,,1.0,B18,[BS95] 161
BS162,,,,,,,,,01 14 48.3,-71 12 25,A,3.4,2.3,,,,,,1.0,B18,[BS95] 162
BS163,,,,,,,,,01 14 45.7,-72 22 00,AC,1.1,0.85,,8.75,GGK10,,,1.0,B18,[BS95] 163
BS164,,,,,,,,,01 14 51.0,-71 44 19,A,4.5,4.5,,,,,,1.0,B18,[BS95] 164
BS165,,,,,,,,,01 14 45.0,-73 22 54,AC,0.95,0.65,,7.9,GGK10,,,1.0,B18,[BS95] 165
BS166,,,,,,,,,01 14 46.7,-73 21 02,NC,0.45,0.35,,7.7,GGK10,,,1.0,B18,[BS95] 166
BS167,,,,,,,,,01 15 05.4,-71 31 12,A,2.8,1.2,,,,,,1.0,B18,[BS95] 167
BS168,,,,,,,,,01 15 40.2,-71 44 21,A,1.5,0.8,,,,,,0.0,B18,[BS95] 168
BS169,,,,,,,,,01 16 12.0,-71 45 41,A,2.3,2.3,,,,,,1.0,B18,[BS95] 169
"BS17,SOGLE174",00 43 14,-73 00 43,CA,0.8,0.65,60,,[BS95] 17,00 43 15.1,-73 00 43,CA,0.8,0.65,,8.88,"GGK10,CVH+06",,,1.0,B18,[BS95] 17
BS170,,,,,,,,,01 16 43.0,-71 37 01,A,1.9,1.0,,,,,,0.0,B18,[BS95] 170
BS171,,,,,,,,,01 20 40.9,-72 37 58,AC,1.1,0.85,,,,,,0.0,B18,[BS95] 171
BS172,,,,,,,,,01 21 22.1,-73 05 53,A,2.5,1.4,,,,,,2.0,B18,[BS95] 172
BS173,01 24 04,-70 19 39,CA,1.0,0.85,30,,[BS95] 173,01 24 04.0,-70 19 39,CA,1.0,0.85,,,,,,1.0,B18,[BS95] 173
BS174,,,,,,,,,01 24 14.1,-72 48 12,A,1.7,1.2,,,,,,1.0,B18,[BS95] 174
BS175,,,,,,,,,01 24 16.4,-73 11 40,A,1.5,0.75,,,,,,1.0,B18,[BS95] 175
BS176,01 24 16,-73 09 59,C,0.5,0.5,,in H-A64,[BS95] 176,,,,,,,,,,,,,
"BS176,HCD99-1,OGLS 291",,,,,,,,,01 24 15.0,-73 10 04,C,0.5,0.5,,8.3,PdGR+15,,,2.0,B18,OGLE-CL SMC  291
BS177,,,,,,,,,01 24 31.4,-72 48 58,A,1.0,1.0,,,,,,1.0,B18,[BS95] 177
BS178,,,,,,,,,01 24 45.0,-73 19 19,AN,6.0,2.4,,,,,,1.0,B18,[BS95] 178
BS179,,,,,,,,,01 24 54.8,-73 26 48,AN,1.1,0.6,,,,,,0.0,B18,[BS95] 179
BS18,,,,,,,,,00 43 01.1,-73 15 28,A,1.2,1.2,,7.4,CVH+06,,,1.0,B18,[BS95] 18
BS180,,,,,,,,,01 25 23.2,-73 16 38,NA,1.1,0.85,,,,,,1.0,B18,[BS95] 180
BS181,,,,,,,,,01 25 49.1,-73 31 11,A,1.1,0.9,,,,,,1.0,B18,[BS95] 181
BS182,,,,,,,,,01 25 56.0,-73 37 19,A,2.5,1.6,,,,,,1.0,B18,[BS95] 182
BS183,,,,,,,,,01 26 09.0,-73 59 20,A,2.3,2.0,,,,,,0.0,B18,[BS95] 183
BS184,01 30 10,-71 19 48,CA,1.4,1.4,,,[BS95] 184,,,,,,,,,,,,,
"BS184,OGLS 338",,,,,,,,,01 30 11.6,-71 20 18,C,1.8,1.8,,,,,,0.0,B18,OGLE-CL SMC  338
BS185,,,,,,,,,01 30 17.0,-70 49 03,A,3.8,1.8,,,,,,1.0,B18,[BS95] 185
BS186,,,,,,,,,01 30 31.0,-73 25 09,A,8.0,8.0,,,,,,1.0,B18,[BS95] 186
BS187,01 31 01,-72 50 48,CA,0.6,0.6,,,[BS95] 187,,,,,,,,,,,,,
"BS187,OGLS 293",,,,,,,,,01 31 01.8,-72 51 01,CA,0.6,0.6,,9.3,PdGR+15,,,1.0,B18,OGLE-CL SMC  293
BS188,01 35 11,-71 44 15,C,1.1,1.1,,,[BS95] 188,,,,,,,,,,,,,
"BS188,OGLS 302",,,,,,,,,01 35 10.9,-71 44 11,C,1.1,1.1,,9.2,PdGR+15,,,1.0,B18,OGLE-CL SMC  302
BS189,01 43 07,-71 27 03,CA,1.1,0.9,10,,[BS95] 189,01 43 06.8,-71 27 02,C,1.1,0.9,,7.3,PdGR+15,,,1.0,B18,[BS95] 189
BS19,,,,,,,,,00 43 28.0,-73 19 11,A,4.0,4.0,,6.8,CVH+06,,,1.0,B18,[BS95] 19
BS190,01 43 51,-71 44 50,CA,1.1,0.9,,,[BS95] 190,,,,,,,,,,,,,
"BS190,OGLS 301",,,,,,,,,01 43 52.3,-71 44 51,C,1.1,0.9,,8.5,PdGR+15,,,1.0,B18,OGLE-CL SMC  301
BS191,,,,,,,,,01 43 37.0,-74 33 31,A,4.5,2.3,,,,,,2.0,B18,[BS95] 191
BS192,01 43 54,-74 33 59,CA,1.2,0.8,20,in BS191,[BS95] 192,,,,,,,,,,,,,
"BS192,OGLB 56",,,,,,,,,01 43 54.5,-74 33 52,C,1.2,0.8,,,,,,1.0,B18,[BS95] 192
BS193,01 43 54,-74 32 25,C,0.4,0.35,60,in BS191,[BS95] 193,,,,,,,,,,,,,
"BS193,OGLB 57",,,,,,,,,01 43 54.0,-74 32 24,C,0.4,0.35,,,,,,1.0,B18,[BS95] 193
BS194,,,,,,,,,01 44 44.0,-73 12 58,A,4.5,4.5,,,,,,1.0,B18,[BS95] 194
BS195,,,,,,,,,01 44 50.0,-74 42 50,A,7.5,5.0,,,,,,1.0,B18,[BS95] 195
BS196,01 48 02,-70 00 15,C,0.75,0.75,,,[BS95] 196,,,,,,,,,,,,,
"BS196,OGLB 36",,,,,,,,,01 48 01.8,-70 00 13,C,0.75,0.75,,9.7,BSS08,-1.68,BSS08,1.0,B18,[BS95] 196
BS197,,,,,,,,,01 48 07.2,-69 29 20,NA,2.2,2.2,,,,,,1.0,B18,[BS95] 197
BS198,01 48 00,-73 07 58,CA,1.0,0.75,130,,[BS95] 198,,,,,,,,,,,,,
"BS198,OGLS 38,OGLS 48",,,,,,,,,01 47 57.9,-73 07 47,CA,1.0,0.75,,,,,,1.0,B18,OGLE-CL SMC  48; OGLE-CL SMC 38
BS199,,,,,,,,,01 49 07.0,-74 23 31,A,4.7,2.5,,,,,,1.0,B18,[BS95] 199
BS2,00 28 31,-73 00 49,C,0.55,0.45,80,,[BS95] 2,,,,,,,,,,,,,
"BS2,OGLS 316",,,,,,,,,00 28 31.2,-73 00 46,C,0.55,0.45,,9.0,GGK10,,,1.0,B18,OGLE-CL SMC  316
"BS20,SOGLE20",00 43 38,-72 58 48,C,0.45,0.45,,mT,[BS95] 20,00 43 38.1,-72 58 52,C,0.45,0.45,,8.71,"GGK10,CVH+06,PU99,PB12",,,1.0,B18,[BS95] 20
"BS200,MP4s,BBDS3,OGLB 53",,,,,,,,,01 49 25.0,-74 39 12,NA,1.0,1.0,,,,,,3.0,B18,[BS95] 200
BS201,,,,,,,,,01 49 45.0,-74 30 43,A,2.5,1.6,,,,,,1.0,B18,[BS95] 201
"BS202,OGLB 54",,,,,,,,,01 49 56.5,-74 29 15,A,1.8,1.0,,,,,,1.0,B18,[BS95] 202
BS203,,,,,,,,,01 50 27.0,-74 22 11,A,4.5,4.5,,,,,,1.0,B18,[BS95] 203
BS204,,,,,,,,,01 50 33.0,-74 28 05,A,4.0,3.3,,,,,,1.0,B18,[BS95] 204
BS205,,,,,,,,,01 50 30.0,-74 32 06,A,5.5,1.3,,,,,,1.0,B18,[BS95] 205
BS206,,,,,,,,,01 52 46.0,-74 18 26,A,2.9,2.4,,,,,,1.0,B18,[BS95] 206
BS207,01 52 58,-74 14 58,C,0.55,0.55,,,[BS95] 207,,,,,,,,,,,,,
"BS207,OGLB 40",,,,,,,,,01 52 57.3,-74 14 56,C,0.55,0.55,,,,,,1.0,B18,[BS95] 207
BS208,,,,,,,,,01 53 08.0,-73 59 31,A,1.9,1.6,,,,,,1.0,B18,[BS95] 208
BS209,,,,,,,,,01 53 17.2,-74 19 15,A,1.1,0.9,,,,,,0.0,B18,[BS95] 209
BS21,,,,,,,,,00 43 43.6,-74 11 27,AC,1.0,1.0,,,,,,1.0,B18,[BS95] 21
"BS210,OGLB 45",,,,,,,,,01 53 32.2,-74 00 22,A,1.4,1.1,,,,,,0.0,B18,[BS95] 210
BS211,,,,,,,,,01 53 38.0,-74 17 21,A,2.8,2.5,,,,,,1.0,B18,[BS95] 211
BS212,01 53 49,-73 56 10,C,0.45,0.45,,,[BS95] 212,,,,,,,,,,,,,
"BS212,OGLB 44",,,,,,,,,01 53 48.6,-73 56 10,C,0.45,0.45,,,,,,1.0,B18,[BS95] 212
BS213,,,,,,,,,01 54 01.2,-74 19 18,A,1.6,1.3,,,,,,1.0,B18,[BS95] 213
BS214,,,,,,,,,01 55 06.0,-74 21 45,A,1.8,0.9,,,,,,1.0,B18,[BS95] 214
BS215,,,,,,,,,01 56 42.0,-74 13 03,A,2.8,1.7,,,,,,3.0,B18,[BS95] 215
BS216,01 56 54,-74 15 28,C,0.4,0.4,,"inc MP1-E,in BS217",[BS95] 216,,,,,,,,,,,,,
"BS216,OGLB 74",,,,,,,,,01 56 54.0,-74 15 28,C,0.45,0.45,,7.6,BSB+15,-0.3,BSB+15,1.0,B18,[BS95] 216
BS217,,,,,,,,,01 57 00.0,-74 15 37,A,2.1,1.6,,,,,,2.0,B18,[BS95] 217
"BS218,OGLB 50",,,,,,,,,01 57 17.5,-74 42 18,A,3.5,2.5,,,,,,0.0,B18,[BS95] 218
BS219,,,,,,,,,01 58 51.0,-74 03 31,A,1.6,0.7,,,,,,1.0,B18,[BS95] 219
BS22,,,,,,,,,00 43 43.1,-74 13 27,AC,1.0,0.65,,,,,,1.0,B18,[BS95] 22
"BS220,OGLB 73",,,,,,,,,01 59 50.0,-74 16 49,A,3.5,1.8,,,,,,1.0,B18,[BS95] 220
BS221,,,,,,,,,02 01 07.0,-74 18 51,A,2.8,2.8,,,,,,1.0,B18,[BS95] 221
BS222,,,,,,,,,02 02 48.0,-74 05 17,A,12.8,7.3,,,,,,1.0,B18,[BS95] 222
BS223,02 04 02,-74 28 48,C,0.35,0.35,,in BS224,[BS95] 223,,,,,,,,,,,,,
"BS223,OGLB 67",,,,,,,,,02 04 01.7,-74 28 46,C,0.5,0.5,,8.2,BSB+15,-0.4,BSB+15,1.0,B18,[BS95] 223
BS224,,,,,,,,,02 04 28.0,-74 27 54,A,4.4,4.4,,,,,,1.0,B18,[BS95] 224
BS225,,,,,,,,,02 05 06.8,-74 20 06,A,1.1,0.75,,7.5,BSB+15,-0.3,BSB+15,1.0,B18,[BS95] 225
BS226,02 05 42,-74 22 53,C,0.4,0.35,160,in ICA9,[BS95] 226,,,,,,,,,,,,,
"BS226,OGLB 65",,,,,,,,,02 05 41.9,-74 22 53,C,0.4,0.35,,8.95,BSB+15,-1.0,BSB+15,1.0,B18,[BS95] 226
BS227,,,,,,,,,02 06 10.1,-74 10 27,A,1.7,0.95,,,,,,0.0,B18,[BS95] 227
"BS228,OGLB 59",,,,,,,,,02 07 44.0,-74 45 46,AC,0.7,0.5,,,,,,1.0,B18,[BS95] 228
BS229,02 07 49,-74 26 32,C,0.45,0.35,50,in ICA20,[BS95] 229,,,,,,,,,,,,,
