,id,ra,dec,mag_psf_g,mag_psf_i,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_j0515,mag_psf_j0660,mag_psf_j0861,mag_psf_r,mag_psf_u,mag_psf_z,err_mag_psf_g,err_mag_psf_i,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_j0515,err_mag_psf_j0660,err_mag_psf_j0861,err_mag_psf_r,err_mag_psf_u,err_mag_psf_z,aperture_id,center_ra,center_dec,sep_arcsec,star_id
10,i06MC006309BK5,75.56700713116935,-69.69020998030184,19.62596043586731,18.638270851135253,21.297984358787534,21.202977396011352,20.503852489471434,20.25077987384796,19.443481994628907,18.838339628219604,18.51382584953308,18.951202507019044,,18.46940830230713,0.0436596,0.02679547,0.30145767,0.40071627,0.206026,0.14728774,0.06805374,0.028889408,0.036892846,0.029073643,,0.030285005,0,75.5427588234351,-69.67639835214419,58.231542062853265,
11,i06MC006309DTV,75.57292476631422,-69.68724825169693,19.47758373260498,18.48162412261963,21.020143446445463,20.69827238416672,20.376358154296877,19.937198168754577,19.388814521789552,18.676413669586186,18.36160607719421,18.754191036224366,21.07746225118637,18.29124389266968,0.038488317,0.023698453,0.22083867,0.24886964,0.18219548,0.11480099,0.06450926,0.025351357,0.032704942,0.024740953,0.17732795,0.026182247,0,75.5427588234351,-69.67639835214419,54.29175889106853,
12,i06MC006309G63,75.58557598901054,-69.68136875748436,19.35783473587036,18.34770488357544,20.59363668870926,20.92471077442169,19.97584116744995,19.927409536361694,19.18710429763794,18.511950387954712,18.297217014312743,18.58386241912842,21.206135417222978,18.234139305114745,0.03529106,0.021491135,0.15478675,0.30904752,0.1329303,0.11511805,0.055440895,0.02238916,0.03116428,0.021758463,0.20109528,0.024919547,0,75.5427588234351,-69.67639835214419,56.44197677744864,
13,i06MC006309EK2,75.58131007468343,-69.68281334382046,20.41216270065308,19.13593625640869,,,,20.868201620101928,20.013843251228334,19.331357374191285,18.994320991516112,19.45588171005249,22.68797504425049,18.94911013221741,0.08392872,0.039356176,,,,0.25322375,0.10723724,0.042534616,0.053924765,0.043924112,0.7782632,0.04487005,0,75.5427588234351,-69.67639835214419,53.44295264829757,
14,i06MC006309HG6,75.57680551284771,-69.68038562374409,18.67142049407959,17.726312633514404,19.938809064149854,19.88201069033146,19.204851749420165,19.1940578289032,18.405058933258054,17.88309403991699,17.590779664993285,17.985633964538575,20.49295988202095,17.51876578903198,0.020841593,0.013835996,0.090036586,0.12916225,0.07150471,0.06444664,0.03159,0.014282063,0.018809594,0.013897234,0.10861579,0.014549061,0,75.5427588234351,-69.67639835214419,44.921673250783385,
15,i06MC006309H70,75.57214485864823,-69.68108416045946,18.475567737579347,17.670618530273437,19.81265571427345,19.38622770404816,18.952165725708007,18.79583204460144,18.27362806892395,17.83259650802612,17.63194239425659,17.90016471862793,20.13086586713791,17.599301677703856,0.018071823,0.013251437,0.080773115,0.08772654,0.05927145,0.04794507,0.028925879,0.013755777,0.019242713,0.013069674,0.08053348,0.015403837,0,75.5427588234351,-69.67639835214419,40.426687537711274,
16,i06MC006309HCT,75.59019485948046,-69.67798212932148,19.49566220474243,18.370205875396728,21.188261791229248,21.127683901786803,20.02865226650238,19.96033287715912,19.357757640838624,18.594213214874262,18.206041219711302,18.71444522857666,21.484446341991426,18.18895850753784,0.039171666,0.021917269,0.2537416,0.3673214,0.13674413,0.117053464,0.06332156,0.023968868,0.029255027,0.024179218,0.2555911,0.024253804,0,75.5427588234351,-69.67639835214419,59.583286815462195,
17,i06MC006309IEN,75.57716122088031,-69.67885131163354,17.934610286712648,16.72060775375366,19.7561127216816,19.56777337884903,18.77673924255371,18.549764043807983,17.643301797866823,16.955698219299315,16.584151390075682,17.06349002838135,20.082460458278657,16.539794784545897,0.012464512,0.007293063,0.07710387,0.099209554,0.051755395,0.040044606,0.019152576,0.007837339,0.00982441,0.0074472306,0.07660104,0.0074667167,0,75.5427588234351,-69.67639835214419,43.90998550064145,
18,i06MC006309H47,75.57295575916356,-69.67860997091003,19.116098323822023,17.902804847717285,20.661882516860963,20.759071148395535,19.87875557231903,19.733055002212524,18.842058492660524,18.17001649475097,17.75702488708496,18.26444923400879,20.97754492878914,17.748780590057372,0.029236887,0.015733887,0.16408652,0.26815674,0.12098971,0.09862326,0.04355267,0.01761416,0.021212047,0.017136462,0.16624433,0.017346788,0,75.5427588234351,-69.67639835214419,38.58541283552523,
19,i06MC006309H17,75.57138427616714,-69.67916090668155,19.006433406829835,17.66764258956909,21.036755320549013,20.7888932595253,20.145457449436183,19.911869055747985,18.77329690551758,17.92970391845703,17.508231285095214,18.063563461303712,21.73701726913452,17.449529987335204,0.02698544,0.013401467,0.2257716,0.2758014,0.1510925,0.11342393,0.041195266,0.014879719,0.017918073,0.014853879,0.32290775,0.013968777,0,75.5427588234351,-69.67639835214419,37.14584981727638,
20,i06MC006309HXV,75.5748059868037,-69.67710420148993,19.687833229064942,18.520599838256835,,,20.57008514094353,20.323228306293487,19.49938662147522,18.80860993003845,18.387139919281005,18.872507209777837,21.59080594301224,18.32456288909912,0.045850623,0.024517553,,,0.21833967,0.15913177,0.070902675,0.028151,0.03351835,0.027355889,0.29077598,0.026942724,0,75.5427588234351,-69.67639835214419,40.150285205569,
21,i06MC006309M7J,75.57322037379824,-69.67618227317357,17.138782493591307,16.02144527053833,19.05613481712341,18.74178633785248,17.806562784194945,17.707910902023315,16.98549461364746,16.214725700378416,15.899810436248778,16.31822692871094,19.18919550895691,15.865308624267575,0.0076313186,0.0049260235,0.046184413,0.05496639,0.027215064,0.023400227,0.01305687,0.0051168404,0.0066555655,0.004771238,0.03858682,0.004974858,0,75.5427588234351,-69.67639835214419,38.09601190023418,
22,i06MC006309KV4,75.57703731659488,-69.67440093430929,17.949241630554198,16.445493621826174,20.22717734885216,19.694444335460663,18.91823971557617,18.797539360046382,17.64989185333252,16.758812633514403,16.27670729446411,16.905430431365968,20.781057226359845,16.180876117706298,0.012684174,0.0062707723,0.11314933,0.110560484,0.058420435,0.04823275,0.019398218,0.0070206113,0.008274681,0.006797007,0.14128539,0.006010813,0,75.5427588234351,-69.67639835214419,43.461420779505346,
23,i06MC006309KB4,75.57849247700447,-69.67129112072178,19.5393237991333,18.131562156677248,20.94766616535187,,20.63848150062561,20.3888962931633,19.321881532669067,18.42425016593933,18.01772432518005,18.58067523956299,,17.910817008972167,0.041005496,0.018604878,0.20977342,,0.23110376,0.16831064,0.062338267,0.021207428,0.025682215,0.021938218,,0.01962082,0,75.5427588234351,-69.67639835214419,48.319973702968966,
24,i06MC006309LPE,75.58299807112095,-69.66912686440365,19.6518653087616,18.752090854644777,21.05707478237152,20.94559351301193,20.212285342693328,20.073492891311645,19.419612884521484,18.982882539749145,18.611156274795533,18.97153102874756,21.109816814661027,18.67389958572388,0.044395383,0.029130569,0.22850637,0.31335396,0.16153528,0.13025269,0.06665611,0.032220602,0.039678037,0.029618705,0.18901594,0.03578384,0,75.5427588234351,-69.67639835214419,56.7236315259606,
25,i06MC006309MKC,75.58086144694373,-69.66809100550958,18.51044899749756,17.341519279479982,20.185051564991475,19.92770689672232,19.237042906761168,19.068039066314697,18.24824905395508,17.60708741378784,17.24522738647461,17.69305662536621,20.373713369369508,17.208939487457275,0.01881236,0.010891377,0.11155963,0.13632475,0.0744936,0.059672844,0.02894702,0.012042947,0.015170041,0.011507506,0.10030764,0.011811183,0,75.5427588234351,-69.67639835214419,56.25869263236423,
26,i06MC006309M67,75.57976717297183,-69.66736513424989,19.757154767990112,18.689930362701418,21.40156578731537,,20.83455029416084,20.341583139419555,19.453728675842285,18.898778240203857,18.56655125808716,18.98744491958618,21.391547675132752,18.555876667022705,0.04851846,0.02784721,0.31186396,,0.28563604,0.16214837,0.06887662,0.030217104,0.03854123,0.030069146,0.27162963,0.03246673,0,75.5427588234351,-69.67639835214419,56.56582380447197,
27,i06MC006309CSU,75.55960397469626,-69.68795742202593,19.642331686019897,18.49156427001953,20.767035898685457,21.67693529224396,20.40930384683609,20.128191596984863,19.422700954437257,18.67822660446167,18.366947130203247,18.742891426086427,21.450028235912324,18.407141548156737,0.04337932,0.02378619,0.17640944,0.5913922,0.18795022,0.13293152,0.06519965,0.025171291,0.03278522,0.024368653,0.24664122,0.028665408,0,75.5427588234351,-69.67639835214419,46.63688996428238,
28,i06MC006309BGI,75.55295265294585,-69.69003977774248,19.723068561553955,18.73307227706909,21.08991265010834,21.023806668281555,20.10817015457153,20.161381251335143,19.455124927520757,18.95045961380005,18.596670583724976,19.02245914459229,21.474892313480375,18.599243907928468,0.047062732,0.028782621,0.22969857,0.33582664,0.1467726,0.13827322,0.06839865,0.03139345,0.039093677,0.030770767,0.2504342,0.033701424,0,75.5427588234351,-69.67639835214419,50.7352105989669,
29,i06MC006309BQE,75.55692213303097,-69.68906771884353,19.748172607421875,18.66462564086914,21.46237539958954,21.556624985694885,20.14348525094986,20.263339049339294,19.57173223590851,18.916387691497803,18.572225288391117,18.97126781463623,,18.47860608673096,0.048404638,0.027476491,0.32535905,0.536103,0.15120794,0.1499842,0.07568827,0.030694688,0.038960084,0.029711049,,0.03053853,0,75.5427588234351,-69.67639835214419,48.92520713937655,
30,i06MC006309E9P,75.55886292961492,-69.68489439826797,19.03260168075561,17.648163314819335,21.82796013069153,21.04772350883484,20.092959228038787,20.06431329917908,18.75324256515503,17.90481819152832,17.537179592132567,18.062059993743897,21.42818247795105,17.430245262145995,0.027549086,0.013343102,0.4521774,0.341228,0.14535707,0.12908544,0.040685404,0.014675285,0.018342916,0.014831058,0.24335752,0.013728379,0,75.5427588234351,-69.67639835214419,36.61668790929645,
31,i06MC006309CQH,75.54837415359924,-69.6894213940243,19.24120887756348,18.010389324188232,21.163023707389836,21.205375886917118,20.33868426370621,19.804837591171264,18.99190051651001,18.254790439605717,17.88287699508667,18.37434160232544,21.734276707172395,17.767142086029054,0.032073144,0.016968066,0.2460156,0.39316022,0.17763487,0.10329517,0.048083305,0.01867539,0.023241222,0.018617053,0.3176064,0.017537907,0,75.5427588234351,-69.67639835214419,47.40546143316902,
32,i06MC006309E4M,75.55242767326023,-69.68726132833831,19.435301628112796,18.562050815582275,21.002064821243287,20.492164708137512,19.86954736995697,19.858909613609317,19.28357703781128,18.701362266540528,18.486053112030028,18.809866065979005,21.487737233638764,18.44452987289429,0.037169907,0.025172237,0.2154133,0.21230567,0.119950786,0.108112216,0.05943433,0.025813416,0.036321748,0.025818659,0.2572576,0.029560015,0,75.5427588234351,-69.67639835214419,40.93185945312973,
33,i06MC006309CB0,75.54561780661409,-69.68819800375782,19.803753700256348,18.71547650909424,21.147915598869325,,20.53405684518814,20.1438013381958,19.532357169151307,18.949468746185303,18.639077785491946,19.05528699874878,,18.620497566223143,0.050608937,0.028441226,0.24758197,,0.21140437,0.1373242,0.07281285,0.031452946,0.040698938,0.03162638,,0.034103896,0,75.5427588234351,-69.67639835214419,42.62881205317238,
34,i06MC006309ERF,75.5530815032315,-69.6842475341498,19.67144974708557,18.70205545043945,20.80354547214508,21.04185566997528,20.670542988061904,20.30244917345047,19.527264905929567,18.964615955352784,18.698093536376952,19.050542945861817,21.95532166481018,18.579216342926024,0.045222297,0.028068863,0.18193695,0.33883888,0.23751715,0.15519834,0.07240534,0.031810023,0.042577744,0.03148297,0.3853504,0.033171117,0,75.5427588234351,-69.67639835214419,31.064314770958106,
