,Unnamed: 0,id,ra,dec,mag_psf_g,mag_psf_i,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_j0515,mag_psf_j0660,mag_psf_j0861,mag_psf_r,mag_psf_u,mag_psf_z,err_mag_psf_g,err_mag_psf_i,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_j0515,err_mag_psf_j0660,err_mag_psf_j0861,err_mag_psf_r,err_mag_psf_u,err_mag_psf_z,aperture_id,center_ra,center_dec,sep_arcsec,star_id
12516,13065,i06MC0115062Z5,13.203765686730458,-73.45490613119954,18.07265139770508,18.30621162033081,18.052194465637207,17.955587948799135,18.04099206352234,18.01602170372009,18.034423484802247,17.988061641693115,18.43513126182556,18.131165035247804,18.09524080944061,18.433545537948607,0.015746148,0.022068426,0.03204949,0.044267528,0.039958365,0.036984168,0.03031805,0.016121065,0.044821303,0.01602005,0.024309525,0.037684515,621,13.243225596984477,-73.45236449067248,41.478002962221176,
12522,13071,i06MC0115064E9,13.185786645209658,-73.44959186977192,19.0249683971405,19.470270305633544,19.11130482941866,18.79949852371216,19.02398693084717,18.96911272907257,19.019722165107726,19.271025228500367,19.499191996574403,19.32748087310791,19.452209271907808,19.74215025520325,0.033422843,0.059495118,0.07405608,0.08632264,0.087755755,0.079521134,0.06559235,0.04430678,0.11185671,0.04257297,0.07268854,0.1199295,621,13.243225596984477,-73.45236449067248,59.738151234602576,
12525,13074,i06MC0115065JE,13.195350436970712,-73.44879031959104,17.193564903259276,17.534295230865478,17.213712635040284,17.057217563629152,17.075252408981324,17.091090892791748,17.1624055519104,17.435505437850953,17.600048181533815,17.36210640335083,17.343730785369875,17.6415340385437,0.008545378,0.01211719,0.017718265,0.023239225,0.020083327,0.019211847,0.016592016,0.010872845,0.022889756,0.009183451,0.014110933,0.019522903,621,13.243225596984477,-73.45236449067248,50.75092704105587,
12529,13078,i06MC0115060CW,13.215668636473469,-73.45997652168197,19.16420658874512,19.53693190193176,19.626848180532456,19.239427517294885,19.15960399532318,19.15574107074737,19.12854334449768,19.367009555339813,19.60376603412628,19.36162520217896,19.803496672257783,19.9163097820282,0.03740225,0.06322891,0.11474517,0.12542044,0.09923717,0.09336638,0.07166372,0.048452955,0.12396881,0.04378131,0.100519136,0.14147182,621,13.243225596984477,-73.45236449067248,39.35632075303512,
12531,13080,i06MC0115060NG,13.227190218584294,-73.46060892465752,17.77323063659668,18.172487884521484,17.875213850975037,17.59783312225342,17.62351636314392,17.623213981628417,17.746227947235106,18.014117620468138,18.441721866607665,17.971120292663574,18.227113344192507,18.34593815422058,0.012682629,0.01995417,0.0280661,0.03387319,0.029299408,0.027706409,0.024572842,0.016403891,0.04522637,0.014242533,0.026876446,0.035250172,621,13.243225596984477,-73.45236449067248,33.92773417649441,
12532,13081,i06MC0115060M8,13.224267976316725,-73.45952046777883,18.83265479850769,19.27457752799988,19.04959568822384,18.84176948213577,18.74614087963104,18.73202774429321,18.8689816865921,19.10317966842652,19.393908093452453,19.023720987319948,19.351086296558385,19.47316498374939,0.02890287,0.05079594,0.0714066,0.09089379,0.07105579,0.06618366,0.058643024,0.039199885,0.10327351,0.03337463,0.06746279,0.095347986,621,13.243225596984477,-73.45236449067248,32.269517578285765,
12534,13083,i06MC0115060YK,13.23405745235661,-73.45933619801328,18.222692573547363,18.54104319190979,18.29696272754669,18.07657154941559,18.063424390792846,18.10674140357971,18.121801820755003,18.3538357963562,18.64425265502929,18.31569235992432,18.71097216796875,18.668759771347045,0.017873328,0.027199412,0.03896552,0.049193975,0.041058052,0.04008545,0.03296909,0.021528525,0.054231692,0.018815275,0.039709695,0.04689718,621,13.243225596984477,-73.45236449067248,26.800128185091005,
12537,13086,i06MC0115061H4,13.21506437562118,-73.45741874078514,18.922224128723144,19.24783959960937,19.18305592726544,19.01902664744854,18.860912245750427,19.073447560310363,18.79753221511841,18.93014595413208,19.242492149353023,19.03150416183472,19.79182363343239,19.21692247009277,0.03110665,0.049458727,0.08050008,0.1063684,0.07786796,0.08817196,0.055415343,0.034043025,0.09065209,0.03351874,0.09981442,0.07609544,621,13.243225596984477,-73.45236449067248,34.12553412691146,
12551,13100,i06MC01150638B,13.21218558361551,-73.4536025217504,18.810246002197264,19.02916279411316,19.06185801768303,18.987137864470483,18.68151835823059,18.658405517578124,18.7554203414917,18.921413516044616,19.17985689353943,18.915541656494145,19.715984233140947,19.16356796836853,0.027861245,0.04028444,0.071884714,0.102234334,0.06619272,0.061703473,0.052370586,0.033200856,0.08411878,0.029841354,0.09335441,0.07136839,621,13.243225596984477,-73.45236449067248,32.13550152089653,
12555,13104,i06MC01150648F,13.20485940337761,-73.45005338165036,18.8513262386322,19.159460454940795,19.185347428066656,18.727181817531587,18.710224981307984,18.69127104187012,18.91178292179108,19.05939285755157,19.382385489463807,18.960233934402467,19.467749841928484,19.355766006469725,0.028813925,0.045175895,0.078409426,0.08201273,0.06767634,0.062459134,0.059571795,0.037211683,0.10072877,0.031076359,0.073349185,0.08432243,621,13.243225596984477,-73.45236449067248,40.2106349351235,
12557,13106,i06MC0115064JW,13.215984625503635,-73.44970381337677,18.504590450286862,18.92149701690673,18.676508548259736,18.23917343759537,18.50204061985016,18.38722560310364,18.45990878486633,18.766745734214783,19.048271653175355,18.68998552131653,19.009115733623503,19.06706702232361,0.022047475,0.03710019,0.052907262,0.056213208,0.057814945,0.049913935,0.042208888,0.02957129,0.07552877,0.025104504,0.051179558,0.06581646,621,13.243225596984477,-73.45236449067248,29.529649666902337,
12558,13107,i06MC01150668A,13.222688597153422,-73.44927368855518,16.095309673309327,16.560201793670654,15.941497983932496,15.885673250198366,15.937283153533937,15.964130615234374,16.070537628173827,16.38401083946228,16.71172034454346,16.295392520904542,15.972655870437624,16.727091903686524,0.004315046,0.006132559,0.008034965,0.011015149,0.009785258,0.009397473,0.008443581,0.005550798,0.012134771,0.004607021,0.005925468,0.009719185,621,13.243225596984477,-73.45236449067248,23.81783506064033,
12570,13119,i06MC0115064TZ,13.27538711213494,-73.45421368481036,18.634472785949708,19.00195391654968,19.045205448508263,18.73878033208847,18.490910333633423,18.61993858718872,18.51688183784485,18.955813979148864,19.119916959762573,18.791836601257323,19.51768601727486,19.10011612892151,0.024445694,0.039777964,0.07048781,0.08262313,0.057088472,0.05971486,0.043989144,0.034350786,0.08053187,0.027293222,0.077541105,0.067838185,621,13.243225596984477,-73.45236449067248,33.63948630886197,
12572,13121,i06MC0115064TN,13.27650624095605,-73.45276373433724,17.461359439849854,17.49490077972412,17.796900500297546,17.44436169910431,17.495498222351074,17.398491834640502,17.36182290458679,17.417099689483642,17.58197264289856,17.415476661682128,18.275418498039247,17.520968551635743,0.010085892,0.011577443,0.0264786,0.030260345,0.026508613,0.023312006,0.018535903,0.010503507,0.02232486,0.009359058,0.028039474,0.017543182,621,13.243225596984477,-73.45236449067248,34.15332034657349,
12580,13129,i06MC0115064U0,13.268631983868016,-73.45114146212593,18.836801706314088,19.183128910064696,19.145067603081465,18.679570776700974,18.642311972618103,18.7610600938797,18.78519994163513,18.880868529319763,19.269640251159668,18.93265281295776,19.50169280958176,19.27379881858825,0.028571725,0.04631298,0.0756922,0.0788611,0.06403522,0.06661562,0.05436227,0.03227526,0.09174426,0.030522611,0.07572341,0.079058975,621,13.243225596984477,-73.45236449067248,26.42018385547375,
12582,13131,i06MC0115064T0,13.255795648758417,-73.44857348294987,19.04942077255249,19.31987317085266,19.53907338023186,19.258111541450024,19.019242447853088,18.95544013881684,18.99309653186798,19.2185060133934,19.49376313304901,19.13850126838684,20.01872099232673,19.502568120956425,0.03463708,0.052541528,0.10876532,0.1315094,0.08858108,0.07997188,0.06505165,0.043237574,0.11252318,0.036591362,0.12461199,0.09730845,621,13.243225596984477,-73.45236449067248,18.77245799253303,
12585,13134,i06MC0115066MY,13.257970083932214,-73.44777585750819,18.29522548675537,18.55560238838196,18.507692935466768,18.09089614200592,18.22984516143799,18.112804149627685,18.26600152397156,18.320316528320312,18.7354671201706,18.36359630203247,18.881824113845827,18.722946758270265,0.01866978,0.02724382,0.04538233,0.04908737,0.04612399,0.039905213,0.036000263,0.020720065,0.057820544,0.01929467,0.04519752,0.048681486,621,13.243225596984477,-73.45236449067248,22.39401854305137,
12588,13137,i06MC0115065WK,13.265881093653755,-73.44757231612269,17.563140258789062,17.761615352630614,17.53033513069153,17.422891986846924,17.49937641143799,17.47875926399231,17.536353887557983,17.41989228630066,17.876711889266968,17.64554677581787,17.63301453781128,17.927075500488282,0.01100318,0.014439459,0.022340024,0.030054906,0.026913907,0.025144622,0.021286685,0.0107773775,0.028648784,0.011247244,0.017595822,0.024673503,621,13.243225596984477,-73.45236449067248,28.937433149234817,
12589,13138,i06MC0115064TW,13.27876009628734,-73.4514793577266,19.120372472763066,19.52505214691162,19.3689485385418,19.01399570453167,18.78563920879364,18.970329617500305,19.150085510253906,19.337833439350128,19.739185317516327,19.22854974746704,19.935654573559763,19.47696816444397,0.035995588,0.062374637,0.09236206,0.10383827,0.07243182,0.07956319,0.07276602,0.047047935,0.13844977,0.03914556,0.1113266,0.09468906,621,13.243225596984477,-73.45236449067248,36.57441753136588,
12591,13140,i06MC01150659N,13.275455803071363,-73.44930610905897,17.082464084625244,17.39329536437988,17.115344394683838,16.95257223892212,16.986011547088623,16.96261141204834,17.044434608459472,17.16707346343994,17.46379475212097,17.198487144470214,17.28382978630066,17.47395097732544,0.007986224,0.0109953955,0.01689097,0.02174914,0.018992271,0.017688386,0.015380029,0.009135839,0.020820998,0.00827258,0.0137889,0.01717772,621,13.243225596984477,-73.45236449067248,34.83513038455909,
12604,13153,i06MC011506554,13.213835247480272,-73.44889926933544,18.306494651794434,18.61723008728028,18.393373551368715,18.216685141563417,18.17402112007141,18.13492677116394,18.21787053489685,18.373166728019715,18.7593295545578,18.366595752716066,19.02596733760834,18.696144456863404,0.01891522,0.028715327,0.041879848,0.054620694,0.044437334,0.040803026,0.034895066,0.021725189,0.059121534,0.019396262,0.051187027,0.04763984,621,13.243225596984477,-73.45236449067248,32.6175186331801,
12605,13154,i06MC0115065HR,13.204462776180016,-73.44680970435542,18.549279151916505,19.04912844276428,18.65836024522781,18.47094442987442,18.36194884300232,18.484822010040283,18.536613048553463,18.84683578014374,19.17492603969574,18.74053359794617,18.998280920505525,19.222676153182984,0.022777235,0.041178074,0.051123377,0.06632369,0.051587433,0.053350586,0.04459103,0.031460404,0.0842998,0.026057344,0.049569346,0.07538727,621,13.243225596984477,-73.45236449067248,44.497505398013125,
12616,13165,i06MC0115066W8,13.245642185515472,-73.4440909047629,19.314953908920288,19.478570371627807,19.693826677799223,19.3401537065506,19.41739934206009,19.30795500183105,19.220551551818847,19.356468904018403,19.576498909950256,19.39666789245605,20.24846649956704,19.4417933177948,0.041982815,0.05922634,0.11982862,0.13694178,0.1226278,0.10444728,0.07637584,0.04744631,0.118857615,0.044604287,0.14585358,0.09094509,621,13.243225596984477,-73.45236449067248,29.88784429683632,
12622,13171,i06MC0115067MF,13.2068574356791,-73.44072549342049,19.0312019443512,19.404843240737915,19.27184163272381,18.8452556385994,18.87471222400665,19.016503428459167,18.89029795074463,19.30903695821762,19.755822940826416,19.096241481781007,19.605762860059738,19.591848249435422,0.03360419,0.056195155,0.084429786,0.08938067,0.077600844,0.08258161,0.058965158,0.045929108,0.14042939,0.034964923,0.082730815,0.10480421,621,13.243225596984477,-73.45236449067248,56.09880297904031,
12624,13173,i06MC0115066YB,13.22395925605001,-73.4420094179745,19.286512956619266,19.71252384757996,19.52454650640488,19.325479117512703,19.41606026411057,19.24308369064331,19.258466185569763,19.56124316453933,19.85554741239548,19.49119759368897,19.66856231379509,19.8658086013794,0.04138301,0.07341415,0.10456621,0.13511983,0.12250241,0.0995297,0.07982911,0.056855675,0.15393174,0.04875804,0.08741851,0.13397233,621,13.243225596984477,-73.45236449067248,42.19166656204911,
12625,13174,i06MC01150693N,13.223424118194494,-73.43949307448611,18.161368236541747,18.5074874458313,18.40740382909775,18.05584920692444,18.08627378463745,18.064503406524658,18.144595207214355,18.415328431129456,18.693081184387207,18.29418516921997,18.81669526386261,18.659921283721925,0.016926026,0.02623025,0.041517492,0.04769478,0.041522533,0.038479768,0.033227652,0.022365682,0.05615369,0.01832308,0.042380594,0.0462128,621,13.243225596984477,-73.45236449067248,50.592962852780886,
12630,13179,i06MC0115067GT,13.252269554051828,-73.44524651915913,18.56452547073364,18.986603336334227,18.519968094825742,18.300237787246704,18.421314234733583,18.459563468933105,18.565182508468627,18.86494216823578,19.261769815444943,18.72254691696167,18.732250668525698,19.04920088768005,0.02295573,0.038848456,0.04596531,0.057829633,0.05358859,0.051854033,0.04508056,0.031514,0.09091581,0.025540348,0.04038818,0.06436893,621,13.243225596984477,-73.45236449067248,27.25159549546312,
12637,13186,i06MC0115066XX,13.282146247703444,-73.44484074188996,18.77059184074401,19.18659122467041,19.090696992874147,18.826037644863128,18.820950026512147,18.71375117206573,18.65504175567627,19.03205809497833,19.293001384735103,18.914830236434938,19.63315158379078,19.273416872024537,0.026835756,0.046183832,0.07254495,0.08878834,0.073926754,0.063776985,0.048580952,0.03609301,0.09321399,0.029866876,0.085389145,0.07888465,621,13.243225596984477,-73.45236449067248,48.23733878428512,
12647,13196,i06MC0115067D9,13.24614951665388,-73.44066802230665,18.2851766204834,18.438080863952635,18.496915104389192,18.187754762649536,18.144120807647703,18.157891010284423,18.27771669769287,18.37641339302063,18.5876889667511,18.340544635772705,18.602458289146423,18.39503299713135,0.01926119,0.025112465,0.048324935,0.056493185,0.04563256,0.04341366,0.03770439,0.02212929,0.051753744,0.01937964,0.040056005,0.03720511,621,13.243225596984477,-73.45236449067248,42.21394941353402,
12650,13199,i06MC011506AOQ,13.259854595897693,-73.43942622920541,17.186885150909426,17.350963191986082,17.11888402938843,17.069170129776,17.071122522354127,17.049383138656616,17.11696082496643,17.041759777069093,17.50832674026489,17.206845146179198,17.17512266921997,17.542309398651124,0.008539206,0.010628032,0.016809467,0.023562819,0.020066531,0.018701784,0.016151784,0.008375974,0.021590479,0.008289415,0.012788866,0.018120274,621,13.243225596984477,-73.45236449067248,49.60255640269554,
12664,13213,i06MC002209L07,73.7128655350983,-65.32985947347414,19.214954870224,19.61569291687012,19.57185458087921,19.23287171185017,18.98192443656921,19.061593770980835,19.2313263206482,19.52035921525956,19.68767115402221,19.36775041770935,20.09099645733833,19.67918098258972,0.020701911,0.035033878,0.093194686,0.10353402,0.076812156,0.07093467,0.064913325,0.038503855,0.11225679,0.023351168,0.09258413,0.09751942,624,73.7236047023614,-65.33707181640982,30.56924142135032,
12684,13233,i06MC006800BVV,93.7823312958735,-70.33497541628375,19.14473867416382,19.42955016708374,19.607087027549746,19.00287439346313,18.998255373001097,19.01891373062134,18.99479893875122,19.30716367816925,19.4634676322937,19.245998432159425,20.053332461357115,19.417373929977416,0.02687147,0.04162114,0.07126581,0.069902286,0.061346278,0.06756334,0.04936521,0.032195244,0.08596956,0.026034512,0.08063957,0.0769306,631,93.7420022859332,-70.33876294496999,50.720147206354206,
12716,13265,i06MC00900B9AL,93.78232578145244,-70.33496599159882,19.167530298233032,19.41346063995361,19.53195092463493,19.202536084592342,18.87785198974609,19.120668808937072,19.01758726119995,19.272138620376587,19.43977079677581,19.22691184806824,19.809288175284863,19.61314265823364,0.017857594,0.026194816,0.075308606,0.08927013,0.054118767,0.056517664,0.044123966,0.03254161,0.07183051,0.019127619,0.08825802,0.07309491,631,93.7420022859332,-70.33876294496999,50.72285679686584,
12746,13295,i06MC007202WG5,15.862069680644854,-71.02751328037478,18.766654624938965,19.352253982543942,18.87318150806427,18.63414761161804,18.50192454147339,18.64879148292541,18.8017255153656,19.08882551574707,19.45695018196106,19.071512355804444,19.04215200328827,19.498837377548217,0.030289922,0.04468702,0.066841744,0.071683,0.064608365,0.0645057,0.05661996,0.04007584,0.08743207,0.032660373,0.05974694,0.07454458,633,15.851331844968891,-71.01822209695692,35.732438199628604,
12750,13299,i06MC007202XE1,15.84308966462227,-71.01736727020077,18.765501083374023,19.232163497924805,19.09290270614624,18.76523241138458,18.569465974807738,18.712576082229614,18.85734816551209,19.03702033042908,19.320297950744628,18.929909839630128,19.263800219535828,19.41671457481384,0.03034247,0.040278822,0.081045456,0.080082364,0.06886994,0.06847251,0.059446305,0.03835863,0.07747716,0.029117411,0.07299781,0.06924636,633,15.851331844968891,-71.01822209695692,10.130232429290537,
12754,13303,i06MC007202Y4D,15.894987851674102,-71.01034123143506,18.74970651626587,19.14740037536621,18.89194588470459,18.7771146183014,18.520232942581178,18.546271587371827,18.774761182785035,18.928244020462035,19.56550876426697,18.902581680297853,19.08277049064636,19.33296694946289,0.029976018,0.037615865,0.06754064,0.080749065,0.0661233,0.059732858,0.055426437,0.03506741,0.0955844,0.0285786,0.06159697,0.06455255,633,15.851331844968891,-71.01822209695692,58.47370529905947,
12758,13307,i06MC011701FFD,21.856063099349416,-73.51161759143498,19.08637113571167,19.53993800354004,19.238275490283964,19.07062713623047,18.96785146331787,19.106301637649537,19.236967819213863,19.469502257347106,19.793726129531866,19.31292794036865,19.382024855613707,19.78392196273804,0.021254346,0.04164306,0.051036604,0.0720792,0.05961211,0.060344942,0.049302608,0.03192655,0.1093202,0.025027648,0.042760745,0.09360663,634,21.87272326369832,-73.49929105725701,47.53069493229044,
12759,13308,i06MC011701FFS,21.84457208274331,-73.51054262071486,19.27533550262451,19.7104387588501,19.44577046442032,19.244185656547547,19.29015742778778,19.197629232406616,19.32456964683533,19.62109701538085,19.800131052970887,19.489247539520264,19.71572865867615,19.958507781982423,0.024230221,0.04797134,0.059511416,0.08333611,0.07625038,0.064518385,0.052916236,0.035859454,0.10970603,0.028549472,0.05644971,0.1097924,634,21.87272326369832,-73.49929105725701,49.6860696041693,
12761,13310,i06MC011701FSI,21.87948632527124,-73.51057462752578,18.807439113616944,19.359725982666017,18.791471933364868,18.57135180950165,18.680782691955567,18.64180764770508,18.867194192886352,19.14736008644104,19.60386721611023,19.06543093109131,19.04005770301819,19.455779796600343,0.017747538,0.035918783,0.03732293,0.04992836,0.048287213,0.04322724,0.0383562,0.025351811,0.09240027,0.021007748,0.03334672,0.07017517,634,21.87272326369832,-73.49929105725701,41.20487985980193,
12763,13312,i06MC011701GDD,21.852688966622363,-73.50581390711126,16.87897694015503,17.500165969848634,16.810479066848753,16.690246910095215,16.655591716766356,16.742675800323486,16.941944305419923,17.314282655715942,17.694601697921755,17.177049854278565,16.91694669342041,17.710609203338624,0.0058105295,0.009224445,0.010901289,0.014827772,0.013187672,0.012894522,0.011790291,0.00797037,0.02013239,0.006341504,0.008368278,0.016582925,634,21.87272326369832,-73.49929105725701,31.15913334401689,
12769,13318,i06MC011701G04,21.880890761909605,-73.50551015853522,18.58547849655152,19.11371758651733,18.684198712348937,18.47296862125397,18.4313322467804,18.500461431503297,18.63116409111023,18.9755859375,19.19234435081482,18.83920357513428,18.877876828193664,19.225219566345213,0.015433808,0.02951192,0.034388527,0.046524078,0.04049916,0.038953155,0.032691594,0.02249618,0.06534395,0.01793543,0.029485863,0.05733863,634,21.87272326369832,-73.49929105725701,23.89507489388345,
12771,13320,i06MC011701GEX,21.9101287690653,-73.50348286789155,17.267133903503417,17.795957191467284,17.317760753631593,17.11269418716431,17.05681566619873,17.154835388183592,17.293120639801025,17.663150859832765,18.033826274871828,17.525157264709474,17.49850664138794,18.009756881713866,0.007152359,0.011162438,0.014598852,0.018998744,0.01662045,0.01637231,0.014320663,0.011170833,0.025871262,0.007722975,0.011832472,0.020815514,634,21.87272326369832,-73.49929105725701,41.11203519166424,
12772,13321,i06MC011701GLE,21.924047105378737,-73.5037377597818,16.955702018737792,17.533739669799804,16.992290782928468,16.82191197395325,16.77423338317871,16.8318087310791,17.006900089263915,17.38645083999634,17.71483063316345,17.249094299316408,17.17998712158203,17.712796527862547,0.006072206,0.009405726,0.012196626,0.01603243,0.0141147105,0.013591873,0.012198754,0.008296601,0.02033217,0.006577339,0.009929435,0.01652224,634,21.87272326369832,-73.49929105725701,54.85921857514651,
12774,13323,i06MC011701GO7,21.885257967707776,-73.49760257138985,18.392471981048583,19.02434407043457,18.36902592086792,18.199968023300173,18.24865958023071,18.235384078979493,18.43382717895508,18.762585474014283,19.2212011051178,18.67982838439941,18.551938079833985,19.246979076385497,0.013725013,0.027539782,0.028024884,0.038589682,0.03563414,0.032385055,0.028733695,0.019449344,0.06692287,0.016081015,0.02351329,0.05827631,634,21.87272326369832,-73.49929105725701,14.185666514293594,
12775,13324,i06MC011701HKP,21.87654012809742,-73.49257194603317,16.01093017959595,16.58996687698364,16.0052931060791,15.829253120422363,15.824499576568602,15.881510753631591,16.067818824768068,16.43058688735962,16.782272739410402,16.295174816131592,16.168826053619384,16.79033930969238,0.0036902681,0.005230471,0.007052003,0.00911876,0.008289683,0.008001556,0.007335108,0.004889799,0.010759372,0.003880008,0.0055109947,0.008479298,634,21.87272326369832,-73.49929105725701,24.50174367857162,
12781,13330,i06MC00410EF6Y,84.09942858177205,-67.97147589527914,19.33331099128723,19.62171799468994,19.50652833008766,19.293942343652247,19.31099945831299,19.206600968360902,19.46541343212128,19.59404305267334,19.75782468223572,19.44761547088623,19.68692423927784,19.801081451416017,0.01960448,0.0343232,0.06943783,0.093468495,0.07465571,0.06171818,0.065785035,0.041408177,0.10110172,0.023977313,0.061194826,0.094919585,635,84.06240160726907,-67.9625328369425,59.4729572269513,
12786,13335,i06MC00410EFQU,84.08438606624101,-67.97158885967536,17.740201549530028,18.11029726791382,17.95397965335846,17.61635677909851,17.560331886291504,17.582962219238283,17.751499156951905,17.996089733123778,18.29912903213501,17.89430555343628,18.286095207214355,18.244958433151247,0.006821671,0.010598112,0.023212774,0.027786722,0.021805096,0.02031829,0.019707376,0.013334596,0.031037273,0.007821779,0.022036472,0.02537437,635,84.06240160726907,-67.9625328369425,44.0950065312519,
12788,13337,i06MC00410EGS9,84.09422221363783,-67.97010264900884,17.32949026107788,17.720041816711426,17.56586233997345,17.21596043205261,17.163160627365112,17.237255756378175,17.340403776168824,17.614893472671508,17.91434218788147,17.494940128326416,17.765806978225708,17.891692193984987,0.005357464,0.008082709,0.018180065,0.021723064,0.017147578,0.016495097,0.015324752,0.010512251,0.023357758,0.0060802377,0.015626706,0.019241724,635,84.06240160726907,-67.9625328369425,50.88713936599076,
12789,13338,i06MC00410EGV1,84.0928086772673,-67.96819214851777,19.47480304718017,19.649193113327023,19.847437542915344,19.56509776806832,19.482421939849853,19.45198125076294,19.40251741886139,19.584614491939544,19.92735167646408,19.481695261001587,21.053463404655457,19.695973667144777,0.02170644,0.035011075,0.09155316,0.116111286,0.08543428,0.07502972,0.06280238,0.040868763,0.11724893,0.024503704,0.18804832,0.08641723,635,84.06240160726907,-67.9625328369425,45.843723486801615,
12791,13340,i06MC00410EIMX,84.08357465414464,-67.96774131393295,17.99111135482788,18.49589807319641,18.08765606307984,17.76086680984497,17.773595874786377,17.815499965667726,18.02939031600952,18.32408121871948,18.70785739326477,18.2192925605774,18.19151014614105,18.69507888221741,0.007771648,0.013895002,0.0248898,0.030095806,0.024587885,0.023046935,0.023075446,0.0162138,0.04210067,0.009551514,0.020457609,0.036219787,635,84.06240160726907,-67.9625328369425,34.195741952224395,
12792,13341,i06MC00410EGCR,84.0825414702584,-67.96846803660978,18.749776916503905,19.14740640449524,19.12807084345817,18.65934431743622,18.55240816402436,18.6559931678772,18.693340520858765,19.00423339653015,19.2636535396576,18.90430966949463,19.418385570526123,19.205237897872927,0.013021581,0.023235092,0.052814234,0.0578127,0.04264978,0.041543335,0.037263144,0.02641431,0.06667817,0.015770264,0.049954977,0.05628794,635,84.06240160726907,-67.9625328369425,34.58927926256173,
12795,13344,i06MC00410EK8D,84.10124585114242,-67.96354299364187,17.0192294883728,17.45187615585327,17.149455350875854,16.862330127716064,16.84074169921875,16.910847846984865,17.014674095153808,17.319136655807494,17.609987281799317,17.20780548095703,17.3510087184906,17.617625507354738,0.0044805473,0.006774571,0.014216158,0.017471937,0.014220043,0.01361779,0.012608775,0.008821626,0.018890057,0.005099662,0.012235218,0.015718557,635,84.06240160726907,-67.9625328369425,52.594220163867725,
12796,13345,i06MC00410ELOT,84.10314925224928,-67.95840026670008,18.127329902648924,18.526118270874026,18.44060121202469,17.97569947338104,17.95509774017334,17.997230474472047,18.10137524986267,18.40601567077637,18.72207524681092,18.30529245376587,,18.72439053916932,0.0086620245,0.014399403,0.03221475,0.035252526,0.028252874,0.02639833,0.024725534,0.017586207,0.043161716,0.010332689,,0.037489474,635,84.06240160726907,-67.9625328369425,57.020464576740814,
12799,13348,i06MC00410ELDG,84.09030036407216,-67.95764311183046,19.000717000961306,19.444569341659545,19.28509799861908,18.94673216533661,18.79211825656891,18.97770785427093,19.082840827941894,19.36670836162568,19.77489902877808,19.19888195037841,19.54636815714836,19.45331552886963,0.015501259,0.029728282,0.059896413,0.071384005,0.05063705,0.05237444,0.04954423,0.035253905,0.10323654,0.019835254,0.05543031,0.06995034,635,84.06240160726907,-67.9625328369425,41.59689549860317,
12809,13358,i06MC00410EHAI,84.05861913451557,-67.96639114030832,19.01511962890625,19.29942478561401,19.53541815209389,18.937733843803407,18.933071393013,18.9338496837616,18.9810432472229,19.265491747379304,19.519942306518555,19.1183421535492,19.842359123175964,19.449420961380007,0.0156006,0.02632371,0.07231436,0.07061913,0.055867106,0.050545473,0.04565455,0.03235161,0.0827,0.018521896,0.069324605,0.06962275,635,84.06240160726907,-67.9625328369425,14.79963022526411,
12813,13362,i06MC00410EL8M,84.06638619608769,-67.95842060354907,19.200394229888914,19.504211490631103,19.382896211981773,19.13922515702248,19.10531682300568,19.0159858379364,19.229367164611816,19.30508103322983,19.71195449733734,19.303349964141844,19.776073341846462,19.652443441391,0.017789869,0.031224517,0.06305945,0.08234314,0.06390817,0.053511683,0.054920074,0.033308428,0.09810477,0.021354178,0.06623647,0.082974404,635,84.06240160726907,-67.9625328369425,15.7522485301499,
12815,13364,i06MC00410EO0S,84.07014969193776,-67.95317086395859,18.29768705749512,18.54723452758789,18.51259831809997,18.262987794399265,18.20784146118164,18.2569366607666,18.27616110229492,18.42857588386536,18.658475660324097,18.38357257080078,19.08702297830581,18.614455255508425,0.009658487,0.014585778,0.03421615,0.043439627,0.033591606,0.03144608,0.02770067,0.017880442,0.041067842,0.010840057,0.038884237,0.03429357,635,84.06240160726907,-67.9625328369425,35.29132154491363,
12819,13368,i06MC00410EL5Z,84.0564044592709,-67.95925190515679,19.18869455337524,19.51173073577881,19.409043639183043,19.05503672349453,19.123128670692445,19.09668969249725,19.116282252311706,19.323553811073303,19.64792420768737,19.31328176689148,19.612836500287056,19.558513196945192,0.01766525,0.031394962,0.06455639,0.07758946,0.06460993,0.056917563,0.050541073,0.033994462,0.09236388,0.021562908,0.05752768,0.076658726,635,84.06240160726907,-67.9625328369425,14.32268966271415,
12825,13374,i06MC00410EO2L,84.05404996308256,-67.95561191758965,17.281007293701173,17.626989906311035,17.421204417228697,17.106578186035158,17.132968801498414,17.170352807998658,17.281135229110717,17.482079874038696,17.75539090538025,17.41242129135132,17.697074239730835,17.79903772735596,0.005176854,0.007570169,0.016305888,0.020017939,0.01675675,0.0157848,0.014715441,0.00971201,0.020848496,0.005745016,0.0148628745,0.017914608,635,84.06240160726907,-67.9625328369425,27.35094629481658,
