cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
BSDL1330                        ,1.0,45,0.022222222222222223,BSDL1330                        ,,,0.8
BSDL1334                        ,0.0,110,0.0,BSDL1334                        ,,,0.5
"BSDL1335,LOGLE387               ",0.0,243,0.0,"BSDL1335,LOGLE387               ",,,0.5
"BSDL1340,LOGLE388               ",0.0,230,0.0,"BSDL1340,LOGLE388               ",,,0.6
"BSDL1341,LOGLE384               ",0.0,465,0.0,"BSDL1341,LOGLE384               ",,,0.55
BSDL1353                        ,0.0,26,0.0,BSDL1353                        ,,,0.55
"BSDL1355,LOGLE391               ",0.0,137,0.0,"BSDL1355,LOGLE391               ",,,0.6
BSDL1364                        ,0.0,93,0.0,BSDL1364                        ,,,0.45
BSDL1367                        ,0.0,8,0.0,BSDL1367                        ,,,0.6
BSDL137,0.0,95,0.0,BSDL137,,,0.5
BSDL1381                        ,0.0,105,0.0,BSDL1381                        ,,,0.5
BSDL14,0.0,128,0.0,BSDL14,,,0.5
BSDL1426                        ,0.0,102,0.0,BSDL1426                        ,,,0.8
BSDL143,0.0,85,0.0,BSDL143,,,0.4
BSDL1455                        ,0.0,86,0.0,BSDL1455                        ,,,0.3
BSDL1468                        ,0.0,79,0.0,BSDL1468                        ,,,0.6
BSDL1480                        ,0.0,33,0.0,BSDL1480                        ,,,0.7
BSDL149,0.0,75,0.0,BSDL149,,,0.5
"BSDL1491,LOGLE417               ",0.0,26,0.0,"BSDL1491,LOGLE417               ",,,0.7
BSDL1492                        ,1.0,53,0.018867924528301886,BSDL1492                        ,,,0.55
BSDL1493                        ,0.0,310,0.0,BSDL1493                        ,,,0.4
BSDL1496                        ,0.0,121,0.0,BSDL1496                        ,,,0.55
BSDL1497                        ,0.0,51,0.0,BSDL1497                        ,,,0.5
BSDL15,0.0,46,0.0,BSDL15,,,0.55
"BSDL1504,GKK-O24                ",0.0,30,0.0,"BSDL1504,GKK-O24                ",,,0.5
"BSDL1511,LOGLE422               ",0.0,236,0.0,"BSDL1511,LOGLE422               ",,,0.5
BSDL1514                        ,0.0,122,0.0,BSDL1514                        ,,,0.45
"BSDL1516,LOGLE424               ",0.0,104,0.0,"BSDL1516,LOGLE424               ",,,0.4
BSDL1520                        ,0.0,90,0.0,BSDL1520                        ,,,0.4
BSDL1522                        ,0.0,822,0.0,BSDL1522                        ,,,0.65
BSDL1532                        ,1.0,143,0.006993006993006993,BSDL1532                        ,,,0.5
"BSDL1539,GKK-O25                ",1.0,34,0.029411764705882353,"BSDL1539,GKK-O25                ",,,0.9
BSDL1540                        ,0.0,43,0.0,BSDL1540                        ,,,0.45
BSDL1542                        ,0.0,25,0.0,BSDL1542                        ,,,0.8
BSDL1551                        ,0.0,31,0.0,BSDL1551                        ,,,0.5
"BSDL1576,LOGLE440               ",0.0,16,0.0,"BSDL1576,LOGLE440               ",,,0.95
BSDL1577                        ,2.0,36,0.05555555555555555,BSDL1577                        ,,,0.4
BSDL1587                        ,1.0,74,0.013513513513513514,BSDL1587                        ,,,0.7
"BSDL1588,LOGLE445               ",0.0,120,0.0,"BSDL1588,LOGLE445               ",,,0.95
"BSDL1592,LOGLE444,GKK-141       ",0.0,11,0.0,"BSDL1592,LOGLE444,GKK-141       ",,,0.8
"BSDL1597,LOGLE449               ",0.0,12,0.0,"BSDL1597,LOGLE449               ",,,1.1
"BSDL1601,LOGLE450               ",0.0,32,0.0,"BSDL1601,LOGLE450               ",,,1.0
"BSDL1608,LOGLE452               ",0.0,142,0.0,"BSDL1608,LOGLE452               ",,,0.4
"BSDL1614,LOGLE454               ",0.0,26,0.0,"BSDL1614,LOGLE454               ",,,0.5
BSDL1630                        ,0.0,36,0.0,BSDL1630                        ,,,0.4
"BSDL1636,LOGLE458               ",0.0,441,0.0,"BSDL1636,LOGLE458               ",,,1.6
BSDL1645                        ,0.0,203,0.0,BSDL1645                        ,,,0.35
"BSDL1647,LOGLE461               ",0.0,64,0.0,"BSDL1647,LOGLE461               ",,,0.95
BSDL1650                        ,1.0,123,0.008130081300813009,BSDL1650                        ,,,0.6
BSDL1655                        ,6.0,77,0.07792207792207792,BSDL1655                        ,,,0.65
BSDL1658                        ,0.0,44,0.0,BSDL1658                        ,,,0.45
BSDL167,1.0,63,0.015873015873015872,BSDL167,,,0.55
BSDL1672                        ,0.0,298,0.0,BSDL1672                        ,,,0.6
BSDL1678                        ,4.0,111,0.036036036036036036,BSDL1678                        ,,,0.45
BSDL1680                        ,0.0,103,0.0,BSDL1680                        ,,,0.55
BSDL1681                        ,0.0,25,0.0,BSDL1681                        ,,,1.0
BSDL169,0.0,158,0.0,BSDL169,,,0.6
BSDL1705                        ,0.0,85,0.0,BSDL1705                        ,,,0.35
"BSDL1707,LOGLE470               ",0.0,301,0.0,"BSDL1707,LOGLE470               ",,,0.55
BSDL1712                        ,0.0,127,0.0,BSDL1712                        ,,,0.9
BSDL1715                        ,1.0,314,0.0031847133757961785,BSDL1715                        ,,,0.7
BSDL1719                        ,0.0,165,0.0,BSDL1719                        ,,,0.45
"BSDL1723,LOGLE473               ",0.0,36,0.0,"BSDL1723,LOGLE473               ",,,0.7
BSDL1735                        ,0.0,10,0.0,BSDL1735                        ,,,0.65
BSDL1744                        ,0.0,228,0.0,BSDL1744                        ,,,0.4
BSDL1747                        ,0.0,85,0.0,BSDL1747                        ,,,0.45
BSDL1748                        ,1.0,189,0.005291005291005291,BSDL1748                        ,,,0.5
BSDL1750                        ,0.0,111,0.0,BSDL1750                        ,,,0.6
BSDL1751                        ,1.0,177,0.005649717514124294,BSDL1751                        ,,,0.5
"BSDL1768,LOGLE482               ",0.0,55,0.0,"BSDL1768,LOGLE482               ",,,0.65
"BSDL1772,LOGLE485               ",0.0,52,0.0,"BSDL1772,LOGLE485               ",,,0.85
"BSDL1778,LOGLE486               ",0.0,86,0.0,"BSDL1778,LOGLE486               ",,,0.6
"BSDL1784,LOGLE488               ",1.0,679,0.0014727540500736377,"BSDL1784,LOGLE488               ",,,1.4
"BSDL1785,LOGLE487               ",0.0,27,0.0,"BSDL1785,LOGLE487               ",,,0.85
"BSDL1789,LOGLE489               ",0.0,317,0.0,"BSDL1789,LOGLE489               ",,,0.45
"BSDL1790,LOGLE484               ",0.0,622,0.0,"BSDL1790,LOGLE484               ",,,1.9
BSDL1792                        ,0.0,26,0.0,BSDL1792                        ,,,0.3
BSDL1793                        ,0.0,92,0.0,BSDL1793                        ,,,0.9
BSDL1796                        ,1.0,78,0.01282051282051282,BSDL1796                        ,,,0.6
BSDL1797                        ,0.0,57,0.0,BSDL1797                        ,,,0.65
"BSDL1805,LOGLE493               ",0.0,259,0.0,"BSDL1805,LOGLE493               ",,,0.6
"BSDL1807,LOGLE491               ",0.0,6,0.0,"BSDL1807,LOGLE491               ",,,1.0
BSDL1809                        ,0.0,47,0.0,BSDL1809                        ,,,0.4
BSDL1817                        ,0.0,63,0.0,BSDL1817                        ,,,0.45
BSDL1818                        ,2.0,240,0.008333333333333333,BSDL1818                        ,,,0.55
"BSDL1821,LOGLE495               ",0.0,34,0.0,"BSDL1821,LOGLE495               ",,,0.7
BSDL1834                        ,0.0,11,0.0,BSDL1834                        ,,,0.55
BSDL1837                        ,2.0,111,0.018018018018018018,BSDL1837                        ,,,0.65
BSDL1848                        ,0.0,310,0.0,BSDL1848                        ,,,0.45
"BSDL1858,LOGLE498               ",0.0,44,0.0,"BSDL1858,LOGLE498               ",,,1.0
"BSDL1861,LOGLE499               ",0.0,202,0.0,"BSDL1861,LOGLE499               ",,,0.65
"BSDL1874,LOGLE502               ",0.0,10,0.0,"BSDL1874,LOGLE502               ",,,0.65
BSDL1875                        ,0.0,129,0.0,BSDL1875                        ,,,0.5
BSDL1882                        ,0.0,46,0.0,BSDL1882                        ,,,0.6
BSDL189,0.0,64,0.0,BSDL189,,,0.55
"BSDL1892,LOGLE505               ",0.0,34,0.0,"BSDL1892,LOGLE505               ",,,0.85
"BSDL1896,LOGLE504               ",1.0,210,0.004761904761904762,"BSDL1896,LOGLE504               ",,,1.2
"BSDL1897,LOGLE507               ",0.0,89,0.0,"BSDL1897,LOGLE507               ",,,0.6
BSDL1898                        ,0.0,146,0.0,BSDL1898                        ,,,0.45
"BSDL1906,LOGLE509               ",0.0,40,0.0,"BSDL1906,LOGLE509               ",,,0.55
"BSDL1908,LOGLE510               ",0.0,99,0.0,"BSDL1908,LOGLE510               ",,,0.9
BSDL191,0.0,85,0.0,BSDL191,,,0.45
BSDL192,0.0,171,0.0,BSDL192,,,0.35
"BSDL1920,LOGLE514               ",0.0,40,0.0,"BSDL1920,LOGLE514               ",,,0.6
BSDL1924                        ,0.0,5,0.0,BSDL1924                        ,,,0.65
"BSDL1928,LOGLE516               ",1.0,136,0.007352941176470588,"BSDL1928,LOGLE516               ",,,1.3
BSDL1936                        ,0.0,122,0.0,BSDL1936                        ,,,0.6
BSDL194,0.0,154,0.0,BSDL194,,,0.45
"BSDL1945,LOGLE521               ",0.0,52,0.0,"BSDL1945,LOGLE521               ",,,0.6
BSDL1948                        ,0.0,37,0.0,BSDL1948                        ,,,0.4
"BSDL1949,LOGLE519               ",4.0,300,0.013333333333333334,"BSDL1949,LOGLE519               ",,,1.0
"BSDL1951,LOGLE524               ",1.0,250,0.004,"BSDL1951,LOGLE524               ",,,0.8
BSDL1955                        ,1.0,213,0.004694835680751174,BSDL1955                        ,,,0.7
"BSDL1959,LOGLE522               ",0.0,146,0.0,"BSDL1959,LOGLE522               ",,,1.4
"BSDL1961,LOGLE526               ",0.0,87,0.0,"BSDL1961,LOGLE526               ",,,0.55
"BSDL1962,LOGLE527               ",0.0,109,0.0,"BSDL1962,LOGLE527               ",,,0.7
BSDL1965                        ,0.0,106,0.0,BSDL1965                        ,,,0.5
BSDL1978                        ,0.0,62,0.0,BSDL1978                        ,,,0.6
BSDL1980                        ,6.0,196,0.030612244897959183,BSDL1980                        ,,,0.4
BSDL2,0.0,28,0.0,BSDL2,,,0.5
BSDL2001                        ,2.0,54,0.037037037037037035,BSDL2001                        ,,,0.7
"BSDL2002,LOGLE529               ",0.0,126,0.0,"BSDL2002,LOGLE529               ",,,0.55
BSDL2008                        ,2.0,137,0.014598540145985401,BSDL2008                        ,,,0.45
"BSDL2010,LOGLE535               ",0.0,60,0.0,"BSDL2010,LOGLE535               ",,,0.8
BSDL2019                        ,0.0,228,0.0,BSDL2019                        ,,,0.65
"BSDL2021,LOGLE539               ",0.0,249,0.0,"BSDL2021,LOGLE539               ",,,0.55
BSDL2032                        ,0.0,93,0.0,BSDL2032                        ,,,1.0
BSDL2036                        ,0.0,84,0.0,BSDL2036                        ,,,0.4
"BSDL2038,LOGLE541               ",0.0,222,0.0,"BSDL2038,LOGLE541               ",,,0.8
BSDL2043                        ,0.0,52,0.0,BSDL2043                        ,,,0.55
BSDL2063                        ,0.0,79,0.0,BSDL2063                        ,,,0.65
"BSDL2064,LOGLE543               ",0.0,130,0.0,"BSDL2064,LOGLE543               ",,,0.55
"BSDL2067,LOGLE544               ",1.0,517,0.0019342359767891683,"BSDL2067,LOGLE544               ",,,0.5
"BSDL2075,LOGLE547               ",0.0,322,0.0,"BSDL2075,LOGLE547               ",,,0.4
"BSDL2080,GKK-O245               ",1.0,197,0.005076142131979695,"BSDL2080,GKK-O245               ",,,0.7
"BSDL2081,LOGLE548               ",0.0,339,0.0,"BSDL2081,LOGLE548               ",,,0.8
"BSDL2083,LOGLE549               ",1.0,135,0.007407407407407408,"BSDL2083,LOGLE549               ",,,0.7
BSDL2093                        ,0.0,148,0.0,BSDL2093                        ,,,0.5
"BSDL2102,LOGLE550               ",0.0,71,0.0,"BSDL2102,LOGLE550               ",,,0.55
"BSDL2111,LOGLE553               ",0.0,143,0.0,"BSDL2111,LOGLE553               ",,,0.45
BSDL2119                        ,0.0,229,0.0,BSDL2119                        ,,,0.5
BSDL2122                        ,0.0,111,0.0,BSDL2122                        ,,,0.55
"BSDL2123,LOGLE552               ",1.0,219,0.0045662100456621,"BSDL2123,LOGLE552               ",,,1.1
BSDL213,0.0,54,0.0,BSDL213,,,0.55
BSDL2130                        ,0.0,54,0.0,BSDL2130                        ,,,0.45
"BSDL2134,LOGLE554               ",0.0,215,0.0,"BSDL2134,LOGLE554               ",,,0.6
BSDL2139                        ,0.0,67,0.0,BSDL2139                        ,,,0.45
"BSDL2143,LOGLE555               ",0.0,95,0.0,"BSDL2143,LOGLE555               ",,,0.55
BSDL2144                        ,2.0,140,0.014285714285714285,BSDL2144                        ,,,0.45
BSDL2147                        ,0.0,468,0.0,BSDL2147                        ,,,0.9
BSDL2156                        ,0.0,4,0.0,BSDL2156                        ,,,0.5
BSDL2161                        ,1.0,97,0.010309278350515464,BSDL2161                        ,,,0.55
BSDL2164                        ,0.0,134,0.0,BSDL2164                        ,,,0.45
BSDL2179                        ,0.0,211,0.0,BSDL2179                        ,,,0.45
"BSDL218,GKK-O111",1.0,184,0.005434782608695652,"BSDL218,GKK-O111",,,0.5
BSDL219,0.0,70,0.0,BSDL219,,,0.4
BSDL2195                        ,0.0,13,0.0,BSDL2195                        ,,,0.4
"BSDL2196,LOGLE561               ",0.0,166,0.0,"BSDL2196,LOGLE561               ",,,0.55
"BSDL2199,LOGLE563               ",0.0,52,0.0,"BSDL2199,LOGLE563               ",,,0.6
BSDL2202                        ,0.0,148,0.0,BSDL2202                        ,,,0.35
BSDL2203                        ,0.0,16,0.0,BSDL2203                        ,,,0.3
"BSDL2207,GKK-O244               ",0.0,37,0.0,"BSDL2207,GKK-O244               ",,,0.6
BSDL2208                        ,0.0,2,0.0,BSDL2208                        ,,,0.5
BSDL2213                        ,0.0,1,0.0,BSDL2213                        ,,,0.55
BSDL2214                        ,0.0,17,0.0,BSDL2214                        ,,,0.45
BSDL2221                        ,0.0,113,0.0,BSDL2221                        ,,,0.4
"BSDL2229,LOGLE566               ",0.0,45,0.0,"BSDL2229,LOGLE566               ",,,1.0
BSDL2230                        ,0.0,76,0.0,BSDL2230                        ,,,0.45
BSDL224,0.0,104,0.0,BSDL224,,,0.45
"BSDL2257,LOGLE570               ",2.0,123,0.016260162601626018,"BSDL2257,LOGLE570               ",,,1.0
BSDL2258                        ,0.0,150,0.0,BSDL2258                        ,,,0.5
BSDL2266                        ,0.0,157,0.0,BSDL2266                        ,,,0.3
"BSDL2271,LOGLE575               ",0.0,257,0.0,"BSDL2271,LOGLE575               ",,,0.7
BSDL2273                        ,0.0,46,0.0,BSDL2273                        ,,,0.75
"BSDL2275,LOGLE581               ",1.0,1099,0.0009099181073703367,"BSDL2275,LOGLE581               ",,,1.7
BSDL2277                        ,0.0,52,0.0,BSDL2277                        ,,,0.45
"BSDL2279,LOGLE573               ",0.0,58,0.0,"BSDL2279,LOGLE573               ",,,0.4
BSDL228,0.0,125,0.0,BSDL228,,,0.4
"BSDL2284,LOGLE576               ",0.0,90,0.0,"BSDL2284,LOGLE576               ",,,0.4
"BSDL2286,LOGLE580               ",0.0,274,0.0,"BSDL2286,LOGLE580               ",,,0.45
"BSDL2288,LOGLE578               ",0.0,35,0.0,"BSDL2288,LOGLE578               ",,,0.4
BSDL2300                        ,0.0,324,0.0,BSDL2300                        ,,,0.4
BSDL231,0.0,10,0.0,BSDL231,,,0.3
BSDL2320                        ,5.0,167,0.029940119760479042,BSDL2320                        ,,,0.6
"BSDL2327,LOGLE588               ",0.0,42,0.0,"BSDL2327,LOGLE588               ",,,0.5
"BSDL2333,LOGLE590               ",0.0,89,0.0,"BSDL2333,LOGLE590               ",,,0.55
BSDL234,0.0,118,0.0,BSDL234,,,0.3
"BSDL2340,LOGLE593               ",0.0,452,0.0,"BSDL2340,LOGLE593               ",,,0.55
BSDL2351                        ,0.0,12,0.0,BSDL2351                        ,,,0.45
BSDL2353                        ,0.0,217,0.0,BSDL2353                        ,,,0.4
"BSDL2356,LOGLE592               ",0.0,314,0.0,"BSDL2356,LOGLE592               ",,,1.1
"BSDL2364,LOGLE595               ",0.0,140,0.0,"BSDL2364,LOGLE595               ",,,0.65
BSDL2366                        ,1.0,66,0.015151515151515152,BSDL2366                        ,,,0.55
BSDL237,0.0,105,0.0,BSDL237,,,0.3
"BSDL2371,LOGLE598               ",0.0,276,0.0,"BSDL2371,LOGLE598               ",,,0.9
"BSDL2377,GKK-O5                 ",0.0,91,0.0,"BSDL2377,GKK-O5                 ",,,1.0
"BSDL2389,LOGLE600               ",0.0,161,0.0,"BSDL2389,LOGLE600               ",,,0.95
BSDL2392                        ,0.0,195,0.0,BSDL2392                        ,,,0.45
"BSDL2397,LOGLE601               ",0.0,257,0.0,"BSDL2397,LOGLE601               ",,,0.6
BSDL2405                        ,0.0,159,0.0,BSDL2405                        ,,,0.45
BSDL2437                        ,1.0,130,0.007692307692307693,BSDL2437                        ,,,0.6
"BSDL2441,LOGLE604               ",0.0,364,0.0,"BSDL2441,LOGLE604               ",,,0.9
BSDL2448                        ,1.0,71,0.014084507042253521,BSDL2448                        ,,,0.4
BSDL2450                        ,0.0,8,0.0,BSDL2450                        ,,,0.55
"BSDL2458,LOGLE610               ",0.0,39,0.0,"BSDL2458,LOGLE610               ",,,0.5
"BSDL2464,LOGLE611               ",0.0,217,0.0,"BSDL2464,LOGLE611               ",,,0.65
BSDL2478                        ,0.0,9,0.0,BSDL2478                        ,,,0.5
"BSDL2480,LOGLE617               ",2.0,522,0.0038314176245210726,"BSDL2480,LOGLE617               ",,,1.4
BSDL2486                        ,1.0,158,0.006329113924050633,BSDL2486                        ,,,0.6
BSDL2487                        ,0.0,67,0.0,BSDL2487                        ,,,0.45
"BSDL2488,LOGLE618               ",1.0,279,0.0035842293906810036,"BSDL2488,LOGLE618               ",,,0.55
BSDL2489                        ,0.0,84,0.0,BSDL2489                        ,,,0.55
BSDL2495                        ,0.0,10,0.0,BSDL2495                        ,,,0.75
BSDL2498                        ,0.0,128,0.0,BSDL2498                        ,,,0.5
BSDL2503                        ,0.0,293,0.0,BSDL2503                        ,,,0.6
"BSDL2504,LOGLE620,GKK-O115      ",0.0,555,0.0,"BSDL2504,LOGLE620,GKK-O115      ",,,1.9
BSDL2506                        ,0.0,9,0.0,BSDL2506                        ,,,0.5
BSDL2510                        ,0.0,23,0.0,BSDL2510                        ,,,0.45
BSDL2513                        ,0.0,60,0.0,BSDL2513                        ,,,0.4
BSDL2530                        ,0.0,15,0.0,BSDL2530                        ,,,0.6
BSDL2532                        ,0.0,184,0.0,BSDL2532                        ,,,0.4
BSDL2533                        ,0.0,23,0.0,BSDL2533                        ,,,0.6
"BSDL2535,LOGLE628               ",0.0,373,0.0,"BSDL2535,LOGLE628               ",,,0.95
"BSDL2559,LOGLE630               ",0.0,299,0.0,"BSDL2559,LOGLE630               ",,,0.65
BSDL256,0.0,177,0.0,BSDL256,,,0.45
"BSDL2568,GKK-O57                ",2.0,282,0.0070921985815602835,"BSDL2568,GKK-O57                ",,,1.6
"BSDL2570,LOGLE631               ",0.0,30,0.0,"BSDL2570,LOGLE631               ",,,0.9
BSDL2583                        ,2.0,110,0.01818181818181818,BSDL2583                        ,,,0.6
BSDL2584                        ,0.0,202,0.0,BSDL2584                        ,,,1.4
BSDL2586                        ,3.0,107,0.028037383177570093,BSDL2586                        ,,,0.55
BSDL259,0.0,39,0.0,BSDL259,,,0.4
BSDL2602                        ,0.0,39,0.0,BSDL2602                        ,,,0.55
BSDL2603                        ,0.0,40,0.0,BSDL2603                        ,,,0.5
"BSDL2610,LOGLE640               ",0.0,277,0.0,"BSDL2610,LOGLE640               ",,,0.65
"BSDL2611,LOGLE637               ",0.0,100,0.0,"BSDL2611,LOGLE637               ",,,0.75
"BSDL2616,LOGLE643               ",0.0,283,0.0,"BSDL2616,LOGLE643               ",,,0.5
"BSDL2620,LOGLE639               ",0.0,105,0.0,"BSDL2620,LOGLE639               ",,,0.6
"BSDL2622,LOGLE642               ",0.0,300,0.0,"BSDL2622,LOGLE642               ",,,0.55
"BSDL2624,LOGLE644               ",0.0,127,0.0,"BSDL2624,LOGLE644               ",,,1.3
BSDL2625                        ,0.0,146,0.0,BSDL2625                        ,,,0.4
"BSDL2626,LOGLE645               ",0.0,109,0.0,"BSDL2626,LOGLE645               ",,,0.6
BSDL2631                        ,0.0,59,0.0,BSDL2631                        ,,,0.5
"BSDL2632,LOGLE647               ",0.0,334,0.0,"BSDL2632,LOGLE647               ",,,1.1
BSDL2635                        ,0.0,278,0.0,BSDL2635                        ,,,0.35
"BSDL2636,LOGLE650               ",0.0,595,0.0,"BSDL2636,LOGLE650               ",,,1.2
BSDL2643                        ,0.0,179,0.0,BSDL2643                        ,,,0.6
"BSDL2646,LOGLE653               ",0.0,295,0.0,"BSDL2646,LOGLE653               ",,,0.8
"BSDL2649,LOGLE654               ",1.0,202,0.0049504950495049506,"BSDL2649,LOGLE654               ",,,0.55
BSDL2651                        ,0.0,171,0.0,BSDL2651                        ,,,0.55
BSDL2654                        ,0.0,66,0.0,BSDL2654                        ,,,0.9
BSDL2659                        ,1.0,64,0.015625,BSDL2659                        ,,,0.55
"BSDL2660,LOGLE659               ",0.0,337,0.0,"BSDL2660,LOGLE659               ",,,0.6
BSDL2665                        ,1.0,62,0.016129032258064516,BSDL2665                        ,,,0.55
BSDL267,0.0,46,0.0,BSDL267,,,0.45
"BSDL2672,LOGLE662               ",0.0,265,0.0,"BSDL2672,LOGLE662               ",,,0.6
BSDL268,2.0,67,0.029850746268656716,BSDL268,,,0.55
"BSDL2680,LOGLE663               ",0.0,287,0.0,"BSDL2680,LOGLE663               ",,,0.6
BSDL2688                        ,0.0,75,0.0,BSDL2688                        ,,,0.5
BSDL2691                        ,0.0,108,0.0,BSDL2691                        ,,,0.55
BSDL2704                        ,0.0,178,0.0,BSDL2704                        ,,,0.4
"BSDL2706,LOGLE669               ",0.0,278,0.0,"BSDL2706,LOGLE669               ",,,0.5
"BSDL2708,LOGLE670               ",0.0,373,0.0,"BSDL2708,LOGLE670               ",,,0.45
BSDL2710                        ,0.0,171,0.0,BSDL2710                        ,,,0.45
BSDL2714                        ,0.0,74,0.0,BSDL2714                        ,,,0.7
BSDL2720                        ,4.0,226,0.017699115044247787,BSDL2720                        ,,,0.55
BSDL2725                        ,2.0,69,0.028985507246376812,BSDL2725                        ,,,0.5
BSDL2729                        ,0.0,22,0.0,BSDL2729                        ,,,0.4
"BSDL2730,LOGLE674               ",0.0,67,0.0,"BSDL2730,LOGLE674               ",,,0.7
BSDL2739                        ,0.0,90,0.0,BSDL2739                        ,,,0.45
BSDL274,0.0,156,0.0,BSDL274,,,0.45
BSDL2748                        ,0.0,86,0.0,BSDL2748                        ,,,0.45
BSDL2751                        ,0.0,38,0.0,BSDL2751                        ,,,0.45
BSDL2753                        ,0.0,22,0.0,BSDL2753                        ,,,0.45
BSDL2757                        ,0.0,82,0.0,BSDL2757                        ,,,0.6
BSDL276,0.0,20,0.0,BSDL276,,,0.5
BSDL2762                        ,0.0,73,0.0,BSDL2762                        ,,,0.55
BSDL2771                        ,0.0,29,0.0,BSDL2771                        ,,,0.8
BSDL2772                        ,0.0,93,0.0,BSDL2772                        ,,,0.45
BSDL2778                        ,0.0,98,0.0,BSDL2778                        ,,,0.55
BSDL2784                        ,0.0,140,0.0,BSDL2784                        ,,,0.45
BSDL2785                        ,0.0,136,0.0,BSDL2785                        ,,,0.7
BSDL2788                        ,0.0,128,0.0,BSDL2788                        ,,,0.65
BSDL2792                        ,0.0,88,0.0,BSDL2792                        ,,,0.4
BSDL2794                        ,0.0,78,0.0,BSDL2794                        ,,,0.4
"BSDL2799,LOGLE679               ",0.0,65,0.0,"BSDL2799,LOGLE679               ",,,0.7
BSDL2806                        ,0.0,163,0.0,BSDL2806                        ,,,0.4
"BSDL2813,LOGLE683               ",0.0,365,0.0,"BSDL2813,LOGLE683               ",,,0.6
"BSDL2818,LOGLE685,              ",0.0,70,0.0,"BSDL2818,LOGLE685,              ",,,0.8
BSDL2819                        ,0.0,97,0.0,BSDL2819                        ,,,0.55
BSDL2824                        ,0.0,175,0.0,BSDL2824                        ,,,0.5
"BSDL2825,LOGLE687               ",0.0,379,0.0,"BSDL2825,LOGLE687               ",,,0.55
BSDL2828                        ,0.0,271,0.0,BSDL2828                        ,,,0.35
BSDL2829                        ,0.0,151,0.0,BSDL2829                        ,,,0.35
BSDL2830                        ,0.0,58,0.0,BSDL2830                        ,,,0.45
"BSDL2837,LOGLE689               ",0.0,211,0.0,"BSDL2837,LOGLE689               ",,,0.45
BSDL2841                        ,0.0,12,0.0,BSDL2841                        ,,,0.25
BSDL2842                        ,0.0,116,0.0,BSDL2842                        ,,,0.4
BSDL2844                        ,0.0,125,0.0,BSDL2844                        ,,,0.5
BSDL2847                        ,0.0,112,0.0,BSDL2847                        ,,,0.45
BSDL2853                        ,0.0,36,0.0,BSDL2853                        ,,,0.75
BSDL2856                        ,0.0,233,0.0,BSDL2856                        ,,,0.5
BSDL2859                        ,1.0,143,0.006993006993006993,BSDL2859                        ,,,0.4
BSDL2860                        ,0.0,42,0.0,BSDL2860                        ,,,1.0
BSDL2861                        ,0.0,59,0.0,BSDL2861                        ,,,0.45
"BSDL2865,GKK-O137               ",1.0,280,0.0035714285714285713,"BSDL2865,GKK-O137               ",,,1.6
BSDL2866                        ,0.0,29,0.0,BSDL2866                        ,,,0.5
"BSDL2871,LOGLE692               ",0.0,93,0.0,"BSDL2871,LOGLE692               ",,,0.45
BSDL2874                        ,0.0,19,0.0,BSDL2874                        ,,,0.45
"BSDL2880,GKK-O60                ",0.0,458,0.0,"BSDL2880,GKK-O60                ",,,1.4
BSDL2881                        ,1.0,109,0.009174311926605505,BSDL2881                        ,,,0.9
BSDL2883                        ,2.0,214,0.009345794392523364,BSDL2883                        ,,,0.5
BSDL2884                        ,0.0,118,0.0,BSDL2884                        ,,,0.5
"BSDL2888,LOGLE696               ",0.0,50,0.0,"BSDL2888,LOGLE696               ",,,0.55
BSDL2891                        ,1.0,140,0.007142857142857143,BSDL2891                        ,,,0.4
BSDL2896                        ,0.0,100,0.0,BSDL2896                        ,,,0.6
BSDL2898                        ,7.0,143,0.04895104895104895,BSDL2898                        ,,,0.5
"BSDL2912,LOGLE707               ",2.0,162,0.012345679012345678,"BSDL2912,LOGLE707               ",,,0.6
"BSDL2913,LOGLE704               ",0.0,3,0.0,"BSDL2913,LOGLE704               ",,,1.0
"BSDL2915,LOGLE706               ",0.0,65,0.0,"BSDL2915,LOGLE706               ",,,0.7
"BSDL2919,LOGLE709               ",0.0,30,0.0,"BSDL2919,LOGLE709               ",,,0.6
"BSDL2920,LOGLE710               ",0.0,19,0.0,"BSDL2920,LOGLE710               ",,,0.95
BSDL2921                        ,0.0,165,0.0,BSDL2921                        ,,,0.35
"BSDL2924,GKK-O179               ",4.0,187,0.0213903743315508,"BSDL2924,GKK-O179               ",,,1.5
"BSDL2927,LOGLE714               ",0.0,224,0.0,"BSDL2927,LOGLE714               ",,,0.65
"BSDL2929,LOGLE713               ",0.0,57,0.0,"BSDL2929,LOGLE713               ",,,0.45
BSDL2932                        ,0.0,98,0.0,BSDL2932                        ,,,0.45
"BSDL2938,LOGLE717               ",0.0,75,0.0,"BSDL2938,LOGLE717               ",,,0.55
"BSDL2943,LOGLE716               ",0.0,5,0.0,"BSDL2943,LOGLE716               ",,,1.1
BSDL295,1.0,83,0.012048192771084338,BSDL295,,,0.55
"BSDL2950,LOGLE723               ",0.0,15,0.0,"BSDL2950,LOGLE723               ",,,0.5
BSDL2953                        ,0.0,110,0.0,BSDL2953                        ,,,0.55
"BSDL2954,LOGLE726               ",0.0,12,0.0,"BSDL2954,LOGLE726               ",,,0.95
"BSDL2963,LOGLE727               ",0.0,29,0.0,"BSDL2963,LOGLE727               ",,,0.45
