cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
MP1-W                                  ,0.0,2,0.0,MP1-W                                  ,     ,     ,0.8
MP2                                    ,0.0,34,0.0,MP2                                    ,     ,     ,2.7
MP3                                    ,40.0,3158,0.01266624445851805,MP3                                    ,     ,     ,18.0
MP4n                                   ,13.0,593,0.021922428330522766,MP4n                                   ,     ,     ,8.6
MP5n                                   ,0.0,31,0.0,MP5n                                   ,     ,     ,1.7
MP5s                                   ,3.0,28,0.10714285714285714,MP5s                                   ,     ,     ,1.6
MP6n                                   ,5.0,417,0.011990407673860911,MP6n                                   ,     ,     ,7.7
MP6s                                   ,1.0,158,0.006329113924050633,MP6s                                   ,     ,     ,4.8
"NGC121,K2,L10,ESO50SC12,OGLS 311       ",0.0,456,0.0,"NGC121,K2,L10,ESO50SC12,OGLS 311       ",10.02,-1.19,3.8
"NGC1466,SL1,LW1,ESO54SC16,KMHK1",0.0,65,0.0,"NGC1466,SL1,LW1,ESO54SC16,KMHK1",,,3.5
"NGC152,K10,L15,ESO28SC24,RZ10,BIS235,  ",1.0,617,0.0016207455429497568,"NGC152,K10,L15,ESO28SC24,RZ10,BIS235,  ", 9.09,-0.80,3.0
"NGC1629,SL3,LW3,ESO55SC24,KMHK4",0.0,66,0.0,"NGC1629,SL3,LW3,ESO55SC24,KMHK4",,,1.7
"NGC1644,SL9,LW11,ESO84SC30,",0.0,96,0.0,"NGC1644,SL9,LW11,ESO84SC30,",,,1.8
"NGC1649,ESO55SC31,KMHK22",1.0,33,0.030303030303030304,"NGC1649,ESO55SC31,KMHK22",,,0.6
"NGC1651,SL7,LW12,ESO55SC30,",0.0,377,0.0,"NGC1651,SL7,LW12,ESO55SC30,",,,2.7
"NGC1652,SL10,LW14,ESO55SC32,",0.0,116,0.0,"NGC1652,SL10,LW14,ESO55SC32,",,,1.5
"NGC1673,SL17,LW31,ESO55SC34,",0.0,30,0.0,"NGC1673,SL17,LW31,ESO55SC34,",,,1.0
"NGC1676,SL25,LW37,ESO55SC36,",0.0,58,0.0,"NGC1676,SL25,LW37,ESO55SC36,",,,1.1
"NGC1693,LMC-S66,SL39,ESO56SC02,",2.0,88,0.022727272727272728,"NGC1693,LMC-S66,SL39,ESO56SC02,",,,1.1
"NGC1695,SL40,ESO56SC03,KMHK101",2.0,112,0.017857142857142856,"NGC1695,SL40,ESO56SC03,KMHK101",,,1.4
"NGC1696,SL43,ESO56SC04,KMHK108",0.0,103,0.0,"NGC1696,SL43,ESO56SC04,KMHK108",,,1.1
"NGC1697,SL44,ESO56SC05,KMHK110",0.0,617,0.0,"NGC1697,SL44,ESO56SC05,KMHK110",,,2.3
"NGC1698,SL45,ESO56SC06,KMHK115",6.0,418,0.014354066985645933,"NGC1698,SL45,ESO56SC06,KMHK115",,,1.5
"NGC1702,SL46,ESO56SC08,KMHK122",7.0,181,0.03867403314917127,"NGC1702,SL46,ESO56SC08,KMHK122",,,1.2
"NGC1704,SL50,ESO56SC09,KMHK130",9.0,426,0.02112676056338028,"NGC1704,SL50,ESO56SC09,KMHK130",,,1.7
"NGC1711,SL55,ESO56SC10,KMHK145",2.0,396,0.005050505050505051,"NGC1711,SL55,ESO56SC10,KMHK145",,,3.5
"NGC1718,SL65,ESO85SC10,KMHK181",0.0,344,0.0,"NGC1718,SL65,ESO85SC10,KMHK181",,,1.8
"NGC1732,SL77,ESO56SC17,KMHK209",3.0,224,0.013392857142857142,"NGC1732,SL77,ESO56SC17,KMHK209",,,1.1
"NGC1733,SL85,ESO85SC13,KMHK224",0.0,140,0.0,"NGC1733,SL85,ESO85SC13,KMHK224",,,1.5
"NGC1734,SL83,ESO56SC18,KMHK221",1.0,300,0.0033333333333333335,"NGC1734,SL83,ESO56SC18,KMHK221",,,1.2
"NGC1735,SL86,ESO85SC15,KMHK234",3.0,307,0.009771986970684038,"NGC1735,SL86,ESO85SC15,KMHK234",,,1.8
"NGC1749,SL93,ESO56SC26,KMHK254",4.0,230,0.017391304347826087,"NGC1749,SL93,ESO56SC26,KMHK254",,,1.5
"NGC1751,SL89,ESO56SC23,KMHK239",2.0,391,0.005115089514066497,"NGC1751,SL89,ESO56SC23,KMHK239",,,1.6
"NGC1754,SL91,ESO56SC25,KMHK247",0.0,56,0.0,"NGC1754,SL91,ESO56SC25,KMHK247",,,1.6
"NGC1755,SL99,ESO56SC28,KMHK272",9.0,419,0.021479713603818614,"NGC1755,SL99,ESO56SC28,KMHK272",,,2.2
"NGC1756,SL94,ESO56SC27,KMHK257",3.0,259,0.011583011583011582,"NGC1756,SL94,ESO56SC27,KMHK257",,,1.4
"NGC176,K12,L16,ESO29SC2,RZ13           ",8.0,141,0.05673758865248227,"NGC176,K12,L16,ESO29SC2,RZ13           ", 8.20,     ,1.2
"NGC1764,SL115,ESO56SC30,KMHK308",3.0,177,0.01694915254237288,"NGC1764,SL115,ESO56SC30,KMHK308",,,1.1
"NGC1766,SL113,ESO56SC29,KMHK304",3.0,183,0.01639344262295082,"NGC1766,SL113,ESO56SC29,KMHK304",,,1.0
"NGC1767,SL120,ESO56SC31,KMHK318",1.0,85,0.011764705882352941,"NGC1767,SL120,ESO56SC31,KMHK318",,,1.3
"NGC1768,SL127,ESO56SC32,KMHK331",2.0,127,0.015748031496062992,"NGC1768,SL127,ESO56SC32,KMHK331",,,0.65
"NGC1772,SL128,ESO56SC33,KMHK334",7.0,326,0.02147239263803681,"NGC1772,SL128,ESO56SC33,KMHK334",,,1.5
"NGC1774,SL141,ESO85SC26,KMHK360,",3.0,370,0.008108108108108109,"NGC1774,SL141,ESO85SC26,KMHK360,",,,1.7
"NGC1776,SL145,ESO85SC28,KMHK374",0.0,335,0.0,"NGC1776,SL145,ESO85SC28,KMHK374",,,1.3
"NGC1777,SL121,LW96,ESO33SC01,",0.0,143,0.0,"NGC1777,SL121,LW96,ESO33SC01,",,,2.4
"NGC1782,SL140,ESO56SC36,KMHK363",0.0,162,0.0,"NGC1782,SL140,ESO56SC36,KMHK363",,,1.2
"NGC1783,SL148,ESO85SC29,KMHK383",2.0,1582,0.0012642225031605564,"NGC1783,SL148,ESO85SC29,KMHK383",,,5.3
"NGC1786,SL149,ESO56SC39,KMHK385",0.0,873,0.0,"NGC1786,SL149,ESO56SC39,KMHK385",,,2.0
"NGC1789,SL144,LW104,ESO56SC37,",0.0,276,0.0,"NGC1789,SL144,LW104,ESO56SC37,",,,1.8
"NGC1791,SL155,ESO56SC41,KMHK391",4.0,227,0.01762114537444934,"NGC1791,SL155,ESO56SC41,KMHK391",,,1.2
"NGC1793,SL163,ESO56SC43,KMHK405,",5.0,314,0.01592356687898089,"NGC1793,SL163,ESO56SC43,KMHK405,",,,1.3
"NGC1795,SL165,ESO56SC44,KMHK411",0.0,305,0.0,"NGC1795,SL165,ESO56SC44,KMHK411",,,1.4
"NGC1801,SL170,ESO56SC45,KMHK429,",2.0,881,0.0022701475595913734,"NGC1801,SL170,ESO56SC45,KMHK429,",,,2.2
"NGC1804,SL172,ESO56SC46,LOGLE8  ",0.0,140,0.0,"NGC1804,SL172,ESO56SC46,LOGLE8  ",,,0.95
"NGC1805,SL186,ESO85SC32,KMHK459 ",8.0,552,0.014492753623188406,"NGC1805,SL186,ESO85SC32,KMHK459 ",,,1.8
"NGC1806,SL184,ESO56SC47,KMHK462 ",0.0,860,0.0,"NGC1806,SL184,ESO56SC47,KMHK462 ",,,2.5
"NGC1810,SL194,ESO85SC35,KMHK475 ",0.0,166,0.0,"NGC1810,SL194,ESO85SC35,KMHK475 ",,,1.2
"NGC1813,SL190,ESO56SC50,KMHK472 ",3.0,178,0.016853932584269662,"NGC1813,SL190,ESO56SC50,KMHK472 ",,,0.95
"NGC1814,ESO85SC36,KMHK484       ",11.0,166,0.06626506024096386,"NGC1814,ESO85SC36,KMHK484       ",,,1.2
"NGC1815,SL189,ESO56SC49,KMHK469 ",3.0,222,0.013513513513513514,"NGC1815,SL189,ESO56SC49,KMHK469 ",,,1.2
"NGC1816,ESO85SC37,KMHK488,      ",0.0,68,0.0,"NGC1816,ESO85SC37,KMHK488,      ",,,0.9
"NGC1818,SL201,ESO85SC40,KMHK491 ",12.0,1152,0.010416666666666666,"NGC1818,SL201,ESO85SC40,KMHK491 ",,,3.1
"NGC1822,SL210,ESO85SC42,KMHK513 ",0.0,135,0.0,"NGC1822,SL210,ESO85SC42,KMHK513 ",,,1.1
"NGC1823,SL198,ESO56SC51,KMHK487 ",2.0,60,0.03333333333333333,"NGC1823,SL198,ESO56SC51,KMHK487 ",,,1.0
"NGC1825,SL202,ESO56SC53,LOGLE54 ",0.0,4,0.0,"NGC1825,SL202,ESO56SC53,LOGLE54 ",,,1.0
"NGC1826,SL221,ESO85SC43,KMHK524 ",0.0,200,0.0,"NGC1826,SL221,ESO85SC43,KMHK524 ",,,1.2
"NGC1828,SL203,ESO56SC54,LOGLE55 ",0.0,224,0.0,"NGC1828,SL203,ESO56SC54,LOGLE55 ",,,1.2
"NGC1830,SL207,ESO56SC56,BRHT3a, ",0.0,82,0.0,"NGC1830,SL207,ESO56SC56,BRHT3a, ",,,1.3
"NGC1831,SL227,LW133,ESO85SC44,  ",0.0,797,0.0,"NGC1831,SL227,LW133,ESO85SC44,  ",,,3.8
"NGC1834,ESO56SC60,LOGLE72       ",0.0,25,0.0,"NGC1834,ESO56SC60,LOGLE72       ",,,0.95
"NGC1835,SL215,ESO56SC58,LOGLE69 ",0.0,229,0.0,"NGC1835,SL215,ESO56SC58,LOGLE69 ",,,2.3
"NGC1842,SL241,ESO85SC46,KMHK553,",0.0,224,0.0,"NGC1842,SL241,ESO85SC46,KMHK553,",,,1.5
"NGC1844,SL242,ESO85SC48,KMHK556,",2.0,213,0.009389671361502348,"NGC1844,SL242,ESO85SC48,KMHK556,",,,1.6
"NGC1846,SL243,ESO56SC67,KMHK557,",0.0,1456,0.0,"NGC1846,SL243,ESO56SC67,KMHK557,",,,3.8
"NGC1847,SL240,ESO56SC66,LOGLE118",4.0,57,0.07017543859649122,"NGC1847,SL240,ESO56SC66,LOGLE118",,,1.8
"NGC1849,SL267,ESO85SC49,KMHK593 ",0.0,248,0.0,"NGC1849,SL267,ESO85SC49,KMHK593 ",,,1.5
"NGC1852,SL264,ESO56SC71,KMHK594 ",3.0,441,0.006802721088435374,"NGC1852,SL264,ESO56SC71,KMHK594 ",,,1.9
"NGC1856,SL271,ESO56SC73,LOGLE157",0.0,796,0.0,"NGC1856,SL271,ESO56SC73,LOGLE157",,,2.7
"NGC1859,SL297,LW156,ESO85SC50,  ",0.0,188,0.0,"NGC1859,SL297,LW156,ESO85SC50,  ",,,1.5
"NGC1861,SL286,ESO56SC76,KMHK621 ",1.0,233,0.004291845493562232,"NGC1861,SL286,ESO56SC76,KMHK621 ",,,1.5
"NGC1862,SL306,ESO85SC51,BRHT6a, ",0.0,96,0.0,"NGC1862,SL306,ESO85SC51,BRHT6a, ",,,0.9
"NGC1864,SL309,ESO56SC79,KMHK656,",0.0,49,0.0,"NGC1864,SL309,ESO56SC79,KMHK656,",,,1.1
"NGC1866,SL319,LW163,ESO85SC52,  ",2.0,2084,0.0009596928982725527,"NGC1866,SL319,LW163,ESO85SC52,  ",,,5.5
"NGC1867,SL321,ESO85SC53,KMHK665 ",1.0,204,0.004901960784313725,"NGC1867,SL321,ESO85SC53,KMHK665 ",,,1.5
"NGC1868,SL330,LW169,ESO85SC56,  ",0.0,518,0.0,"NGC1868,SL330,LW169,ESO85SC56,  ",,,2.7
"NGC1870,SL317,ESO56SC81,LOGLE235",0.0,436,0.0,"NGC1870,SL317,ESO56SC81,LOGLE235",,,1.1
"NGC1872,SL318,ESO56SC83,LOGLE236",0.0,222,0.0,"NGC1872,SL318,ESO56SC83,LOGLE236",,,1.7
"NGC1878,SL316,ESO56SC80,KMHK661 ",0.0,37,0.0,"NGC1878,SL316,ESO56SC80,KMHK661 ",,,1.1
"NGC1881,SL323,ESO56SC86,LOGLE245",0.0,59,0.0,"NGC1881,SL323,ESO56SC86,LOGLE245",,,1.2
"NGC1882,SL340,ESO85SC57,KMHK609 ",2.0,400,0.005,"NGC1882,SL340,ESO85SC57,KMHK609 ",,,1.6
"NGC1885,SL338,ESO56SC88,LOGLE261",0.0,80,0.0,"NGC1885,SL338,ESO56SC88,LOGLE261",,,1.4
"NGC1887,SL343,ESO85SC59,KMHK700 ",1.0,259,0.003861003861003861,"NGC1887,SL343,ESO85SC59,KMHK700 ",,,1.5
"NGC1890,SL331,LW167,ESO56SC87,  ",2.0,99,0.020202020202020204,"NGC1890,SL331,LW167,ESO56SC87,  ",,,1.1
"NGC1894,SL344,ESO56SC89,BRHT8a, ",0.0,17,0.0,"NGC1894,SL344,ESO56SC89,BRHT8a, ",,,1.4
"NGC1897,SL355,ESO56SC92,KMHK722 ",0.0,123,0.0,"NGC1897,SL355,ESO56SC92,KMHK722 ",,,1.1
"NGC1898,SL350,ESO56SC90,LOGLE292",0.0,20,0.0,"NGC1898,SL350,ESO56SC90,LOGLE292",,,1.6
"NGC1900,SL376,LW184,ESO85SC68,  ",0.0,31,0.0,"NGC1900,SL376,LW184,ESO85SC68,  ",,,1.8
"NGC1902,SL367,ESO85SC66,KMHK734 ",0.0,268,0.0,"NGC1902,SL367,ESO85SC66,KMHK734 ",,,1.7
"NGC1903,SL356,ESO56SC93,BRHT9a, ",0.0,315,0.0,"NGC1903,SL356,ESO56SC93,BRHT9a, ",,,1.9
"NGC1905,SL369,ESO85SC67,KMHK739 ",0.0,67,0.0,"NGC1905,SL369,ESO85SC67,KMHK739 ",,,0.95
"NGC1911,ESO85SC70,KMHK763       ",0.0,124,0.0,"NGC1911,ESO85SC70,KMHK763       ",,,0.6
"NGC1913,SL373,ESO56SC97,BRHT10a,",0.0,168,0.0,"NGC1913,SL373,ESO56SC97,BRHT10a,",,,1.3
"NGC1915,ESO85SC71,KMHK761       ",0.0,29,0.0,"NGC1915,ESO85SC71,KMHK761       ",,,0.6
"NGC1916,SL361,ESO56SC98,LOGLE336",0.0,72,0.0,"NGC1916,SL361,ESO56SC98,LOGLE336",,,2.1
"NGC1917,SL379,ESO56SC100,       ",0.0,934,0.0,"NGC1917,SL379,ESO56SC100,       ",,,1.7
"NGC1921e,SL381,ESO56SC102,      ",0.0,51,0.0,"NGC1921e,SL381,ESO56SC102,      ",,,1.0
"NGC1921w,BRHT49b                ",0.0,68,0.0,"NGC1921w,BRHT49b                ",,,0.65
"NGC1922,SL391,LOGLE354          ",0.0,31,0.0,"NGC1922,SL391,LOGLE354          ",,,1.0
"NGC1926,SL403,ESO56SC105,BH11C2,",0.0,47,0.0,"NGC1926,SL403,ESO56SC105,BH11C2,",,,1.4
"NGC1928,SL405,HS243,ESO56SC106, ",0.0,150,0.0,"NGC1928,SL405,HS243,ESO56SC106, ",,,1.3
"NGC1932,SL420,ESO85SC77,KMHK825 ",1.0,193,0.0051813471502590676,"NGC1932,SL420,ESO85SC77,KMHK825 ",,,1.3
"NGC1938,SL413,ESO56SC108w,      ",0.0,181,0.0,"NGC1938,SL413,ESO56SC108w,      ",,,0.9
"NGC1939,SL414,ESO56SC108e,      ",0.0,323,0.0,"NGC1939,SL414,ESO56SC108e,      ",,,1.4
"NGC1940,SL427,ESO85SC78,KMHK834,",1.0,186,0.005376344086021506,"NGC1940,SL427,ESO85SC78,KMHK834,",,,1.2
"NGC1942,SL445,LW203,ESO85SC81,  ",0.0,287,0.0,"NGC1942,SL445,LW203,ESO85SC81,  ",,,1.9
"NGC1943,SL430,ESO56SC114,       ",9.0,305,0.029508196721311476,"NGC1943,SL430,ESO56SC114,       ",,,1.1
"NGC1944,SL426,LW194,ESO33SC17,  ",0.0,521,0.0,"NGC1944,SL426,LW194,ESO33SC17,  ",,,2.7
"NGC1946,SL454,ESO85SC84,KMHK874 ",0.0,57,0.0,"NGC1946,SL454,ESO85SC84,KMHK874 ",,,1.0
"NGC1950,SL450,ESO56SC116,       ",0.0,88,0.0,"NGC1950,SL450,ESO56SC116,       ",,,1.7
"NGC1951,SL464,ESO85SC86,KMHK886 ",5.0,323,0.015479876160990712,"NGC1951,SL464,ESO85SC86,KMHK886 ",,,1.7
"NGC1953,SL459,ESO56SC118        ",0.0,136,0.0,"NGC1953,SL459,ESO56SC118        ",,,1.2
"NGC1958,SL462,ESO56SC119,       ",0.0,30,0.0,"NGC1958,SL462,ESO56SC119,       ",,,1.5
"NGC1959,SL466,ESO56SC120,       ",0.0,47,0.0,"NGC1959,SL466,ESO56SC120,       ",,,1.6
"NGC1966,ESO56SC125,BH13C2       ",0.0,4,0.0,"NGC1966,ESO56SC125,BH13C2       ",,,1.1
"NGC1967,SL478,ESO56SC126        ",2.0,112,0.017857142857142856,"NGC1967,SL478,ESO56SC126        ",,,0.95
"NGC1969,SL479,ESO56SC124,       ",0.0,6,0.0,"NGC1969,SL479,ESO56SC124,       ",,,1.2
"NGC1972,SL480,ESO56SC129,       ",0.0,24,0.0,"NGC1972,SL480,ESO56SC129,       ",,,0.9
"NGC1978,SL501,ESO85SC90,KMHK944 ",4.0,790,0.005063291139240506,"NGC1978,SL501,ESO85SC90,KMHK944 ",,,4.0
"NGC1984,SL488,ESO56SC132        ",4.0,481,0.008316008316008316,"NGC1984,SL488,ESO56SC132        ",,,1.5
"NGC1986,SL489,ESO56SC134,       ",1.0,660,0.0015151515151515152,"NGC1986,SL489,ESO56SC134,       ",,,2.8
"NGC1987,SL486,ESO56SC131,KMHK926",0.0,726,0.0,"NGC1987,SL486,ESO56SC131,KMHK926",,,1.7
"NGC1994,SL499,ESO56SC136        ",6.0,372,0.016129032258064516,"NGC1994,SL499,ESO56SC136        ",,,1.6
"NGC1997,SL520,LW226,ESO86SC1,   ",0.0,160,0.0,"NGC1997,SL520,LW226,ESO86SC1,   ",,,1.8
"NGC2000,SL493,ESO56SC135,KMHK932",4.0,308,0.012987012987012988,"NGC2000,SL493,ESO56SC135,KMHK932",,,1.6
"NGC2002,SL517,ESO56SC3,KMHK982  ",15.0,371,0.04043126684636118,"NGC2002,SL517,ESO56SC3,KMHK982  ",,,1.9
"NGC2003,SL526,ESO86SC6,KMHK998  ",1.0,182,0.005494505494505495,"NGC2003,SL526,ESO86SC6,KMHK998  ",,,1.7
"NGC2004,SL523,ESO86SC4,KMHK991  ",26.0,1305,0.01992337164750958,"NGC2004,SL523,ESO86SC4,KMHK991  ",,,3.0
"NGC2005,SL518,ESO56SC138,       ",0.0,75,0.0,"NGC2005,SL518,ESO56SC138,       ",,,1.6
"NGC2006,SL537,ESO86SC8,BRHT13a, ",0.0,140,0.0,"NGC2006,SL537,ESO86SC8,BRHT13a, ",,,1.6
"NGC2009,SL534,ESO56SC140,       ",6.0,445,0.01348314606741573,"NGC2009,SL534,ESO56SC140,       ",,,1.4
"NGC2010,SL531,ESO56SC139,       ",2.0,480,0.004166666666666667,"NGC2010,SL531,ESO56SC139,       ",,,1.9
"NGC2011,SL559,ESO56SC144,       ",5.0,76,0.06578947368421052,"NGC2011,SL559,ESO56SC144,       ",,,1.0
"NGC2016,SL547,ESO56SC142,       ",0.0,723,0.0,"NGC2016,SL547,ESO56SC142,       ",,,1.8
"NGC2019,SL554,ESO56SC145,       ",0.0,144,0.0,"NGC2019,SL554,ESO56SC145,       ",,,1.5
"NGC2021,SL570,ESO56SC150,       ",0.0,22,0.0,"NGC2021,SL570,ESO56SC150,       ",,,0.9
"NGC2025,SL571,ESO56SC149,       ",2.0,424,0.0047169811320754715,"NGC2025,SL571,ESO56SC149,       ",,,1.9
"NGC2028,SL575,ESO56SC152,       ",0.0,70,0.0,"NGC2028,SL575,ESO56SC152,       ",,,1.1
"NGC2031,SL577,ESO56SC153,       ",2.0,1638,0.001221001221001221,"NGC2031,SL577,ESO56SC153,       ",,,3.3
"NGC2036,SL587,ESO56SC155,       ",0.0,349,0.0,"NGC2036,SL587,ESO56SC155,       ",,,1.6
"NGC2038,SL590,ESO56SC158,       ",0.0,228,0.0,"NGC2038,SL590,ESO56SC158,       ",,,1.6
"NGC2041,SL605,ESO86SC15,KMHK1132",4.0,483,0.008281573498964804,"NGC2041,SL605,ESO86SC15,KMHK1132",,,2.6
"NGC2043,ESO56SC168,LOGLE627     ",0.0,194,0.0,"NGC2043,ESO56SC168,LOGLE627     ",,,0.65
"NGC2046,SL597,ESO56SC162,       ",0.0,148,0.0,"NGC2046,SL597,ESO56SC162,       ",,,1.1
"NGC2047,SL600,ESO56SC167        ",0.0,399,0.0,"NGC2047,SL600,ESO56SC167        ",,,0.95
"NGC2051,SL608,ESO56SC169,       ",1.0,474,0.002109704641350211,"NGC2051,SL608,ESO56SC169,       ",,,1.5
"NGC2053,SL623,ESO86SC17,        ",0.0,216,0.0,"NGC2053,SL623,ESO86SC17,        ",,,1.5
"NGC2056,SL611,ESO56SC172,       ",0.0,98,0.0,"NGC2056,SL611,ESO56SC172,       ",,,1.5
"NGC2057,SL616,ESO56SC174,       ",0.0,665,0.0,"NGC2057,SL616,ESO56SC174,       ",,,1.3
"NGC2058,SL614,ESO56SC173,       ",0.0,261,0.0,"NGC2058,SL614,ESO56SC173,       ",,,2.1
"NGC2059,SL613,ESO56SC175,       ",0.0,27,0.0,"NGC2059,SL613,ESO56SC175,       ",,,1.1
"NGC2059A,LOGLE632               ",0.0,101,0.0,"NGC2059A,LOGLE632               ",,,0.9
"NGC2062,SL640,ESO86SC20,KMHK1194",0.0,142,0.0,"NGC2062,SL640,ESO86SC20,KMHK1194",,,1.2
"NGC2065,SL626,ESO57SC2,KMHK1160,",0.0,528,0.0,"NGC2065,SL626,ESO57SC2,KMHK1160,",,,2.3
"NGC2066,SL627,ESO57SC3,LOGLE651 ",0.0,93,0.0,"NGC2066,SL627,ESO57SC3,LOGLE651 ",,,1.0
"NGC2072,SL630,ESO57SC4,KMHK1170,",0.0,387,0.0,"NGC2072,SL630,ESO57SC4,KMHK1170,",,,1.0
"NGC2088,SL652,ESO57SC20,KMHK1227",1.0,183,0.00546448087431694,"NGC2088,SL652,ESO57SC20,KMHK1227",,,1.5
"NGC2091,SL653,ESO57SC21,KMHK1229",1.0,219,0.0045662100456621,"NGC2091,SL653,ESO57SC21,KMHK1229",,,1.3
"NGC2092,ESO57SC22,KMHK1235      ",3.0,96,0.03125,"NGC2092,ESO57SC22,KMHK1235      ",,,1.0
"NGC2093,SL657,ESO56SC23,        ",0.0,72,0.0,"NGC2093,SL657,ESO56SC23,        ",,,1.5
"NGC2095,SL669,ESO86SC24,BRHT20a,",4.0,200,0.02,"NGC2095,SL669,ESO86SC24,BRHT20a,",,,1.5
"NGC2096,SL664,ESO57SC27,        ",0.0,32,0.0,"NGC2096,SL664,ESO57SC27,        ",,,1.1
"NGC2097,SL682,LW282,ESO56SC28,  ",0.0,157,0.0,"NGC2097,SL682,LW282,ESO56SC28,  ",,,1.9
"NGC2098,SL667,ESO57SC28,BM4,    ",7.0,398,0.017587939698492462,"NGC2098,SL667,ESO57SC28,BM4,    ",,,2.2
"NGC2100,SL662,ESO57SC25,KMHK1257",29.0,444,0.06531531531531531,"NGC2100,SL662,ESO57SC25,KMHK1257",,,2.5
"NGC2102,SL665,ESO57SC29,        ",2.0,175,0.011428571428571429,"NGC2102,SL665,ESO57SC29,        ",,,0.85
"NGC2105,SL687,ESO86SC29,        ",0.0,368,0.0,"NGC2105,SL687,ESO86SC29,        ",,,1.7
"NGC2107,SL679,ESO57SC32,        ",0.0,43,0.0,"NGC2107,SL679,ESO57SC32,        ",,,1.7
"NGC2108,SL686,ESO57SC33,KMHK1304",3.0,551,0.0054446460980036296,"NGC2108,SL686,ESO57SC33,KMHK1304",,,1.8
"NGC2109,SL688,ESO57SC34,BM28,   ",1.0,254,0.003937007874015748,"NGC2109,SL688,ESO57SC34,BM28,   ",,,1.6
"NGC2111,SL699,ESO57SC35,BRHT21a,",0.0,49,0.0,"NGC2111,SL699,ESO57SC35,BRHT21a,",,,1.5
"NGC2114,SL706,ESO57SC37,BM64,   ",2.0,154,0.012987012987012988,"NGC2114,SL706,ESO57SC37,BM64,   ",,,1.4
"NGC2116,SL715,ESO57SC38,BM79,   ",0.0,127,0.0,"NGC2116,SL715,ESO57SC38,BM79,   ",,,1.2
"NGC2117,SL718,ESO86SC33,BM87,   ",1.0,360,0.002777777777777778,"NGC2117,SL718,ESO86SC33,BM87,   ",,,2.0
"NGC2118,SL717,ESO57SC39,KMHK1380",2.0,147,0.013605442176870748,"NGC2118,SL717,ESO57SC39,KMHK1380",,,1.6
"NGC2120,SL742,LW316,ESO86SC34,  ",0.0,233,0.0,"NGC2120,SL742,LW316,ESO86SC34,  ",,,2.2
"NGC2121,SL725,LW303,ESO57SC40,  ",0.0,1226,0.0,"NGC2121,SL725,LW303,ESO57SC40,  ",,,2.7
"NGC2123,SL755,LW324,ESO86SC36,  ",0.0,109,0.0,"NGC2123,SL755,LW324,ESO86SC36,  ",,,1.5
"NGC2125,SL750,ESO57SC44,KMHK1451",0.0,94,0.0,"NGC2125,SL750,ESO57SC44,KMHK1451",,,1.1
"NGC2127,SL751,ESO57SC45,        ",1.0,187,0.0053475935828877,"NGC2127,SL751,ESO57SC45,        ",,,1.5
"NGC2130,SL758,ESO86SC37,        ",0.0,220,0.0,"NGC2130,SL758,ESO86SC37,        ",,,1.4
"NGC2133,SL757,ESO57SC46,KMHK1471",0.0,264,0.0,"NGC2133,SL757,ESO57SC46,KMHK1471",,,1.6
"NGC2134,SL760,ESO57SC47,        ",0.0,441,0.0,"NGC2134,SL760,ESO57SC47,        ",,,2.8
"NGC2135,SL765,ESO86SC39,BM151,  ",3.0,128,0.0234375,"NGC2135,SL765,ESO86SC39,BM151,  ",,,1.5
"NGC2136,SL762,ESO57SC48,BRHT22a,",1.0,539,0.0018552875695732839,"NGC2136,SL762,ESO57SC48,BRHT22a,",,,2.8
"NGC2137,SL764,ESO57SC49,BRHT22b,",1.0,33,0.030303030303030304,"NGC2137,SL764,ESO57SC49,BRHT22b,",,,1.1
"NGC2138,SL777,LW330,ESO86SC40,  ",0.0,97,0.0,"NGC2138,SL777,LW330,ESO86SC40,  ",,,1.2
"NGC2140,SL773,ESO57SC51,BM159,  ",2.0,134,0.014925373134328358,"NGC2140,SL773,ESO57SC51,BM159,  ",,,1.5
"NGC2145,SL780,ESO57SC52,        ",1.0,180,0.005555555555555556,"NGC2145,SL780,ESO57SC52,        ",,,1.5
"NGC2147,SL784,ESO57SC54,KMHK1531",13.0,54,0.24074074074074073,"NGC2147,SL784,ESO57SC54,KMHK1531",,,0.95
"NGC2151,SL786,ESO57SC57,KMHK1541",2.0,203,0.009852216748768473,"NGC2151,SL786,ESO57SC57,KMHK1541",,,1.3
"NGC2153,SL792,LW341,ESO86SC43,  ",0.0,105,0.0,"NGC2153,SL792,LW341,ESO86SC43,  ",,,1.5
"NGC2154,SL793,LW339,ESO86SC42,  ",0.0,418,0.0,"NGC2154,SL793,LW339,ESO86SC42,  ",,,2.4
"NGC2155,SL803,LW347,ESO86SC45,  ",0.0,270,0.0,"NGC2155,SL803,LW347,ESO86SC45,  ",,,2.4
"NGC2156,SL796,ESO57SC59,BM185,  ",4.0,312,0.01282051282051282,"NGC2156,SL796,ESO57SC59,BM185,  ",,,2.1
"NGC2157,SL794,ESO57SC58,KMHK1558",2.0,369,0.005420054200542005,"NGC2157,SL794,ESO57SC58,KMHK1558",,,2.8
"NGC2159,SL799,ESO57SC60,BM187,  ",2.0,313,0.006389776357827476,"NGC2159,SL799,ESO57SC60,BM187,  ",,,1.9
"NGC2160,SL801,ESO57SC61,BM188,  ",1.0,158,0.006329113924050633,"NGC2160,SL801,ESO57SC61,BM188,  ",,,1.4
