id,mag_psf_g,mag_psf_i,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_j0515,mag_psf_j0660,mag_psf_j0861,mag_psf_r,mag_psf_u,mag_psf_z,ra,dec,ra_deg,dec_deg,Type,Category,Bestar
i06d26101WRG,12.869048553466797,12.833149345397949,13.103948093414306,12.906135704040526,12.886365295410155,12.860075157165529,12.744588600158693,12.676038543701171,12.692636360168457,13.10626773071289,13.10073857498169,12.69723229980469,122.57792861275682,-31.12269820305963,122.57749999999996,-31.1225,B2.5IIe,Classical,[O92] 372
i06d27702F1W,14.176170288085938,13.652454010009766,14.741206829071047,14.453537662506104,14.361006362915038,14.299658042907716,13.996252128601075,13.776330150604249,13.603051250457764,13.792665336608888,14.893096439361571,13.560763755798341,122.23360011751379,-32.19874049487497,122.23329166666664,-32.198899999999995,B2.5IVe,Classical,[O92] 359
i06d27703PHV,13.606553421020507,13.086959274291992,14.092981922149658,13.890171630859374,13.816644283294679,13.749014961242676,13.42902989578247,13.203441101074219,13.040960479736327,13.219181671142579,14.13568925857544,13.020670280456542,122.2271468150894,-31.80262418151423,122.2270833333333,-31.8025,B2.5IVe,Classical,[O92] 358
i06d27702DBV,12.91005810546875,11.451404060363771,13.696416145324708,13.531965785980226,13.441702945709228,13.300339057922365,12.62474672317505,11.582169647216798,11.307648422241211,12.036572746276857,13.651267555236817,11.244122932434081,122.0162444787188,-32.22474193787339,122.01629166666665,-32.2247,Bpe,Classical,WRAY 15-162
i06d27704CUB,13.163431396484373,12.477673919677734,13.665829849243163,13.499860057830812,13.445061889648436,13.379419898986818,12.954276908874512,12.638615596771242,12.400525291442872,12.682352592468263,13.743814243316649,12.366848510742187,122.01167057547039,-31.59610809415779,122.01170833333332,-31.5961,B1IIIe,Classical,[O92] 349
i06d19702JAE,10.51201496887207,11.173137954711915,9.505480422973633,9.260041847229004,9.241664871215821,9.29116278076172,9.45416732788086,10.491606872558595,10.289159355163573,11.014030555725096,9.732534965515136,10.930155303955079,119.77157741790187,-25.276929589576078,119.77166666666665,-25.27693888888889,B2.5IIIe,Classical,V408 Pup
i06d275015W3,10.180729949951171,10.689810180664061,9.64012156677246,9.432022842407228,9.420780128479002,9.423749885559083,9.446252548217775,10.40860206604004,9.768393966674804,10.685564170837402,9.644045112609863,10.238492080688477,119.72900568940916,-32.55772311467149,119.72899999999998,-32.55769166666666,Be,Classical,CD-32 4657
i06d22800KRK,,,11.511759483337404,11.360838104248046,11.327507629394532,11.295959693908692,11.158816528320312,,,11.764314682006837,11.419033767700196,,119.33662827970007,-28.632865196587385,119.33662499999998,-28.632855555555555,B2Ve,Classical,CD-28 5151
i06d228022TJ,11.488843971252443,,10.833065116882324,10.744399467468263,10.71546984863281,10.716977363586427,10.605158012390138,,10.72554983520508,,10.832682220458985,11.585813056945799,118.95802661386475,-28.15312022799312,118.95791666666663,-28.1533,Be,Classical,CD-27 4743
i06d27501BJM,11.9914033203125,,12.599009281158448,12.483472957611085,12.394042739868166,12.271508769989012,11.744775032043457,10.714698951721193,10.676377342224121,11.180209579467775,12.484697353363035,10.632527709960936,118.82167063300759,-32.456973087480485,118.82170833333332,-32.456900000000005,Be,Classical,V496 Pup
i06d21102SGL,,,9.734060691833495,9.362393753051759,9.50563375854492,9.514400924682619,10.307725296020507,,10.683738273620605,,10.05179766845703,,116.8832737350616,-26.681756400886776,116.88329166666664,-26.681911111111116,B0Ve,Classical,HD 63359
i06d14901SD8,10.23914596557617,10.70327540588379,10.268429496765137,10.187651809692383,10.185611785888671,10.163045951843262,10.029113517761232,10.066165824890138,9.89493182373047,10.489632064819336,10.10655039215088,10.678254707336425,116.74644982164412,-21.161548093939146,116.746375,-21.16153611111111,Be,Classical,BD-20 2183
i06d21102M67,11.425714965820312,11.81847048187256,10.71808106994629,10.628720169067382,10.61787989807129,10.58249648284912,10.481057281494142,11.218374313354492,10.799666549682616,11.797066108703614,10.5604344329834,,116.65076791250279,-26.694446421503986,116.65083333333332,-26.69445,Oe,Classical,CD-26 4955
i06d18001P6B,10.842884284973145,,10.658198051452636,10.565305213928223,10.559680297851564,10.5423871383667,10.41447258758545,,10.3521697845459,10.950817024230957,10.50508783721924,,116.28494645229135,-24.131554768221452,116.28499999999998,-24.1317,Be,Classical,CD-23 6121
i06d21101QF3,,,,9.374080551147461,9.797390914916992,9.57441473388672,,,,,,,116.14691332178575,-26.94499731001218,116.147,-26.945025,B2Ve,Classical,HD 62780
i06d33603F3F,,,9.171090843200684,,,,,,,11.729987419128417,9.862101005554198,11.597546669006348,114.99154999083174,-37.57909143011459,114.991625,-37.57942222222223,B6IVe,Classical,V468 Pup
i06d05602ZAU,10.798191551208497,11.595419036865234,9.626703765869141,9.553321800231934,9.557246200561522,9.568988723754885,9.679708396911622,10.623993499755858,10.587081245422365,11.368348587036134,9.567522445678712,11.130994651794435,114.92599537238742,-12.259224070178986,114.926,-12.259272222222222,Be,Classical,BD-11 2043
i06d19403UZW,11.624245262145998,,11.539773643493653,11.39430365753174,11.361124084472657,11.293747146606446,11.048033111572266,,10.702201736450196,9.93330219268799,11.419427848815918,11.735358604431152,114.77553406271554,-24.751279486419858,114.775625,-24.751347222222225,Be,Classical,CD-24 5721
i06d05601PA2,10.79453737640381,11.556843681335451,10.156968635559082,9.5924613571167,9.441039588928223,9.467595275878907,9.616382102966309,10.738553329467774,10.484328002929686,11.455886917114256,10.559251853942872,11.25774559020996,114.4283053588562,-12.759314754295062,114.428375,-12.759316666666669,A0IVe,Classical,HD 61205
i06d07200URD,,,,,,,,,,,,,114.41153904884784,-14.441128768099516,114.41166666666666,-14.440763888888888,B8.5IVe,Classical,HD 61224
i06d27201FFU,9.589492202758787,,8.918542900085448,8.50983659362793,8.55992050933838,8.484472053527831,8.697756622314454,10.133975959777832,10.186423515319824,,9.14460634613037,10.098941497802734,114.36967003755728,-32.39653180112503,114.36970833333332,-32.39653055555556,B4Ve,Classical,HD 61355
i06d31801T9J,11.724562278747559,12.124348014831543,,,,,,11.505791122436523,,11.872390151977537,,,113.46291239068351,-36.33815466559909,113.46266666666664,-36.338391666666666,B3Vne,Classical,z Pup
i06d13102RWI,13.585934371948241,12.549619430541991,14.068404693603515,13.907684734344482,13.8405415725708,13.757319072723387,13.369376419067382,,12.354372108459472,12.782155876159667,14.02559450531006,12.356562896728516,112.95363834183206,-19.459273010282494,112.95379166666666,-19.4592,Be,Classical,ESO 559-16
i06d040023UI,11.031231231689453,11.942620666503906,10.364102027893065,10.264903610229492,10.24923780822754,10.241458183288575,10.30912567138672,11.06066455078125,10.948335411071778,11.802602966308594,10.373081428527833,11.59300402069092,112.49546182741105,-11.263472501485165,112.49545833333332,-11.263522222222225,Be,Classical,BD-10 2073
i06d1300176E,11.014040565490724,,10.429892929077148,10.369757499694824,10.369006248474122,10.326836608886719,10.189638870239257,10.987605895996094,,11.527101135253908,10.339289916992186,,111.2395528064031,-20.116308390209316,111.23954166666664,-20.11625,Be,Classical,BD-19 1871
i06d11402XRM,,,10.918476989746093,10.772124229431153,10.762118141174316,10.745690055847167,10.620328521728517,,10.897307929992675,,10.742922492980956,11.206528884887696,110.74480246819991,-17.950024351908272,110.74474999999998,-17.950091666666665,Be,Classical,BD-17 1944
