id,mag_psf_g,mag_psf_i,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_j0515,mag_psf_j0660,mag_psf_j0861,mag_psf_r,mag_psf_u,mag_psf_z,ra,dec,ra_deg,dec_deg,Type,Category,Bestar
i06d14502Q5A,10.385899421691896,,9.60205104827881,9.381581184387208,9.350100288391115,9.37559132385254,,10.526834991455079,10.115730415344238,10.941268119812012,9.663663650512696,10.866371368408203,110.65103067680275,-20.909648793961527,110.65108333333332,-20.909647222222222,Be,Classical,BD-20 1891
i06d08301MKF,,,9.264306579589842,9.02921312713623,9.001402320861818,8.99986727142334,9.236131317138671,,10.29237804412842,,9.595093917846679,,109.54009559655044,-15.628259134121905,109.54016666666664,-15.62832777777778,B5IIe,Classical,MU CMa
i06d09802PPR,11.200491806030275,11.627434211730957,9.975141510009767,9.677203338623048,9.718820739746093,9.70538126373291,10.077717491149901,11.186189727783201,10.87766067504883,11.773509620666506,10.219734748840331,11.269661193847657,109.26420153804939,-16.607780574621,109.26420833333331,-16.60781388888889,B7.5Vnne,Classical,HD 56600
i06d22102LSF,10.466103141784668,11.430624313354492,9.014989837646485,8.694414360046387,8.850935554504396,8.882460639953614,9.282459037780761,11.158168128967286,10.4040432510376,11.114408493041992,9.316060989379881,10.954908752441405,108.06471523950427,-27.863265767846496,108.06479166666666,-27.86329166666667,B6Vne,Classical,HD 55566
i06d0660305J,10.303183876037597,,10.90154535675049,10.76204200744629,10.632092994689941,10.462536079406739,9.750781158447264,10.270981246948242,9.846539703369139,,11.106170906066893,10.874816993713377,106.74259467235375,-13.676359856356736,106.74262499999998,-13.676441666666664,Be,Classical,BD-13 1825
i06d13600PQ4,11.891156440734864,,10.625298812866212,10.401988281249999,10.382678001403807,10.439293457031251,10.694821380615235,10.379231712341308,11.202601768493654,10.585126182556152,10.95637197113037,11.689147987365722,96.32048753461436,-21.334539512138388,96.32058333333332,-21.33453611111111,Be,Classical,BD-21 1449
i06MC00410G79A,15.663871627807616,15.938719863891603,15.607751876831056,15.431851989746093,15.454712516784667,15.48919889831543,15.626432876586914,15.469727519989014,16.033031620025636,15.712944168090822,,16.03782132720947,85.96398456044275,-67.83248648240537,85.96275,-67.83253055555555,B2.2Ve,Classical,[O96] D301NE-10
i06MC003300IWV,15.49525075531006,16.05084161376953,15.454934810638427,15.22570517730713,15.291819553375245,15.380179653167726,15.613081966400145,15.851604347229003,16.241345726013183,15.7670548286438,15.570306644439697,16.24947394180298,85.84960012471814,-67.79677001302352,85.84949999999999,-67.79686111111111,B2.2Ve,Classical,[O96] D301NW-14
i06MC00410G74P,20.651899377822875,20.805600467681884,21.241973477363587,,20.35794074206613,20.389182384967803,20.596062987923624,20.87696874046326,21.107358862638474,20.69216918182373,22.862935152053833,,85.67433308552181,-67.82774684428499,85.67420833333333,-67.82809999999999,Be,Classical,[MLD95] LMC 2-750
i06MC003300399,20.80131362915039,,,,,,,20.891127127170563,,20.750233226776125,,20.929151057720183,85.67427557682281,-67.82771208054835,85.67420833333333,-67.82809999999999,Be,Classical,[MLD95] LMC 2-750
i06MC00410FBFE,21.356941213607787,21.104060614585876,,,,,,21.268665929794313,,21.14966062641144,,21.181817923545836,85.55373486135812,-67.90296371139873,85.55370833333333,-67.90310000000001,Be,Classical,[MLD95] LMC 2-488
i06MC00410C3BY,16.33260134124756,16.57900419616699,16.1796249332428,16.098477430343628,16.132212394714355,16.177753582000733,16.29198477935791,16.28936995124817,16.724869958877562,16.412032348632813,16.12392455101013,16.71794460296631,85.37287865349134,-68.16495924375481,85.37233333333333,-68.16496944444445,B0.5Ve,Classical,[MLD95] LMC 2-8
i06MC0033078D6,14.74677414703369,15.130471179962157,14.583543701171877,14.5288286819458,14.619859912872315,14.736835571289063,14.839812351226808,14.908686515808107,15.295674118041994,14.942216087341308,14.553221466064453,15.318677444458007,83.77489702227095,-67.0043816259239,83.77458333333331,-67.0044,B0Ve,Classical,RX J0535.0-6700
i06MC00330BV73,15.019516426086426,15.635693325042723,14.527719715118408,14.688079727172852,14.756494682312013,14.780861843109133,15.19644103240967,14.82883895111084,15.885559661865233,15.185445030212403,14.68710607910156,15.868984592437744,83.13993005889026,-66.45290336401277,83.14012499999998,-66.45296944444445,O8Ve,Classical,[L72] LH 72-10
i06MC00330BX62,14.91685172653198,15.556111804962157,14.467250274658202,14.499906982421876,14.557663932800292,14.600296516418457,15.04358815383911,14.963080127716065,15.883400169372557,15.129521381378172,14.736006465911863,15.899910705566406,83.04125699987773,-66.43579128837314,83.041125,-66.43571944444444,B0.5Ve,Classical,[L72] LH 72-39
i06MC003305E2J,17.234436573028564,17.740725269317625,,,,,,,,17.456020729064942,,,82.7122068861059,-67.3024111155039,82.71204166666665,-67.30236388888889,B3IVe,Classical,Cl* NGC 2004 KWBBE 1196
i06MC0032060DE,17.195960357666017,17.743513832092287,17.274490440368652,16.97152787017822,17.007068256378172,17.075424392700196,17.24367500114441,17.457372697830202,17.861346906661986,17.461033676147462,17.45518203353882,17.89954831314087,82.71217818362743,-67.30239754810552,82.71204166666665,-67.30236388888889,B3IVe,Classical,Cl* NGC 2004 KWBBE 1196
i06MC003305DUP,15.246479976654054,15.136832538604736,,,,,,14.998765354156493,15.345179649353028,15.14672412109375,15.17816687774658,15.252736503601074,82.70309864782766,-67.28043398573618,82.70291666666667,-67.28036388888889,B1IIIe,Classical,Cl* NGC 2004 KWBBE 203
i06MC003206074,15.215522052764893,15.265847526550292,15.246919353485108,15.10188172531128,15.139240840911864,15.161793212890625,15.207555488586426,14.998499404907225,15.441988819122315,15.211782859802245,15.199642253875734,15.414191577911378,82.70294291655502,-67.28037248212874,82.70291666666667,-67.28036388888889,B1IIIe,Classical,Cl* NGC 2004 KWBBE 203
i06MC008807L0Q,18.025510169982912,16.900823810577393,18.124504260063173,18.927478082180023,18.813533480644224,18.570123607635498,17.895241842269897,16.373188749313353,16.801334112167357,17.155597854614257,18.786477437019347,16.649824714660646,82.6995436196019,-71.1320578016274,82.69949999999999,-71.13199999999999,O7.5Ve,Classical,2MASS J05304789-7107550
i06MC003305KFH,16.273126300811768,16.918523612976074,16.26807493209839,15.950069301605225,16.059682048797608,16.072240299224852,16.323864374160767,,,16.565267127990722,,,82.69922439274421,-67.1934705324925,82.69916666666666,-67.19345277777778,B2Ve,Classical,Cl* NGC 2004 KWBBE 374
i06MC003206RP2,16.296368072509765,16.975352348327636,16.269526235580443,16.039138942718505,16.108924011230467,16.166433948516847,16.359030307769775,16.743551202774047,17.168597095489503,16.640310722351074,16.393539129257203,17.208673072814943,82.6991843429258,-67.19347229894657,82.69916666666666,-67.19345277777778,B2Ve,Classical,Cl* NGC 2004 KWBBE 374
i06MC003305DVS,17.179680335998537,17.723703685760498,17.140964361190797,16.81946083831787,16.860162397384645,16.479668014526368,17.11710015106201,,,17.42602147293091,,,82.69614834006477,-67.2942090813356,82.69566666666665,-67.29424999999999,B2Ve,Classical,Cl* NGC 2004 KWBBE 1175
i06MC00320609C,17.2396286277771,17.816021213531496,17.24787539100647,16.949882251739503,17.029710868835448,17.092816717147826,17.277551036834716,17.36568437576294,17.850660913467408,17.52413115310669,18.02034693145752,17.810825679779054,82.69608204909017,-67.29420783339813,82.69566666666665,-67.29424999999999,B2Ve,Classical,Cl* NGC 2004 KWBBE 1175
i06MC00320608H,,,,,,,,,,,,,82.68782972056133,-67.28875883509,82.68816666666665,-67.28841666666666,B6IIIe,Classical,Cl* NGC 2004 KWBBE 1169
i06MC003206DWM,13.279935050964355,13.601246345520021,13.158253765106203,13.05605521774292,13.120973209381102,13.145815944671632,13.2789522857666,13.213195552825926,13.796743267059327,13.426914909362793,13.159054580688476,13.802968978881836,82.68777283626906,-67.24061134230683,82.68770833333332,-67.24059166666667,B2IIIe,Classical,Cl* NGC 2004 KWBBE 44
i06MC00320607P,14.399637939453125,14.985049495697023,14.335266456604003,14.123810512542725,14.17272911453247,14.222552829742433,14.435365467071534,14.798743591308593,15.156450622558594,14.70327458190918,14.53618452835083,15.166122291564943,82.68459593672652,-67.28968616075704,82.68449999999999,-67.28964166666667,B2IIIe,Classical,Cl* NGC 2004 BBBC 451
i06MC003206X5Y,15.770043872833252,16.426598133087158,15.641453165054322,15.474510818481445,15.524388412475584,15.576018138885498,15.790483131408692,16.23244807052612,16.624789516448974,16.117068580627443,15.732721267700196,16.624309135437013,82.66642366419337,-67.20583004750577,82.66624999999999,-67.20583611111111,B2IIIe,Classical,Cl* NGC 2004 KWBBE 347
i06MC00320608T,15.176751377105713,15.524055728912355,15.018704135894776,14.93742917251587,15.010941127777098,15.038446407318116,15.202649238586424,15.227697238922119,15.70973002243042,15.355698440551759,14.964740825653077,15.712294982910155,82.66493295935422,-67.28051524279573,82.66491666666666,-67.28042222222223,B0IIIe,Classical,Cl* NGC 2004 ROB B3
i06MC003206BSG,15.741671180725099,16.17439364242554,15.69082055091858,15.525067478179931,15.569355110168456,15.58717784881592,15.78525068283081,15.714202632904051,16.36310374069214,15.958002712249755,15.671799007415771,16.37675428390503,82.66197596920254,-67.2392158612946,82.66191666666666,-67.23920277777778,B2IVe,Classical,Cl* NGC 2004 KWBBE 344
i06MC0032060AU,15.700868774414062,16.15859349822998,15.691767341613769,15.496223670959473,15.528839210510252,15.549361614227294,15.739996410369873,15.853077350616456,16.355669849395753,15.952784870147706,15.75142519378662,16.347388671875,82.66099962749415,-67.27315919172835,82.66095833333333,-67.27305555555556,B1.5Ve,Classical,Cl* NGC 2004 ROB C2
i06MC003206083,14.230520965576172,14.55711961746216,14.13212102508545,14.011438591003419,14.081382850646971,14.104723579406738,14.250737457275392,14.19042423629761,14.759730213165284,14.382466979980467,14.074431709289552,14.759665893554686,82.65716215448377,-67.2943590412187,82.65704166666666,-67.29430555555555,B2IIIe,Classical,Cl* NGC 2004 ROB C16
i06MC003206X4F,17.33119149017334,17.933720577239992,17.394954912185668,17.121003061294555,17.14025817298889,17.150247711181642,17.41888221359253,17.74522904777527,18.09810802078247,17.642593196868898,17.548758684158326,18.041695024490355,82.65432778324968,-67.19146899032587,82.65516666666666,-67.191475,B2Ve,Classical,Cl* NGC 2004 KWBBE 1108
i06MC0032053M6,16.680084468841553,17.033693271636963,16.706198568344117,16.524869735717772,16.517535236358643,16.563677322387694,16.71412523651123,16.608456426620485,17.162666931152344,16.852763881683348,16.890598243713377,17.145491382598877,82.65439517572058,-67.35075216318553,82.65433333333333,-67.35072777777778,B2IIIe,Classical,Cl* NGC 2004 KWBBE 624
i06MC00320608Y,15.157132316589355,15.444953212738039,15.057573112487795,14.939386112213136,14.995363811492918,15.018935661315918,15.162688781738282,15.013630256652831,15.642518798828124,15.283879539489746,15.045788360595704,15.636562751770018,82.65150668426561,-67.28089449353605,82.65141666666666,-67.28083333333333,B2IIIe,Classical,Cl* NGC 2004 ROB B10
i06MC003206X1G,16.647255443573,17.196173656463625,16.713844820022583,16.455237775802612,16.44199524307251,16.494814346313476,16.699413578033447,16.97959453201294,17.367056648254394,16.915323474884033,17.016436111450194,17.332358432769777,82.65097620426522,-67.22436824556056,82.65091666666665,-67.22436111111111,B3IIIe,Classical,Cl* NGC 2004 KWBBE 622
i06MC0088094XY,14.90868194580078,15.14195721054077,14.805280281066896,14.70022236251831,14.731789115905762,14.771545936584474,14.894630702972414,14.774347869873047,15.339316337585448,15.01026177597046,14.614627101898193,15.314086200714112,82.64659515150015,-71.03255649609925,82.64716666666666,-71.03253055555555,B1Ve,Classical,[MLD95] LMC 1-702
i06MC003206X16,15.920107719421388,16.619088638305666,15.81892935371399,15.636813074111938,15.687811069488525,15.751022953033448,15.970551738739015,16.40908388519287,16.8052410030365,16.283744075775147,15.884603916168214,16.827262546539306,82.6468827034719,-67.18865624478029,82.646875,-67.18863888888889,B1IIIe,Classical,Cl* NGC 2004 MHFBE 119521
i06MC003206DY6,15.165060138702394,15.815548812866211,15.052602935791015,14.899989276885986,14.960773090362547,14.999988174438478,15.224228950500489,15.527381980895996,15.995890895843505,15.493794441223145,15.112351314544679,15.995832038879396,82.64442052967233,-67.24595820519379,82.64433333333332,-67.24591666666667,B1IVe,Classical,Cl* NGC 2004 MHFBE 101350
i06MC003206097,15.882672477722167,16.15220190048218,15.87278409767151,15.703565341949464,15.747768978118895,15.770862083435059,15.903830505371094,15.745936260223388,16.290307800292968,16.006126663208008,15.865654945373535,16.291417121887207,82.63326964817846,-67.27788407385718,82.63324999999999,-67.27785,B1.5IIIe,Classical,Cl* NGC 2004 ROB C5
i06MC003206094,17.10641353225708,17.513932476043703,17.11482265853882,16.882727367401124,16.91765985870361,16.956813793182373,17.14395146560669,17.04235556983948,17.65648082923889,17.288601108551024,17.232490207672118,17.618964195251465,82.6219314342597,-67.28383262306431,82.62195833333332,-67.28379166666666,B2IVe,Classical,Cl* NGC 2004 KWBBE 1055
i06MC003206X20,16.123275230407714,16.755971897125246,16.108253688812255,15.896074682235717,15.912136177062987,15.959259387969972,16.15827988433838,16.263173093795775,16.793965545654295,16.424626495361327,16.789322076797486,16.801956394195557,82.61535663571297,-67.2167987290092,82.61504166666666,-67.216725,B2IIIe,Classical,Cl* NGC 2004 KWBBE 579
i06MC0032067B3,15.301404022216797,15.486719928741454,15.218005420684815,15.119823127746582,15.17558441543579,15.195691276550292,15.295788234710692,14.94397498321533,15.645286289215086,15.357385013580323,15.147788494110106,15.634204055786132,82.60165405824922,-67.24876426043743,82.601625,-67.24874722222222,B2IIIe,Classical,Cl* NGC 2004 KWBBE 152
i06MC003205TYY,16.459872341156007,17.111364540100098,16.47279384994507,16.205828649520875,16.242632011413573,16.307313495635988,16.52741184234619,16.940067966461182,17.379918542861937,16.806077045440674,16.557514097213744,17.365779949188234,82.58250883915483,-67.28475569205527,82.58245833333332,-67.28472777777777,B2.5Ve,Classical,Cl* NGC 2004 KWBBE 554
i06MC003205I5G,17.061185600280762,17.664957553863527,17.135756006240843,16.857925874710084,16.888032773971556,16.90831426048279,17.121848518371582,17.48359082221985,17.844350782394407,17.36139089202881,17.20664542579651,17.850846767425537,82.57749966051887,-67.31437063938412,82.57741666666665,-67.3143361111111,B2.5V,Classical,Cl* NGC 2004 KWBBE 993
i06MC003204MSG,15.782262420654298,16.332652309417725,15.763006614685057,15.58764455986023,15.582956268310546,15.656820930480958,15.82850633239746,16.163469554901123,16.508714374542237,16.05223294067383,15.933193691253663,16.530930778503418,82.56519042559475,-67.39852393929577,82.56524999999998,-67.39850000000001,B2IVe,Classical,Cl* NGC 2004 MHFBE 55075
i06MC003206FDY,15.70529694366455,16.262724170684816,15.686684776306151,15.506600290298461,15.508025268554686,15.568772888183595,15.75381761932373,15.799905166625976,16.26948751449585,15.966913887023924,16.31586629486084,16.298183731079103,82.53354822227342,-67.24342655871162,82.53362499999999,-67.24340277777777,B2IIIe,Classical,Cl* NGC 2004 KWBBE 287
i06MC003207B1S,15.967631954193116,16.292522274017333,16.014293394088746,15.81430004310608,15.84788101196289,15.842811908721924,15.962159748077394,15.889553516387938,16.411057907104492,16.112412857055663,16.08322106361389,16.441750816345216,82.52327439594144,-67.14822565904296,82.52291666666666,-67.14818055555556,B1Ve,Classical,Cl* NGC 2004 MHFBE 132079
i06MC003207V84,14.355238098144532,14.86296304321289,14.146666820526121,14.074592334747315,14.125106029510498,14.15625065612793,14.32067989349365,14.664169353485107,15.074942806243897,14.61424486541748,14.267117366790771,15.124995521545411,82.50148370581225,-67.12897573252698,82.501375,-67.12889444444444,B1IVe,Classical,Cl* NGC 2004 MHFBE 138610
i06MC003206FDP,15.58436619949341,16.031836685180664,15.653444458007812,15.439286380767822,15.460189441680907,15.475263690948488,15.641829406738282,15.513334068298342,16.067627967834472,15.786999744415283,16.09270824623108,16.09207857131958,82.49735214230523,-67.24625124923035,82.49733333333332,-67.24624444444444,B2IIIe,Classical,Cl* NGC 2004 KWBBE 276
i06MC003205GG0,17.339010334014894,17.83652675628662,17.404779139518737,17.1466653175354,17.16932425880432,17.17077218055725,17.415244369506837,17.289790704727174,17.965404094696044,17.554160129547117,17.454329334259032,18.01261446762085,82.4827376911308,-67.32070311362536,82.48270833333332,-67.32062777777777,B2Ve,Classical,Cl* NGC 2004 KWBBE 874
i06MC003205PWH,15.720684478759765,16.20232093811035,15.606034383773803,15.474416664123535,15.511065986633302,15.56553416824341,15.743195957183836,15.862509563446046,16.377455627441407,15.964605747222901,15.729970672607422,16.39052229309082,82.43767515197221,-67.2973863745271,82.4375,-67.29736111111112,B1.5IVe,Classical,Cl* NGC 2004 MHFBE 85028
i06MC003207BUT,14.306132453918458,14.641354042053223,14.325581398010254,14.144754673004151,14.183533840179443,14.205484714508056,14.299079948425295,14.308345516204835,14.799239894866943,14.451303970336912,14.213488342285157,14.816684680938721,82.35781648862029,-67.14833116034518,82.35779166666666,-67.1483138888889,B1IIIe,Classical,Cl* NGC 2004 MHFBE 132205
