id,ra,dec,mag_psf_g,mag_psf_i,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_j0515,mag_psf_j0660,mag_psf_j0861,mag_psf_r,mag_psf_u,mag_psf_z,OGLE-II,OGLE-III,OGLE-IV,ura,udec
i06MC00650BBHV,81.66466711778621,-69.41636605273592,16.865929733276367,16.351408004760742,17.8353702545166,17.658955966949463,17.229747863769532,17.149094337463378,16.763120330810548,16.45202639770508,16.330119216918945,16.471803230285644,18.062335784912108,16.302864959716796,LMC_SC4_352909,LMC161.1.67226,LMC503.08.28766,81.66475,-69.41636
i06MC00650BMD9,81.64107273394401,-69.38640106754568,13.564004852294921,13.463859962463378,14.323315479278566,13.973127281188965,13.693678543090819,13.635452171325685,13.540777580261231,13.48651276397705,13.457332695007324,13.442367118835449,15.221973640441895,13.421059944152834,LMC_SC4_358479,LMC161.2.12645,LMC503.08.28656,81.64129,-69.38639
i06MC00650BNML,81.58929583833381,-69.38393782930223,15.448601387023924,14.863263534545897,16.48725645828247,16.349036682128908,15.87958876800537,15.809105918884278,15.344972465515138,14.990315063476562,14.823699081420898,15.025114173889161,16.753445846557618,14.794900276184084,LMC_SC4_358481,LMC161.2.15,LMC503.08.28658,81.58946,-69.38394
i06MC006505CNW,81.24785414451598,-69.95747559064999,16.078253105163576,16.433315567016603,15.989040462493897,15.880338340759277,15.823456268310547,15.895448913574217,16.08916710662842,15.973158744812011,16.54160863494873,16.206445518493652,16.163279708862305,16.570977607727052,LMC_SC4_36297,LMC162.7.53036,LMC502.26.37215,81.24796,-69.95742
i06MC006502SMB,81.83340691372707,-70.20487449242104,15.735650375366212,16.01493332672119,15.72235306930542,15.569813400268554,15.504079986572265,15.596139183044432,15.742729270935058,15.800142776489256,16.18531770324707,15.875732536315919,15.830379661560059,16.195462738037108,LMC_SC4_369726,LMC163.4.17202,LMC516.15.56608,81.83338,-70.20478
i06MC006504F5L,81.87199172067638,-70.05298040937386,16.02375570678711,16.413366348266603,16.093371479034424,15.881888061523437,15.804178871154786,15.901818504333495,16.03717278289795,16.30508578491211,16.544774024963377,16.21572780609131,16.4477845993042,16.534630477905274,LMC_SC4_383690,LMC162.1.76094,LMC516.15.26305,81.87175,-70.05292
i06MC006504G12,81.78747358612121,-70.04693935373258,16.87364436340332,16.253151374816895,17.721451608657837,17.652187496185302,17.17849887084961,17.13390182495117,16.73354958343506,16.375577575683593,16.237598388671874,16.416240142822264,17.977575477600098,16.186337173461915,LMC_SC4_383706,LMC162.1.76051,LMC516.15.83397,81.78721,-70.04694
i06MC006508I3X,81.87105469255364,-69.67245640051732,15.974180480957031,15.772908676147463,16.32123765182495,16.199534606933593,16.035475624084473,15.972798690795898,15.88281903076172,15.696418502807617,15.74925838470459,15.789286437988281,16.53922055053711,15.738071228027344,LMC_SC4_444301,LMC162.4.41224,LMC516.24.113623,81.87088,-69.67244
i06MC006505XOM,81.25626551308683,-69.89283710511087,16.35285327911377,16.824005966186522,16.21480068397522,16.091826110839843,16.111574005126954,16.14208053588867,16.392557609558107,16.53958938598633,16.958963768005372,16.56558782196045,16.453066047668457,16.984760681152345,LMC_SC4_45131,LMC162.7.130761,LMC503.01.362,81.25638,-69.89275
i06MC006508P6K,81.91061990150753,-69.62206124893477,15.148849746704101,15.043808853149415,15.873798862457274,15.473500030517577,15.193698051452635,15.158422317504883,15.031644409179687,15.058129600524904,15.016909942626953,14.999947372436523,16.79672232055664,14.990390159606935,LMC_SC4_452653,LMC162.4.41188,LMC516.24.47802,81.91071,-69.62206
i06MC006509WWP,81.80012724467207,-69.52353867778672,15.003315490722656,15.385620002746581,14.929141132354736,14.739081329345701,14.788581535339354,14.790467712402343,14.997002044677735,15.027632194519043,15.539912712097166,15.155740158081056,15.009233871459962,15.546297554016114,LMC_SC4_460520,LMC161.1.15012,LMC516.32.50850,81.80021,-69.52356
i06MC006509JL1,81.85185800569715,-69.56153332343821,15.713917037963867,16.26144467163086,15.655260101318358,15.434954330444334,15.447294876098631,15.469522666931152,15.693461784362793,16.08512294769287,16.405502258300782,15.952620330810547,15.778999465942384,16.426394393920898,LMC_SC4_460536,LMC162.4.94465,LMC516.32.39638,81.852,-69.5615
i06MC006509VMO,81.89188379948689,-69.53091455008547,15.898915954589842,16.31211283874512,15.869553104400634,15.639179435729979,15.69012841796875,15.700714561462402,15.898430786132813,15.919604187011718,16.467969833374024,16.066634552001954,16.001514137268067,16.485787322998046,LMC_SC4_460582,LMC161.1.28856,LMC516.32.39686,81.89192,-69.53094
i06MC006509TN4,81.76958505113241,-69.52471727297569,17.5197858505249,17.933240226745607,17.666651336669922,17.35723504638672,17.29013507080078,17.310247467041016,17.493463653564454,17.799081283569336,18.047555458068846,17.701753036499024,17.89321612548828,18.00669432067871,LMC_SC4_461402,LMC161.1.16163,LMC516.32.51239,81.76996,-69.52478
i06MC00650A61V,81.87494500651948,-69.50077654270646,14.37038528442383,14.97613363647461,14.237147895812988,14.03366993713379,14.105713386535644,14.120863121032716,14.382026374816895,14.792358833312989,15.151334701538087,14.659631149291993,14.311724769592285,15.168859008789063,LMC_SC4_467849,LMC161.1.28766,LMC516.32.50865,81.87496,-69.50078
i06MC00650A66H,81.85869827623607,-69.49778537494328,15.983681648254393,16.556468299865724,15.898550121307373,15.675549423217774,15.722310562133789,15.745732467651369,15.985212982177735,16.392106491088867,16.741906105041505,16.24571837615967,15.979370223999023,16.7349419631958,LMC_SC4_467911,LMC161.1.28833,LMC516.32.51083,81.85875,-69.49781
i06MC00650AN9G,81.79434828884493,-69.45808553241443,16.066349716186522,16.55000033569336,16.09712917327881,15.83811083984375,15.857831092834473,15.872011749267578,16.07605731201172,16.424200088500978,16.702643882751463,16.299480812072755,16.274009666442872,16.67187452697754,LMC_SC4_467959,LMC161.1.67299,LMC516.32.51185,81.79446,-69.45808
i06MC00650AY7X,81.86266546359433,-69.44093370183114,14.189915504455566,14.814050270080568,13.950864070892333,13.866235649108887,13.955236930847168,13.9729711227417,14.243756690979005,14.620366127014162,15.003039848327635,14.499113456726075,13.940515075683592,15.022125724792481,LMC_SC4_474060,LMC161.1.80152,LMC516.32.62640,81.86279,-69.44094
i06MC00650AY6S,81.82529469059465,-69.44355890282638,16.022093070983885,16.38425881958008,16.02953607559204,15.81230632019043,15.856899353027345,15.860920516967774,16.047742027282716,16.08702281188965,16.55767584991455,16.184575454711915,16.066039047241212,16.549847534179687,LMC_SC4_474111,LMC161.1.80190,LMC516.32.62685,81.8255,-69.44358
i06MC00650B3TO,81.81534834408858,-69.42274906942232,17.065205505371093,17.718194007873535,17.19277896499634,16.874348556518555,16.967846008300782,16.933758895874025,17.16755990600586,17.52337935638428,17.838955413818358,17.40296591949463,17.28303810119629,17.85450547027588,LMC_SC4_474623,LMC161.1.68423,LMC516.32.63112,81.81575,-69.42281
i06MC00650BFU1,81.86455184099538,-69.39866815059511,17.52661504364014,18.01612377166748,17.6910909614563,17.35155430984497,17.404291648864746,17.37072102355957,17.602203910827637,17.60148854827881,18.139398109436033,17.762966529846192,17.809245071411134,18.225368431091308,LMC_SC4_474872,LMC161.2.26220,LMC516.32.63252,81.86471,-69.39864
i06MC00650BPBF,81.8396284503688,-69.38251763698545,14.868903579711915,15.161449836730956,14.771220729827881,14.669254219055176,14.747679801940919,14.745764892578126,14.907856674194335,14.883001762390137,15.318830574035644,15.007770507812499,14.67550218963623,15.338215759277343,LMC_SC4_480264,LMC161.2.25624,LMC516.32.62678,81.83992,-69.38253
i06MC0065078I6,81.26286162038298,-69.75681851247992,17.22114666748047,17.590679054260253,17.19432696533203,17.03277173614502,16.98250202178955,17.049309005737303,17.24622868347168,17.13384492492676,17.72633289337158,17.366597549438477,17.476612266540528,17.715864288330078,LMC_SC4_63674,LMC162.6.143242,LMC503.01.33942,81.26292,-69.75672
i06MC006502WF8,81.33895405195658,-70.20084272362797,17.11836501312256,17.65775365447998,17.168327180862427,16.958214431762695,16.877354789733886,16.993707885742186,17.187490577697755,17.470095138549805,17.806125465393066,17.35740421295166,17.38426512145996,17.82848574066162,LMC_SC4_6520,LMC163.5.107444,LMC502.26.389,81.33892,-70.20075
i06MC00640DBGT,80.77230675439536,-69.27008161494578,15.139300315856932,15.271500595092775,14.916287017822267,14.899488960266112,14.988920776367188,15.029776924133301,15.089369964599609,14.846610359191896,15.445828643798826,15.13824708557129,14.638437911987303,15.47162208557129,LMC_SC5_112858,LMC161.7.72854,LMC503.19.53,80.77221,-69.27017
i06MC00640DT24,80.64722558576823,-69.23274925553805,14.297766250610351,14.889945846557616,14.03102724456787,13.954083404541016,14.0325179977417,14.106961601257325,14.302409362792968,14.718566345214843,15.063802925109862,14.567833091735839,13.888434844970703,15.09214022064209,LMC_SC5_112880,LMC161.6.9,LMC503.19.12882,80.64729,-69.23281
i06MC0064057DR,80.79636500075907,-70.02022789979326,16.19261046600342,16.434227767944336,15.978945518493653,15.8500318069458,15.920046470642088,15.974524673461914,16.114437728881835,16.243120620727538,16.575209213256837,16.229506805419923,15.878198837280273,16.58805753326416,LMC_SC5_131253,LMC162.8.74615,LMC502.27.24421,80.796,-70.02031
i06MC006505MQM,80.94022177338387,-69.92669165511167,16.510122695922853,16.8260909576416,16.68876537513733,16.38464227294922,16.325528694152833,16.395038833618162,16.54379414367676,16.686491584777833,16.921770988464356,16.65209111022949,17.125063117980957,16.930786529541017,LMC_SC5_138318,LMC162.7.17113,LMC502.26.86744,80.94042,-69.92667
i06MC006405WGT,80.755358830353,-69.95441986424063,15.393488815307617,14.870410194396971,16.056179931640624,15.947372276306151,15.499825546264649,15.417642768859864,15.128808212280273,15.177565711975099,14.739690811157228,,16.655948593139648,14.81212808227539,LMC_SC5_19742,LMC162.7.23,LMC502.27.38647,80.75488,-69.95444
i06MC00650A25X,80.94589620059736,-69.49901345194432,14.000132781982423,14.225511810302734,13.844556419372559,13.795432716369628,13.866124191284179,13.893882980346678,14.03597883605957,13.93015182495117,14.395807319641115,14.0825380859375,13.807534797668456,14.406777282714845,LMC_SC5_201284,LMC161.8.18573,LMC503.09.69886,80.94608,-69.49897
i06MC00640B0JT,80.81822196531785,-69.49312759691102,16.63896240234375,16.996188163757324,16.61067756652832,16.40294149017334,16.42647730255127,16.484530250549316,16.572811317443847,16.866508918762207,17.1285950088501,16.80019708251953,16.76073233795166,17.10944902801514,LMC_SC5_201444,LMC161.8.18912,LMC503.10.16718,80.81796,-69.49322
i06MC00640BJL1,80.93349825590845,-69.43698133735273,15.649527839660646,14.942601989746095,16.75174718475342,16.616228469848632,16.076871337890626,16.012533683776855,15.4166109085083,15.081574615478516,14.887263908386231,15.091884353637695,16.868524848937987,14.886573379516602,LMC_SC5_208431,LMC161.8.84002,LMC503.09.85306,80.9335,-69.43708
i06MC00650ATPH,80.93317821988008,-69.43707843687741,15.606363517761231,14.965609809875488,16.800061862945558,16.591330200195312,16.054010833740236,15.953229179382323,15.4423416595459,15.041075187683106,14.913777809143067,15.097981338500976,17.067822486877443,14.887049980163575,LMC_SC5_208431,LMC161.8.84002,LMC503.09.85306,80.9335,-69.43708
i06MC00640BR4D,80.79756385370679,-69.42638840169583,14.888235496520995,15.140010406494142,14.67510800933838,14.605846885681153,14.669264808654784,14.737437744140625,14.843071174621581,14.822107200622558,,14.983430198669435,14.517174407958983,15.312845512390137,LMC_SC5_208438,LMC161.8.84030,LMC503.10.34167,80.7975,-69.42647
i06MC00640BJ61,80.87872324342871,-69.43934171365157,15.65461378479004,16.113486526489257,15.565352348327636,15.38906827545166,15.420407714843751,15.477375526428222,15.606988143920898,15.960604293823241,16.21679708099365,15.83959036254883,15.702507835388182,16.248170845031737,LMC_SC5_208467,LMC161.8.84161,LMC503.09.85369,80.87862,-69.43942
i06MC00640DVFE,80.806905618675,-69.23105764736137,15.08779522705078,14.552347190856935,15.843397720336913,15.721170272827148,15.392620651245117,15.343013565063476,14.90108699798584,14.650417617797853,14.508261886596678,14.647593093872072,15.97764030456543,14.487554573059082,LMC_SC5_226821,LMC161.6.13744,LMC503.19.12884,80.80667,-69.23114
i06MC006405AXN,81.00021727208696,-70.01648958266509,18.35916488647461,18.567531410217285,18.414994388580322,18.172410369873045,18.178202583312988,18.187198627471926,18.22876203918457,18.412686660766603,18.638113613128663,18.382692794799805,18.56568808746338,18.614893379211427,LMC_SC5_246017,LMC162.8.78070,LMC502.26.74922,81.00017,-70.0165
i06MC006505FCS,80.9509582971653,-69.94564117841144,16.981383026123048,17.43969645690918,17.12632331085205,16.854715019226074,16.760377014160156,16.84576820373535,17.026891220092775,17.28796730041504,17.529975830078126,17.213178169250487,17.297114547729493,17.565069595336915,LMC_SC5_251803,LMC162.7.17133,LMC502.26.87204,80.95108,-69.94567
i06MC006406T12,80.62850350246106,-69.91783896918118,16.380059867858886,15.623118629455565,17.13607194519043,16.990576583862303,16.597719665527343,16.590106994628908,16.082093688964843,15.70032364654541,15.567966087341308,15.783775497436523,17.202690338134765,15.530129043579102,LMC_SC5_26884,LMC162.7.42,LMC502.27.87200,80.62858,-69.91806
i06MC006506WS3,81.10874337176502,-69.79356173086855,17.99441111755371,18.36482894897461,18.250658003807068,17.873362689971923,17.806113758087157,17.89573215484619,17.98363732147217,18.142542984008788,18.50009621810913,18.138515296936035,18.587466415405274,18.50588552093506,LMC_SC5_275806,LMC162.6.41571,LMC503.01.19391,81.10888,-69.79353
i06MC00650982C,81.01503960694687,-69.56701246517149,16.455016677856445,16.8541025390625,16.465842811584473,16.274968772888183,16.269939460754394,16.31075500488281,16.467268852233886,16.60332041168213,16.937978538513185,16.640920120239258,16.695586784362792,16.932732223510744,LMC_SC5_300613,LMC162.5.120064,LMC503.09.55885,81.01508,-69.567
i06MC006509T76,81.11418211887604,-69.54433284340767,14.572563568115235,14.817424774169922,14.400595348358156,14.344891220092773,14.408918823242189,14.438025703430174,14.58544889831543,14.61988914489746,15.003177032470703,14.67063973236084,14.350625617980956,15.008499336242675,LMC_SC5_307928,LMC161.8.35304,LMC503.09.16,81.11496,-69.54431
i06MC006509T3Y,81.10128255910882,-69.54328323392284,15.0498041305542,15.36838436126709,14.95604578781128,14.832745223999023,14.8709787979126,14.89187644958496,15.077824272155762,15.114034538269042,15.51839958190918,15.206964233398438,15.073481185913085,15.515560340881347,LMC_SC5_307950,LMC161.8.35360,LMC503.09.79,81.102,-69.54325
i06MC006509T42,81.08896430901795,-69.53418087927818,14.797165573120118,15.168858932495116,14.621668022155763,14.557411819458007,14.620814765930177,14.641967048645018,14.836447685241698,14.808668975830077,15.339653762817385,14.97114496612549,14.599532707214355,15.357440185546874,LMC_SC5_307958,LMC161.8.35354,LMC503.09.92,81.08917,-69.53414
i06MC006509N2Z,80.97751309671084,-69.53517800667666,15.607639419555664,15.967554901123048,15.532857028961182,15.387053161621093,15.421905555725097,15.45759510040283,15.626087677001951,15.596226577758788,16.075966484069824,15.75865121459961,15.692635162353515,16.080027626037598,LMC_SC5_308023,LMC161.8.35390,LMC503.09.55718,80.97829,-69.53517
i06MC00640ANH2,80.97789061805555,-69.53505755341594,15.654846687316894,15.982479209899903,15.466575149536133,15.388954093933105,15.436699737548828,15.507389274597166,15.604133796691894,15.610635757446289,16.107105430603028,15.768486022949219,15.457016082763673,16.089209312438964,LMC_SC5_308023,LMC161.8.35390,LMC503.09.55718,80.97829,-69.53517
i06MC00650A41J,80.98442176235507,-69.50912170034485,15.71869776916504,15.723955963134767,15.661983577728272,15.608597427368164,15.641658821105956,15.651050796508787,15.700247474670409,15.460111503601073,15.826544410705566,15.696950393676758,15.59971962738037,15.83030841064453,LMC_SC5_308062,LMC161.8.35320,LMC503.09.69913,80.98454,-69.50906
i06MC00640AV32,80.98478640725853,-69.50903358389633,15.791558212280272,15.71213557434082,15.58546484375,15.585158569335938,15.665859092712402,15.705714981079101,15.704247665405273,15.497611221313477,15.836684692382814,15.687218406677246,15.410010055541992,15.834059066772461,LMC_SC5_308062,LMC161.8.35320,LMC503.09.69913,80.98454,-69.50906
i06MC006509U4I,81.10154635447847,-69.51842697330572,16.95209253692627,17.39290182495117,17.082689207077028,16.77969613647461,16.780190910339357,16.83223501586914,16.964847969055175,17.115221862792968,17.42520502471924,17.17376547241211,17.6634998626709,17.44140779876709,LMC_SC5_308240,LMC161.8.35769,LMC503.09.15132,81.10142,-69.51836
i06MC00650ABO7,81.06809418479713,-69.4811110245231,13.985658172607423,14.323906349182128,13.890278499603273,13.759368019104002,13.83090254211426,13.865035690307618,14.036189918518065,14.134643440246581,14.454031188964844,14.133740715026857,13.88382628631592,14.471628234863282,LMC_SC5_315438,LMC161.8.35299,LMC503.09.69891,81.06821,-69.48106
i06MC00650BA1M,81.07781899640567,-69.40622772878996,14.99889924621582,14.421232078552247,15.93548376083374,15.824643035888673,15.372061477661134,15.319141586303711,14.875151664733888,14.516318756103516,14.379836685180663,14.554934791564943,16.25764791870117,14.345674964904784,LMC_SC5_322032,LMC161.8.99307,LMC503.09.31287,81.07796,-69.40628
i06MC00650AXVD,81.04948309584742,-69.429608986877,14.723368576049804,14.897239540100099,14.652230018615722,14.560981132507326,14.60787476348877,14.625288497924803,14.76168675994873,14.660358863830567,15.045529968261718,14.78631716156006,14.669310455322265,15.04156443786621,LMC_SC5_322042,LMC161.8.99348,LMC503.09.85312,81.04971,-69.42961
i06MC00650AY3N,80.9637057797961,-69.4267160455399,16.58318391418457,15.976262351989746,17.55084125328064,17.344988494873046,16.960637535095216,16.867988815307616,16.456950736999513,16.084752517700196,15.905964904785158,16.09831226348877,17.845021682739258,15.872073074340822,LMC_SC5_322085,LMC161.8.84217,LMC503.09.85388,80.96379,-69.42661
i06MC00640BNEL,80.96404270128615,-69.42662530740971,16.653874137878418,15.994367317199707,17.444071159362792,17.344381771087647,16.988190116882325,16.970189186096192,16.457128715515136,16.114284286499025,15.922174110412598,16.1141421585083,17.612170402526857,15.902011199951172,LMC_SC5_322085,LMC161.8.84217,LMC503.09.85388,80.96379,-69.42661
i06MC00650BG8W,81.06236842789508,-69.39303977774665,16.434758522033693,16.727857849121094,16.47965175628662,16.31024365234375,16.31547561645508,16.34202459716797,16.47245450592041,16.232460052490236,16.786121017456054,16.524305633544923,16.588499473571776,16.79867598724365,LMC_SC5_322119,LMC161.7.31707,LMC503.09.85440,81.0625,-69.39303
i06MC00640BNO0,80.97324326672776,-69.4263074432848,17.153911880493165,17.306259826660156,17.11408363342285,16.94291015625,17.033594551086427,17.041783424377442,17.074624252319335,17.010088691711427,16.46227420806885,17.156254913330077,17.091805236816406,,LMC_SC5_322454,LMC161.8.99532,LMC503.09.85592,80.97308,-69.42611
i06MC00650AXNX,80.97288607839151,-69.42616271873239,17.119479804992675,17.29162432861328,17.18899575996399,16.989885955810546,16.96691748046875,16.9642431640625,17.145040657043456,17.02100701904297,17.3074274597168,17.17685878753662,17.30252500152588,17.369867225646974,LMC_SC5_322454,LMC161.8.99532,LMC503.09.85592,80.97308,-69.42611
i06MC00650BEVY,81.01708561775003,-69.39588097920773,17.687398033142088,18.069339057922363,17.72230672264099,17.516876369476318,17.54780854034424,17.53781286621094,17.7223376083374,17.816386253356935,18.187866264343263,17.836830024719237,17.85464451599121,18.20218226623535,LMC_SC5_322667,LMC161.7.32298,LMC503.09.86484,81.01729,-69.39586
i06MC00650BU9J,80.97095901467821,-69.36122209986101,15.647916061401368,14.976096412658691,16.657300300598145,16.541028648376464,16.04543701171875,15.98054443359375,15.51720659637451,15.089867767333985,14.897920112609864,15.152713661193847,16.907578872680663,14.867271324157716,LMC_SC5_327777,LMC161.7.31572,LMC503.09.99284,80.97125,-69.36119
i06MC00650BZH1,80.96161147650753,-69.34849970047516,15.336662513732911,15.545784255981445,15.223194427490235,15.148543983459472,15.189564308166503,15.222862037658693,15.367524406433105,15.138051208496094,15.658915977478028,15.394151977539064,15.166242858886719,15.691810104370116,LMC_SC5_327785,LMC161.7.16331,LMC503.09.99319,80.96183,-69.34842
i06MC00640CHB1,80.96194645180161,-69.3483611532356,15.377555557250975,15.554481658935547,15.187243461608887,15.115634071350097,15.211424842834472,15.262113662719727,15.332442474365234,15.174107322692873,15.678981033325194,15.389928413391115,14.99778904724121,15.709984947204589,LMC_SC5_327785,LMC161.7.16331,LMC503.09.99319,80.96183,-69.34842
i06MC00650BVFD,81.04927368140369,-69.35500828772733,18.133518699645997,18.2995484085083,18.30118801212311,18.03156633377075,18.032893592834473,18.07915311431885,18.108095386505127,18.02540224456787,18.438377506256103,18.184983543395997,18.56174942779541,18.391300247192383,LMC_SC5_328219,LMC161.7.32450,LMC503.09.99893,81.04954,-69.355
i06MC00650CNHR,81.05675572160399,-69.29334145745857,15.993208007812498,16.499812385559082,16.055357025146485,15.761509391784667,15.791358520507814,15.81497590637207,16.04556491088867,16.320821273803713,16.67100966644287,16.227226547241212,16.285518440246584,16.657786964416506,LMC_SC5_333150,LMC161.7.87328,LMC503.18.39458,81.05704,-69.29333
i06MC00650CZWR,81.04048415311456,-69.26772844815638,16.819342430114745,17.39147267150879,16.751224967956542,16.552405143737793,16.5655799407959,16.623751808166503,16.862145942687988,17.162580696105955,17.60309851837158,17.069962791442872,16.822380554199217,17.59577579498291,LMC_SC5_338308,LMC161.7.87464,LMC503.18.39636,81.04079,-69.26775
i06MC00650DBS7,81.03865645982654,-69.2377449874637,16.745664558410645,17.19792446899414,16.782284637451173,16.5430991897583,16.565108825683595,16.591538597106933,16.806826820373534,17.006074851989744,17.3232738571167,16.955725006103517,17.037815322875975,17.344426895141602,LMC_SC5_338375,LMC161.6.26782,LMC503.18.39735,81.03879,-69.23775
i06MC006407AMM,80.62392794907126,-69.85823493842447,14.35202239227295,14.343214263916014,14.622189453125,14.250972183227539,14.203534744262694,14.232778984069824,14.190865013122558,14.300151412963867,14.323341804504395,14.235388923645019,15.389761878967285,14.290296714782716,LMC_SC5_34213,LMC162.7.71910,LMC503.02.66747,80.62404,-69.85842
i06MC006503I2S,81.27446606221952,-70.12584954969608,14.971771690368652,15.469292900085449,14.914113132476807,14.78059545135498,14.74522035217285,14.841670265197752,15.053850204467775,15.232058837890627,15.611895790100096,15.22853680419922,15.162619766235352,15.657254066467285,LMC_SC5_343018,LMC162.8.44240,LMC502.26.10634,81.27454,-70.12575
i06MC006503QJ6,81.16043736399595,-70.10151588496055,16.13615580749512,16.566815086364745,16.195482341766358,16.007011085510253,15.932377029418944,16.03200267791748,16.213982612609865,16.410812141418457,16.716878021240234,16.337911659240724,16.374447998046875,16.701123085021973,LMC_SC5_343095,LMC162.8.29248,LMC502.26.10902,81.16042,-70.10142
i06MC0065047V4,81.16918752028938,-70.0624579948334,15.57199838256836,16.10552732849121,15.570402709960938,15.359077125549316,15.326594520568847,15.437298049926756,15.663455879211426,15.947767974853516,16.262718284606933,15.832599433898928,15.749891456604004,16.272976722717285,LMC_SC5_349517,LMC162.8.90576,LMC502.26.10788,81.16933,-70.06236
i06MC006504SD4,81.2291217284331,-70.01193433053758,15.417749137878417,15.633871223449706,15.371258823394776,15.265121131896972,15.202863861083983,15.286829223632811,15.452248085021974,15.300673248291016,15.751026382446287,15.503415740966798,15.417020973205567,15.78015121459961,LMC_SC5_356805,LMC162.8.106027,LMC502.26.23350,81.22912,-70.01183
i06MC0065050N0,81.24078134753225,-69.98814576486677,17.379684066772462,17.692977241516115,17.59588512611389,17.325528770446777,17.162747550964355,17.286899795532225,17.397170532226564,17.582275703430177,17.802177658081053,17.53237365722656,17.84127062225342,17.771838989257812,LMC_SC5_357774,LMC162.7.53822,LMC502.26.24435,81.24083,-69.98803
i06MC006408CS4,80.71468252311246,-69.79944763487978,16.00145703125,15.12868999481201,17.161834648132324,16.972083076477052,16.408030059814454,16.324407203674316,15.708650634765625,15.225878303527832,15.088907531738283,15.307386566162108,17.16716287994385,15.071023696899413,LMC_SC5_41278,LMC162.6.104,LMC503.02.13902,80.71442,-69.7995
i06MC006408UNH,80.70634702765702,-69.77229419063319,15.956634338378905,16.10174964904785,15.649302818298342,15.578361351013182,15.651618103027342,15.723081214904784,15.840061233520508,15.888578002929687,16.227345611572265,15.95157258605957,15.4392733001709,16.262851470947265,LMC_SC5_41358,LMC162.6.251,LMC503.02.31401,80.70583,-69.77247
i06MC00650AO6J,81.17516907448766,-69.5106429240069,15.351075393676759,14.738927841186523,16.330169361114503,16.199595527648924,15.735069717407228,15.677084602355958,15.218950561523439,14.845271949768065,14.71228157043457,14.887419845581054,16.586401420593262,14.67728402709961,LMC_SC5_424892,LMC161.8.35312,LMC503.09.14831,81.17538,-69.51061
i06MC00650AO5Y,81.17971541892862,-69.50919433125236,15.183961540222167,14.784675598144531,15.93240944671631,15.762979988098145,15.426213706970216,15.355527557373048,15.083765869140624,14.853504066467284,14.780949935913085,14.868088867187499,16.30217214202881,14.76214959716797,LMC_SC5_424893,LMC161.8.35314,LMC503.09.14832,81.17988,-69.50922
i06MC006509X9N,81.1455114934306,-69.51195924231666,15.756073219299317,16.190509796142578,15.63634363937378,15.531352119445799,15.572603668212892,15.608279861450196,15.833280303955078,15.752023582458495,16.352691040039062,15.956898429870606,15.707659202575684,16.351195526123046,LMC_SC5_425026,LMC161.8.35511,LMC503.09.14955,81.14558,-69.51192
i06MC006509FST,81.16120898939707,-69.54829802563884,17.0327903213501,17.32564353942871,17.13859168815613,16.88692441558838,16.85198637390137,16.871071495056153,17.05024782562256,17.163206939697265,17.375023231506347,17.19125380706787,17.33275607299805,17.297656799316407,LMC_SC5_425099,LMC161.8.36823,LMC503.09.1252,81.16187,-69.54828
i06MC00650AO7I,81.24050324468783,-69.49020919824443,15.035312988281252,15.67005443572998,14.90488409423828,14.769673683166506,14.810159576416016,14.866597114562989,15.141208419799806,15.403013114929198,15.843490539550782,15.360144210815431,14.962999488830565,15.879874969482422,LMC_SC5_432773,LMC161.8.51615,LMC503.09.14884,81.24083,-69.49008
i06MC00650AOH8,81.20846197229638,-69.49978150965288,15.666822364807128,16.026123046875,15.565600078582765,15.449381355285645,15.500511611938478,15.542346084594726,15.723193344116211,15.590759162902831,16.172850547790528,15.828635360717772,15.581758384704589,16.189176345825196,LMC_SC5_432802,LMC161.8.51685,LMC503.09.14966,81.20854,-69.49975
i06MC00650AO8X,81.21933487338694,-69.48839516660229,16.19506106567383,16.709157943725586,16.239928955078124,16.01131608581543,15.996791732788086,16.04777806854248,16.282934913635255,16.44264019012451,16.87264436340332,16.447718215942384,16.477733757019042,16.84353044128418,LMC_SC5_432818,LMC161.8.51870,LMC503.09.14985,81.21946,-69.48836
i06MC00650AMUX,81.21793995906685,-69.45411644509252,16.482871505737304,17.036624359130858,16.522191020965575,16.29513250732422,16.293915351867675,16.340546516418456,16.553789863586427,16.847609954833985,17.176515922546386,16.75097425079346,16.7331293258667,17.177019309997558,LMC_SC5_432873,LMC161.8.113795,LMC503.09.15418,81.21792,-69.45414
i06MC00650AJIQ,81.19859381103076,-69.46130713391612,17.05251602935791,17.592742370605468,17.08445491409302,16.857753913879396,16.868392143249512,16.872786575317384,17.134228881835938,17.33721681213379,17.772842750549316,17.320765640258788,17.229708786010743,17.756766510009765,LMC_SC5_433579,LMC161.8.114140,LMC503.09.16370,81.19871,-69.46128
i06MC00650B3AG,81.22335205604347,-69.44089727220528,15.667424507141114,15.07997457885742,16.65380291748047,16.52685640716553,16.072334701538086,16.015019035339357,15.565834770202638,15.186705070495606,15.036031112670898,15.226139617919923,16.871886192321778,14.996914100646972,LMC_SC5_439706,LMC161.8.113542,LMC503.09.31302,81.22329,-69.44094
i06MC00650B37T,81.25413950050363,-69.43354211319972,15.787653533935547,16.312782691955565,16.056308937072753,15.698146774291992,15.68891742706299,15.750671669006348,15.931733451843261,16.10589833831787,16.329561172485352,16.04646070098877,16.33330867767334,16.374977851867676,LMC_SC5_439899,LMC161.8.113863,LMC503.09.31581,81.25442,-69.43353
