Unnamed: 0.1,Unnamed: 0,id_x,ra_meus,dec_meus,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u_meus,mag_psf_j0378_meus,mag_psf_j0395_meus,mag_psf_j0410_meus,mag_psf_j0430_meus,mag_psf_g_meus,mag_psf_j0515_meus,mag_psf_r_meus,mag_psf_j0660_meus,mag_psf_i_meus,mag_psf_j0861_meus,mag_psf_z_meus,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,id_meus,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id,id_pne,ra_pne,dec_pne,mag_psf_g_pne,mag_psf_i_pne,mag_psf_j0378_pne,mag_psf_j0395_pne,mag_psf_j0410_pne,mag_psf_j0430_pne,mag_psf_j0515_pne,mag_psf_j0660_pne,mag_psf_j0861_pne,mag_psf_r_pne,mag_psf_u_pne,mag_psf_z_pne,Name,_RAJ2000,_DEJ2000,SpType
18611,18045,b'i06MC0094070II',14.081216,-72.11613,0.048542816,1.0753651,0.47977227,0.99984115,0,0,2.2191484,0.0066204155,0.007025799,0.019465698,0.018036228,0.019734222,0.007353281,0.018677553,0.005616106,0.0024097357,0.009716268,0.020368593,0.02001475,17.111982,16.507195,17.590069,17.63136,17.59645,17.517582,18.020561,17.242226,15.4752035,17.98516,18.21179,17.92847,-0.7429351806640625,1.7670221328735352,2.015108982285681,0.0584768991272171,r ≤ 18,2.1384894999999986,PlanetaryNeb,LIN 302,0.0,i06MC0094070II,i06MC0094070II,,,,,,,,,,,,,14.081216,-72.11613,i06MC0094070II,i06MC0094070II,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.7429340000000018,1.7670224999999995,2.545357500000001,-2.5099565000000013,-2.7365865000000014,0.6047870000000017,-1.1241650000000014,0.2753560000000021,-0.041291000000001,-0.2266300000000001,0.778335000000002,0.0788679999999999,4689065768484600832,i06MC0094070II,14.081215800355125,-72.11612474460303,17.517581050872803,17.98516120147705,16.507193998336792,17.59006791496277,17.631358478546144,17.59645031929016,18.020561153411865,15.475203891754152,18.211789743423463,17.242225078582763,17.111982650756836,17.92847150039673,MGPN 8         ,14.081625,-72.11625,[WC 8]                            
20058,19446,b'i06MC013107DNQ',88.539665,-73.04284,0.01627537,1.0416938,0.32170844,0.99968153,0,0,1.2856289,0.025683844,0.03289804,0.034982122,0.034822058,0.026116801,0.0070646247,0.024289098,0.0032538266,0.0017731518,0.0052060145,0.012747912,0.008285042,17.979555,18.194462,17.983994,18.127117,17.747927,17.560757,17.915861,16.300434,14.232683,17.058203,16.900948,16.773607,-0.7577686309814453,2.067750930786133,2.32113846652013,0.0344505139968438,r ≤ 18,2.446635500000001,PlanetaryNeb,LHA 120-S 170,0.0,i06MC013107DNQ,i06MC013107DNQ,,,,,,,,,,,,,88.539665,-73.04284,i06MC013107DNQ,i06MC013107DNQ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.7577689999999997,2.0677509999999995,3.683178,-2.825519999999999,-2.668265,-0.2149070000000001,0.0673450000000031,1.2603229999999996,-0.1431229999999992,0.1572549999999992,1.6154270000000004,0.1871700000000018,4650589664700853504,i06MC013107DNQ,88.53966842900503,-73.0428410413362,17.560757427215577,17.058203590393067,18.194462222099304,17.983994200706483,18.12711660385132,17.74792727088928,17.915860555648802,14.232683345794676,16.900946880340577,16.300433456420897,17.979555335998533,16.773608016967774,LMC-SMP 94     ,88.5396667,-73.0428222,SySt?                             
20865,20213,b'i06MC007106NCU',14.022416,-70.32375,-0.019766124,1.5321631,-0.39581716,0.99831504,0,0,1.1539702,0.007635347,0.011416321,0.014334076,0.016222365,0.011921174,0.0033267653,0.009540677,0.0033540435,0.0013598385,0.006601759,0.014376973,0.010023579,16.553183,16.890877,16.685345,17.109072,16.626884,15.817573,16.570126,15.931194,13.813999,17.099274,17.416487,17.266613,-1.1680793762207031,2.1171951293945312,2.517205905740981,0.0358670816873115,r ≤ 18,2.7012349999999987,PlanetaryNeb,LHA 115-N  54,0.0,i06MC007106NCU,i06MC007106NCU,17.949317567825318,16.86656767272949,16.86276271057129,17.833575538635255,17.92548888015747,18.16288266563416,18.186885040283205,18.41438822555542,18.249929273605343,17.936133335113524,14.840132640838622,18.204689538955687,14.022416,-70.32375,i06MC007106NCU,i06MC007106NCU,28.649040283203124,27.563458732604985,28.72672090911865,27.181810539245607,26.151190803527832,26.04958638000488,27.37677616882324,26.641066955566405,27.7385256652832,32.335993072509766,27.522776000976563,,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.1680800000000016,2.117194999999999,2.7561269999999976,-3.2852750000000004,-3.6024879999999992,-0.337693999999999,-0.2181950000000014,-0.1136210000000002,-0.4237269999999995,-0.3172129999999988,0.6389319999999987,0.809311000000001,4691699098785371520,i06MC007106NCU,14.022416108063664,-70.32375193355142,15.817572177886962,17.099273017883302,16.89087686920166,16.68534485626221,17.109071300506592,16.62688359069824,16.570126483917235,13.81399910354614,17.41648653793335,15.931194087982178,16.55318342971802,17.266613891601562,SMP 20         ,14.0224583,-70.3235278,P-Cygni absorbed component        
27292,26194,b'i06MC00660CH8L',86.77007,-69.45886,-0.1344338,0.9807482,-2.481262,0.9999964,0,0,1.5081167,0.06546444,0.06989197,0.14001065,0.14271213,0.116409756,0.016476437,0.03458308,0.007043649,0.006314385,0.004778971,0.0067993626,0.004780454,19.404629,19.272133,19.865448,19.89797,19.786367,18.275246,18.518978,17.199411,16.7237,16.396866,16.05807,15.938889,0.8025455474853516,0.4757118225097656,0.1715260461264936,0.0794929047030815,r ≤ 18,0.0744384999999994,LongPeriodV*,OGLE LMC-LPV-84717,0.0,i06MC00660CH8L,i06MC00660CH8L,,,,,,,,,,,,,86.77007,-69.45886,i06MC00660CH8L,i06MC00660CH8L,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,0.8025450000000021,0.4757110000000004,1.7952779999999997,0.3268340000000016,0.6656300000000002,0.1324959999999997,-0.6258370000000006,1.075834999999998,-0.0325220000000001,0.3387959999999985,1.3195669999999993,1.5111209999999993,4657613173204378496,i06MC00660CH8L,86.77007480558201,-69.45886172857477,18.275245613098143,16.396865756988525,19.272132630348207,19.86544768822193,19.897970284461977,19.786367646217347,18.51897758102417,16.723699493408205,16.05807015609741,17.19941180038452,19.404627999305724,15.938888805389404,LMC-SMP 92     ,86.77,-69.4589167,                                  
27580,26476,b'i06MC00660FVXJ',87.41119,-69.16669,-0.92169267,1.5886841,-2.2667878,0.0060031763,0,1,6.8765945,0.02985886,0.023161694,0.0997714,0.11790211,0.08592703,0.02038193,0.052308828,0.0061787223,0.0019982199,0.019462416,0.032377694,0.02122139,18.635984,17.918793,19.469522,19.719736,19.399818,18.608807,19.102276,17.028929,14.620925,18.589928,18.47191,18.199532,-1.5609989166259766,2.408003807067871,2.948423132258399,0.0781441601039943,r ≤ 18,3.188503500000003,PlanetaryNeb,LHA 120-N 181,0.0,i06MC00660FVXJ,i06MC00660FVXJ,,,,,,,,,,,,,87.41119,-69.16669,i06MC00660FVXJ,i06MC00660FVXJ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.560998999999999,2.408004000000002,4.481351,-3.9690030000000007,-3.8509850000000014,0.7171909999999997,-1.8009430000000002,1.5798779999999972,-0.2502139999999997,0.1180179999999992,2.0733469999999983,0.791011000000001,4657549985630686976,i06MC00660FVXJ,87.41118929611612,-69.16668345546711,18.60880666732788,18.58992780303955,17.918792989730836,19.46952158546448,19.71973678779602,19.39981927967072,19.102275848388672,14.620924945831298,18.471909982681275,17.028929485321044,18.63598390579224,18.19953081512451,LMC-SMP 93     ,87.411875,-69.1667361,                                  
28048,26922,b'i06MC0048006K2',14.022328,-70.323906,-0.019766124,1.5321631,-0.39581716,0.99831504,0,0,1.1539702,0.00978135,0.015177998,0.017967418,0.023255927,0.015621188,0.0041627237,0.008128659,0.0041071423,0.0015129987,0.009827664,0.021554511,0.017798072,16.564363,16.829445,16.726809,17.128923,16.600721,15.77247,15.866856,15.980239,13.821559,17.05267,17.364906,17.218245,-1.0724306106567385,2.158679962158203,2.5245109561560537,0.0464035750189021,r ≤ 18,2.6948954999999977,PlanetaryNeb,LHA 115-N  54,0.0,i06MC0048006K2,i06MC0048006K2,18.385917400360107,17.605064365386962,17.440177265167236,18.827460216522216,19.21754466438293,18.648965497016903,18.400376368522643,18.84576161003113,18.38292726135254,17.300242099761963,15.671575405120851,19.07588838195801,14.022328,-70.323906,i06MC0048006K2,i06MC0048006K2,25.453072402000423,26.782174991607665,24.28754903793335,23.91292278862,24.368599725723268,24.967530094146728,25.62088075637817,26.29977545928956,25.0551457271576,26.52164513206482,26.11618635559082,25.628887523651123,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.072431,2.1586799999999986,2.045297,-3.2311109999999985,-3.5433470000000007,-0.2650819999999996,-0.2994780000000006,-0.2077689999999989,-0.4021140000000009,-0.3122360000000022,-0.1133829999999989,0.8282509999999998,4691699098785371520,i06MC0048006K2,14.022328675036707,-70.32390655919993,15.77247092437744,17.052669452667235,16.829443950653076,16.72680871582031,17.128923250198365,16.600722156524657,15.866855297088623,13.821559288024904,17.364906536102296,15.980238739013672,16.564363216400146,17.218245376586914,SMP 20         ,14.0224583,-70.3235278,P-Cygni absorbed component        
28796,27650,b'i06MC00640C1FR',77.94967,-69.395065,-0.0795613,1.1497469,-2.0179777,1.882723e-08,1,0,1.4789454,0.008160461,0.009923745,0.014285927,0.01328011,0.012090398,0.005648464,0.010647015,0.0044092867,0.0022482758,0.0063509718,0.009711608,0.008170891,16.607403,16.54636,16.627758,16.644207,16.576893,16.497766,16.567802,16.104168,14.646689,16.485268,16.509861,16.480883,-0.3810997009277344,1.4574785232543943,1.5762646140998458,0.0453465496827317,r ≤ 18,1.6480290000000029,PlanetaryNeb,SMP LMC 109,0.0,i06MC00640C1FR,i06MC00640C1FR,,,,,,,,,,,,,77.94967,-69.395065,i06MC00640C1FR,i06MC00640C1FR,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.3811,1.457479000000001,1.921113,-1.838579000000001,-1.8631720000000005,0.0610430000000015,-0.0978470000000015,0.3935979999999972,-0.0164490000000014,-0.0245929999999994,0.463633999999999,0.0791269999999997,4658226288434503680,i06MC00640C1FR,77.94967220116814,-69.39506808770324,16.497766235351563,16.48526833343506,16.546359489440917,16.627758644104002,16.64420666503906,16.576893142700197,16.56780229949951,14.64668984222412,16.50986151123047,16.104168655395508,16.607402336120604,16.480882400512694,LMC-SMP 109    ,77.9502083,-69.3950556,                                  
29337,28175,b'i06MC011204S8X',92.08314,-71.96042,-0.005315626,0.98596376,-0.23412223,4.9933235e-05,1,0,1.1788343,0.004137018,0.005456833,0.007433747,0.0066282507,0.006107953,0.0023470304,0.005573004,0.0022379514,0.0031536743,0.0025787146,0.0064239986,0.005024737,15.123944,15.334329,15.333825,15.346368,15.400333,15.504949,15.476052,15.55528,15.402977,15.75847,15.886823,15.896001,-0.2031898498535156,0.1523027420043945,0.2075133130662489,0.0324397797291266,r ≤ 18,0.2538979999999995,PlanetaryNeb,IRAS 06091-7157,0.0,i06MC011204S8X,i06MC011204S8X,,,,,,,,,,,,,92.08314,-71.96042,i06MC011204S8X,i06MC011204S8X,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2031900000000011,0.1523029999999998,0.0730749999999993,-0.3554930000000009,-0.4838459999999998,-0.2103850000000005,-0.0120389999999996,-0.0503309999999999,-0.0125430000000008,-0.1283529999999988,-0.0792280000000005,-0.104616,5278254501708529536,i06MC011204S8X,92.0831371769697,-71.96042186106048,15.50494867324829,15.7584698677063,15.334328220367432,15.333825452804565,15.34636827850342,15.400333057403564,15.476051811218262,15.40297716140747,15.886822765350342,15.55527981185913,15.123944526672364,15.896000400543212,TIC 41258976   ,92.0830833,-71.9604028,[WC 11]                           
32605,31335,b'i06MC00880BYEK',82.691,-70.837906,0.03659852,1.0266764,0.8968326,0.9999955,0,0,1.3538954,0.060285192,0.093997434,0.11472424,0.07355903,0.042858087,0.006731255,0.017021291,0.0037490085,0.0045324173,0.0030097507,0.0059978403,0.0043834434,19.774708,19.811167,19.444471,19.10608,18.563585,17.509367,17.416111,16.467827,16.156298,15.997564,15.844487,15.731297,0.4702625274658203,0.3115291595458984,0.126083664183896,0.0490220594762837,r ≤ 18,0.0763974999999987,PlanetaryNeb,SMP LMC  72,0.0,i06MC00880BYEK,i06MC00880BYEK,,,,,,,,,,,,,82.691,-70.837906,i06MC00880BYEK,i06MC00880BYEK,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4702629999999992,0.3115290000000001,1.2598130000000012,0.158733999999999,0.3118109999999987,-0.0364590000000006,0.7050870000000025,1.0415400000000012,0.3383910000000014,0.1530769999999996,0.948284000000001,1.0542179999999988,4651844516738054528,i06MC00880BYEK,82.69100292280044,-70.83790395568418,17.509366680145263,15.997564575195312,19.811166808605197,19.444471012830736,19.106078483581545,18.5635845785141,17.416111221313475,16.156297355651855,15.844487491607666,16.46782664871216,19.77470872023701,15.731296115875246,LMC-SMP 72     ,82.691,-70.837925,                                  
33577,32279,b'i06MC003107S7W',76.97855,-66.96264,-0.2831362,1.296191,-1.7378798,1.604237e-05,1,1,1.7392877,0.017242445,0.02311516,0.02997696,0.03308691,0.030578362,0.009752567,0.03159458,0.012426085,0.005020092,0.026657168,0.05867183,0.04334816,17.835255,17.915691,17.672262,17.930412,17.903292,17.465975,18.246061,17.965904,16.308178,18.59855,18.90313,18.58813,-0.6326465606689453,1.6577262878417969,1.86640184945808,0.1362510977818991,r ≤ 18,1.9740489999999973,PlanetaryNeb,SMP LMC  27,0.0,i06MC003107S7W,i06MC003107S7W,,,,,,,,,,,,,76.97855,-66.96264,i06MC003107S7W,i06MC003107S7W,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.6326460000000012,1.6577259999999967,1.937883,-2.290371999999998,-2.594952,-0.0804359999999988,-0.0147210000000015,-0.499928999999998,-0.2581500000000005,-0.3045800000000014,0.2801570000000026,0.4373170000000002,4661903020898977024,i06MC003107S7W,76.97855055010062,-66.96264127951238,17.465975414276123,18.598550563812257,17.915691581726072,17.672262672424317,17.930412649154665,17.903292205810548,18.24606161880493,16.30817863845825,18.903129528045653,17.96590335845947,17.835254625320434,18.58813175964356,LMC-SMP 27     ,76.9785833,-66.9626444,P-Cygni profile                   
37986,36630,b'i06MC01150CF15',13.876644,-72.83946,-0.16697556,1.0315772,-1.7903425,0.0020119252,1,0,1.3840371,0.07125315,0.09838442,0.14316548,0.15139729,0.1293867,0.04323918,0.07288585,0.019740839,0.006303481,0.03634372,0.06120915,0.05711628,19.429329,19.44913,19.38405,19.668392,19.502792,19.337479,19.19198,18.32004,16.547424,18.847143,18.744457,18.852612,-0.5271034240722656,1.7726154327392578,1.953097306515656,0.2087251039189812,18 < r ≤ 19,2.0361674999999977,PlanetaryNeb,Jacoby SMC 23,0.0,i06MC01150CF15,i06MC01150CF15,,,,,,,,,,,,,13.876644,-72.83946,i06MC01150CF15,i06MC01150CF15,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.5271030000000003,1.7726159999999993,2.644556000000001,-2.299719,-2.197033000000001,-0.019801000000001,-0.2192620000000005,1.0174389999999995,-0.2843420000000023,0.1026859999999985,0.8719400000000022,0.1653130000000011,4685978782271608832,i06MC01150CF15,13.876643936804497,-72.83945887074094,19.33747805595398,18.84714325904846,19.4491286560297,19.384050291776656,19.66839163351059,19.502792976379396,19.19198005962372,16.547424322128297,18.74445666027069,18.3200390625,19.42932820868492,18.85261082649231,J23            ,13.8771667,-72.83925,Broad Halpha emission             
38177,36821,b'i06MC006303WD1',76.14651,-70.10538,0.06730883,1.1589502,0.32374746,7.7577636e-07,1,1,2.129236,0.050490882,0.06428464,0.06358683,0.050362654,0.048124805,0.023044936,0.03662759,0.01932781,0.014131285,0.023407295,0.03564393,0.029320784,19.589787,19.470282,18.913351,18.809334,18.810438,18.825373,18.623846,18.440294,17.822771,18.45314,18.444838,18.402176,-0.0128459930419921,0.617523193359375,0.6009010744833314,0.2129598254270776,18 < r ≤ 19,0.6239460000000001,PlanetaryNeb,[RP2006] J050435-700618,0.0,i06MC006303WD1,i06MC006303WD1,,,,,,,,,,,,,76.14651,-70.10538,i06MC006303WD1,i06MC006303WD1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.0128459999999996,0.617523000000002,0.8010750000000009,-0.6303690000000017,-0.6220670000000013,0.1195050000000002,0.6609480000000012,0.3850789999999975,0.1040169999999989,0.0083020000000004,0.1835519999999988,-0.0149349999999977,4655084159040818688,i06MC006303WD1,76.14650989984848,-70.10537510843828,18.82537233352661,18.45314057540893,19.47028132343292,18.913351745605468,18.809332849502564,18.81043865585327,18.623845525741576,17.822771692276,18.444837213516237,18.440293518066404,19.58978591346741,18.40217543411255,[RP2006] 1773  ,76.14625,-70.1053056,                                  
38496,37140,b'i06MC00630HH2X',76.57741,-68.99199,0.1344709,0.9767038,0.7073719,0.9999281,0,0,1.3252554,0.05956311,0.06558442,0.08273812,0.05227932,0.051225405,0.023942133,0.040632267,0.030507116,0.026635248,0.059338428,0.07365551,0.06819788,19.54515,19.386396,19.211803,18.670979,18.767305,18.817528,18.706505,18.979576,18.702385,19.563267,19.281809,19.351828,-0.5836906433105469,0.277191162109375,0.47936171974712,0.3831734472568198,18 < r ≤ 19,0.5690365000000028,PlanetaryNeb,SMP LMC  24,0.0,i06MC00630HH2X,i06MC00630HH2X,,,,,,,,,,,,,76.57741,-68.99199,i06MC00630HH2X,i06MC00630HH2X,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.5836909999999982,0.2771910000000019,0.0041200000000003,-0.8608820000000001,-0.5794239999999995,0.1587539999999982,0.7154170000000022,-0.1620480000000022,0.5408240000000006,0.2814580000000006,-0.2730710000000016,-0.050222999999999,4661252556725381248,i06MC00630HH2X,76.57741015560971,-68.99198902058355,18.81752809524536,19.56326654434204,19.38639688396454,19.21180300617218,18.67097899627685,18.767305976867675,18.706504230499267,18.70238482284546,19.28180923271179,18.979576751708983,19.5451503944397,19.351826704025267,LMC-SMP 24     ,76.576125,-68.9919167,                                  
39712,38352,b'i06MC009306H7K',7.338475,-72.23533,-0.039977938,1.0846096,-0.19102117,4.9933235e-05,0,0,1.4877503,0.017591754,0.026273977,0.03921378,0.03609182,0.033556294,0.013282538,0.035354756,0.015218232,0.008530267,0.02739056,0.07141343,0.06215085,18.239262,18.439095,18.533997,18.532585,18.530441,18.451427,18.940847,18.817001,17.489138,19.353882,19.684095,19.616898,-0.5368804931640625,1.327863693237305,1.512092910733308,0.1694404077370995,18 < r ≤ 19,1.5963035000000012,PlanetaryNeb,MGPN SMC  3,0.0,i06MC009306H7K,i06MC009306H7K,,,,,,,,,,,,,7.338475,-72.23533,i06MC009306H7K,i06MC009306H7K,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5368809999999975,1.327863000000001,1.451709000000001,-1.8647439999999984,-2.1949569999999987,-0.1998329999999981,-0.0934900000000027,-0.3655740000000023,0.0014119999999984,-0.3302130000000005,0.1238460000000003,0.0790140000000008,4689566488613582336,i06MC009306H7K,7.338475033576584,-72.23532516756725,18.451426624298097,19.35388093757629,18.43909501647949,18.533996539115904,18.53258460617065,18.53044208145141,18.94084699249268,17.489138380050658,19.68409469985962,18.81700137710571,18.239261045455933,19.6168978099823,MGPN 3         ,7.3375,-72.2352778,                                  
46667,45279,b'i06MC007201AJM',18.045942,-71.44757,-0.22748713,1.0568002,-0.6904722,0.99999785,0,0,2.2284822,0.05767534,0.045948233,0.16112173,0.13076071,0.12986752,0.02825005,0.14066905,0.023341196,0.0065343454,0.060145847,0.113487415,0.102000155,19.120998,18.468023,19.479115,19.281994,19.435486,18.595558,19.846457,18.616692,16.575012,19.649868,19.707846,19.7949,-1.0331764221191406,2.0416793823242188,2.4161283287567974,0.277008837165167,18 < r ≤ 19,2.558267999999998,PlanetaryNeb,SMP SMC  34,0.0,i06MC007201AJM,i06MC007201AJM,21.004540528297422,20.30493270111084,20.102146116256712,21.14662829399109,20.979268634796146,20.46965033221245,21.20301499462128,20.63719822692871,21.11595392525196,21.22429970216751,18.129478868484497,20.948798202991487,18.045942,-71.44757,i06MC007201AJM,i06MC007201AJM,,25.83875194549561,,,,26.25861339569092,,23.63630097770691,23.94998928260804,26.737343040466307,,25.44095214653015,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.033176000000001,2.0416799999999995,3.271445,-3.0748560000000005,-3.132833999999999,0.6529750000000014,-0.8139710000000022,-0.0211339999999999,0.1971209999999992,-0.0579779999999985,1.2297650000000004,0.8399280000000005,4690645796721623168,i06MC007201AJM,18.04594143100614,-71.44757189303388,18.595557319641117,19.6498681640625,18.46802387046814,19.47911461687088,19.281993525505065,19.4354855298996,19.84645697784424,16.575011905670166,19.707846009254457,18.61669227218628,19.1209993019104,19.79490097808838,SMP 34         ,18.0448333,-71.4472778,                                  
