ra,dec,OGLE-II,OGLE-III,OGLE-IV,Offset,RemOut
79.06508,-69.44272,LMC_SC8_118711,LMC100.8.72173,LMC503.14.34842,4,
78.94667,-69.47275,LMC_SC8_118791,LMC100.8.72475,LMC503.14.15953,M,3.0
78.93796,-69.45614,LMC_SC8_118853,LMC100.8.72215,LMC503.14.15578,5,
79.05904,-69.48808,LMC_SC8_118972,LMC100.8.606,LMC503.14.15867,6,
78.92417,-69.421,LMC_SC8_125799,LMC100.8.72100,LMC503.14.34865,0,
78.97217,-69.43281,LMC_SC8_125836,LMC100.8.72253,LMC503.14.34985,0,
78.96225,-69.38147,LMC_SC8_125907,LMC100.7.163,LMC503.14.35088,0,
79.04354,-69.37769,LMC_SC8_132533,LMC100.7.89,LMC503.14.34929,A,14.0
79.07267,-69.367,LMC_SC8_132538,LMC100.7.28,LMC503.14.53707,A,22.0
79.04642,-69.34194,LMC_SC8_132611,LMC100.7.91,LMC503.14.53765,A,7.0
78.90833,-69.34661,LMC_SC8_132727,LMC111.2.36952,LMC503.14.53868,A,8.0
78.92908,-69.31111,LMC_SC8_138954,LMC100.7.71474,LMC503.14.53953,7,
79.03183,-69.30244,LMC_SC8_138977,LMC100.7.71554,LMC503.23.125,M,2.0
79.06758,-69.20922,LMC_SC8_145091,LMC100.6.21,LMC503.23.14606,A,27.0
79.07275,-69.24403,LMC_SC8_145223,LMC100.6.231,LMC503.23.227,11,
78.94421,-69.14856,LMC_SC8_151166,LMC100.6.66722,LMC503.23.31386,24,
78.80421,-69.5935,LMC_SC8_15480,LMC112.4.102055,LMC503.14.69372,M,6.0
78.84225,-69.60028,LMC_SC8_15552,LMC112.4.102187,LMC503.14.69434,6,
78.82958,-69.58378,LMC_SC8_15596,LMC112.4.102177,LMC503.14.69477,A,19.0
79.02,-69.13625,LMC_SC8_156605,LMC100.6.66588,LMC503.23.31248,A,25.0
79.01204,-69.08789,LMC_SC8_156693,LMC100.5.185,LMC503.23.31516,M,0.0
78.77346,-69.59186,LMC_SC8_15834,LMC112.4.102825,LMC503.14.70143,11,
78.99179,-69.02522,LMC_SC8_167775,LMC100.5.12,LMC503.23.47570,A,12.0
78.92342,-69.02231,LMC_SC8_167870,LMC111.4.35088,LMC503.23.47747,8,
78.91208,-68.93964,LMC_SC8_173280,LMC110.1.31935,LMC503.31.309,A,1.0
79.19762,-69.73753,LMC_SC8_181816,LMC103.6.64992,LMC503.05.83604,0,
79.2415,-69.67647,LMC_SC8_186976,LMC103.5.14081,LMC503.05.98551,A,19.0
79.22496,-69.67447,LMC_SC8_187001,LMC103.5.14154,LMC503.05.98552,A,17.0
79.11263,-69.65711,LMC_SC8_192823,LMC103.5.203,LMC503.05.98784,A,18.0
79.2225,-69.58367,LMC_SC8_198822,LMC103.5.76608,LMC503.13.70645,A,18.0
79.21842,-69.56581,LMC_SC8_198896,LMC103.5.76718,LMC503.13.70803,M,8.0
79.19317,-69.58836,LMC_SC8_200047,LMC103.5.77373,LMC503.13.71586,A,0.0
79.19796,-69.51022,LMC_SC8_205079,LMC100.8.17743,LMC503.13.85712,A,3.0
79.13021,-69.53897,LMC_SC8_205105,LMC100.8.17772,LMC503.13.70697,9,
79.10833,-69.53039,LMC_SC8_205182,LMC100.8.140,LMC503.13.85749,A,20.0
79.18992,-69.52203,LMC_SC8_205193,LMC100.8.17793,LMC503.13.85758,A,9.0
79.21833,-69.50267,LMC_SC8_205229,LMC100.8.17948,LMC503.13.85939,0,
79.16342,-69.50133,LMC_SC8_205234,LMC100.8.17896,LMC503.13.85944,M,4.0
79.19642,-69.54808,LMC_SC8_205272,LMC100.8.17925,LMC503.13.70843,A,11.0
79.19458,-69.51567,LMC_SC8_205384,LMC100.8.18185,LMC503.13.85888,2,
79.18954,-69.51444,LMC_SC8_205390,LMC100.8.17915,LMC503.13.85893,A,3.0
79.18458,-69.50522,LMC_SC8_205427,LMC100.8.18164,LMC503.13.86262,19,
79.15417,-69.50822,LMC_SC8_205790,LMC100.8.18112,LMC503.13.86245,M,13.0
79.21512,-69.502,LMC_SC8_205834,LMC100.8.19023,LMC503.13.87129,A,15.0
79.11687,-69.44439,LMC_SC8_211850,LMC100.8.72088,LMC503.13.103548,A,25.0
79.10588,-69.482,LMC_SC8_211874,LMC100.8.138,LMC503.13.85800,7,
79.14025,-69.46706,LMC_SC8_211887,LMC100.8.91467,LMC503.13.85820,6,
79.182,-69.46361,LMC_SC8_211888,LMC100.8.91484,LMC503.13.85825,A,19.0
79.10342,-69.49239,LMC_SC8_211907,LMC100.8.305,LMC503.13.85969,M,46.0
79.12187,-69.47619,LMC_SC8_211921,LMC100.8.72378,LMC503.13.86007,A,13.0
79.07712,-69.48964,LMC_SC8_212006,LMC100.8.283,LMC503.14.15482,A,19.0
79.19337,-69.47972,LMC_SC8_212043,LMC100.8.91619,LMC503.13.86379,11,
79.11133,-69.45242,LMC_SC8_212118,LMC100.8.72848,LMC503.13.103862,0,
79.20879,-69.49628,LMC_SC8_212172,LMC100.8.18997,LMC503.13.87221,16,
79.19171,-69.44833,LMC_SC8_212517,LMC100.8.91900,LMC503.13.103890,0,
79.11304,-69.43972,LMC_SC8_212582,LMC100.8.72849,LMC503.13.103943,A,8.0
79.18533,-69.4615,LMC_SC8_213503,LMC100.8.94240,LMC503.13.90291,A,0.0
78.86246,-69.50631,LMC_SC8_21422,LMC111.1.32458,LMC503.14.83216,A,0.0
79.08167,-69.46894,LMC_SC8_214801,LMC100.8.76570,LMC503.14.20013,A,0.0
79.11087,-69.40903,LMC_SC8_218714,LMC100.8.72086,LMC503.13.103622,3,
79.21112,-69.43044,LMC_SC8_218845,LMC100.8.91630,LMC503.13.103729,M,9.0
79.12042,-69.40214,LMC_SC8_218918,LMC100.7.635,LMC503.13.104152,20,
79.09146,-69.40775,LMC_SC8_219177,LMC100.8.74143,LMC503.14.35428,A,6.0
79.08238,-69.42714,LMC_SC8_219655,LMC100.8.74108,LMC503.14.36179,A,3.0
79.187,-69.38389,LMC_SC8_220553,LMC100.7.19731,LMC503.13.107561,A,16.0
79.07725,-69.37883,LMC_SC8_224905,LMC100.7.98,LMC503.14.34926,A,18.0
79.20046,-69.37278,LMC_SC8_224909,LMC100.7.17279,LMC503.13.120109,8,
79.19225,-69.35403,LMC_SC8_224920,LMC100.7.17275,LMC503.13.120132,A,10.0
79.16329,-69.34667,LMC_SC8_225386,LMC100.7.17567,LMC503.13.120440,0,
79.22333,-69.31494,LMC_SC8_230950,LMC100.7.88828,LMC503.13.120301,23,
79.12308,-69.28794,LMC_SC8_230978,LMC100.7.71608,LMC503.22.59362,0,
79.18275,-69.24947,LMC_SC8_237217,LMC100.6.17749,LMC503.22.60358,10,
79.21613,-69.19147,LMC_SC8_242614,LMC100.6.16819,LMC503.22.72024,5,
79.13379,-69.13669,LMC_SC8_248504,LMC100.6.83903,LMC503.22.87869,9,
79.1465,-69.05453,LMC_SC8_254081,LMC100.5.16652,LMC503.22.102910,4,
79.15908,-69.07619,LMC_SC8_254286,LMC100.5.16915,LMC503.22.89345,14,
79.07742,-68.90528,LMC_SC8_268789,LMC101.8.360,LMC503.31.11939,17,
78.87092,-69.45611,LMC_SC8_27467,LMC111.1.77155,LMC503.14.15575,1,
78.84283,-69.47306,LMC_SC8_27552,LMC111.1.32600,LMC503.14.83572,A,5.0
79.36675,-69.69781,LMC_SC8_278739,LMC103.6.78702,LMC503.05.43492,5,
79.25225,-69.68081,LMC_SC8_278850,LMC103.5.14291,LMC503.05.98585,12,
79.27504,-69.72261,LMC_SC8_278894,LMC103.6.65338,LMC503.05.84046,A,4.0
79.31988,-69.71928,LMC_SC8_278905,LMC103.6.65137,LMC503.05.26876,A,2.0
79.25404,-69.6505,LMC_SC8_285258,LMC103.5.14292,LMC503.05.98810,A,14.0
79.37962,-69.66969,LMC_SC8_285490,LMC103.5.30905,LMC503.05.43989,A,8.0
79.28433,-69.59725,LMC_SC8_291777,LMC103.5.76762,LMC503.13.70633,11,
79.25438,-69.56972,LMC_SC8_291817,LMC103.5.76741,LMC503.13.70659,3,
79.25112,-69.56639,LMC_SC8_291821,LMC103.5.76737,LMC503.13.70801,A,9.0
79.26533,-69.56097,LMC_SC8_291839,LMC103.5.76749,LMC503.13.70822,M,23.0
79.32117,-69.55972,LMC_SC8_291840,LMC103.5.76641,LMC503.13.109,17,
79.32929,-69.55978,LMC_SC8_292460,LMC103.5.77110,LMC503.13.679,A,7.0
79.27579,-69.55644,LMC_SC8_293901,LMC103.5.79518,LMC503.13.72116,0,
79.30596,-69.52881,LMC_SC8_298777,LMC100.8.17840,LMC503.13.85752,11,
79.25275,-69.52242,LMC_SC8_298788,LMC100.8.17977,LMC503.13.85874,6,
79.24633,-69.45753,LMC_SC8_305738,LMC100.8.91665,LMC503.13.86060,0,
79.266,-69.47658,LMC_SC8_305823,LMC100.8.91682,LMC503.13.86009,A,3.0
79.29446,-69.44906,LMC_SC8_305907,LMC100.8.91712,LMC503.13.103682,6,
79.36554,-69.44819,LMC_SC8_306311,LMC100.8.110516,LMC503.13.36324,M,14.0
79.25483,-69.48353,LMC_SC8_306683,LMC100.8.19248,LMC503.13.87434,M,16.0
79.36358,-69.39106,LMC_SC8_312198,LMC100.7.34451,LMC503.13.35992,A,13.0
79.32638,-69.43114,LMC_SC8_312207,LMC100.8.91545,LMC503.13.36016,A,1.0
79.29612,-69.43111,LMC_SC8_312245,LMC100.8.91715,LMC503.13.103727,10,
79.28021,-69.41867,LMC_SC8_312270,LMC100.8.91698,LMC503.13.103754,A,18.0
79.25788,-69.43039,LMC_SC8_312341,LMC100.8.92023,LMC503.13.103997,11,
79.34683,-69.42486,LMC_SC8_312354,LMC100.8.110470,LMC503.13.36462,0,
79.36558,-69.42356,LMC_SC8_312358,LMC100.8.110515,LMC503.13.36468,A,0.0
79.34258,-69.43186,LMC_SC8_312532,LMC100.8.92206,LMC503.13.36431,12,
79.35917,-69.3225,LMC_SC8_318681,LMC100.7.105628,LMC503.13.54461,A,26.0
79.3235,-69.35997,LMC_SC8_318761,LMC100.7.17332,LMC503.13.54421,3,
79.30979,-69.32314,LMC_SC8_318811,LMC100.7.88890,LMC503.13.120288,13,
79.37608,-69.34297,LMC_SC8_318919,LMC100.7.34839,LMC503.13.54904,A,9.0
79.33504,-69.34461,LMC_SC8_319287,LMC100.7.17846,LMC503.13.54898,M,28.0
79.35483,-69.33867,LMC_SC8_319351,LMC100.7.34782,LMC503.13.55809,8,
79.30662,-69.35192,LMC_SC8_320263,LMC100.7.18811,LMC503.13.120936,M,12.0
79.35729,-69.26653,LMC_SC8_325961,LMC100.7.105669,LMC503.22.79,A,13.0
79.25479,-69.31061,LMC_SC8_325981,LMC100.7.88846,LMC503.13.120311,M,6.0
79.33967,-69.20908,LMC_SC8_331802,LMC100.6.17040,LMC503.22.14304,7,
79.27483,-69.25006,LMC_SC8_331835,LMC100.7.88862,LMC503.22.59417,M,12.0
78.85129,-69.39103,LMC_SC8_33655,LMC111.2.36615,LMC503.14.98858,A,12.0
78.86012,-69.39036,LMC_SC8_33740,LMC111.2.36705,LMC503.14.99091,5,
79.26446,-69.17261,LMC_SC8_337472,LMC100.6.83889,LMC503.22.72028,A,34.0
79.24654,-69.19919,LMC_SC8_337500,LMC100.6.16975,LMC503.22.72162,A,14.0
79.31067,-69.16186,LMC_SC8_338919,LMC100.6.85802,LMC503.22.73527,A,12.0
79.34079,-69.10944,LMC_SC8_343485,LMC100.6.84114,LMC503.22.31124,A,15.0
79.24462,-69.11186,LMC_SC8_345675,LMC100.6.87142,LMC503.22.90550,M,21.0
79.28496,-69.01364,LMC_SC8_354342,LMC100.5.79495,LMC503.22.102936,4,
79.25208,-68.92444,LMC_SC8_360139,LMC101.8.13792,LMC503.30.43871,A,16.0
78.88333,-69.34583,LMC_SC8_39742,LMC111.2.36634,LMC503.14.53759,8,
78.83675,-69.37661,LMC_SC8_39761,LMC111.2.36684,LMC503.14.99116,M,4.0
78.89021,-69.35114,LMC_SC8_39795,LMC111.2.36728,LMC503.14.53857,7,
78.81654,-69.35736,LMC_SC8_39899,LMC111.2.37142,LMC503.14.114751,M,8.0
78.79187,-69.33697,LMC_SC8_40306,LMC111.2.37081,LMC503.14.115506,A,13.0
78.86042,-69.27967,LMC_SC8_46364,LMC111.2.87067,LMC503.23.61785,A,26.0
78.78629,-69.30397,LMC_SC8_46440,LMC111.2.74143,LMC503.23.61984,M,5.0
78.90175,-69.28122,LMC_SC8_46515,LMC111.2.87298,LMC503.23.360,A,35.0
78.79304,-69.26869,LMC_SC8_46545,LMC111.2.87153,LMC503.23.61890,21,
78.82075,-69.71506,LMC_SC8_4861,LMC112.3.97481,LMC503.06.76154,A,9.0
78.82488,-69.2505,LMC_SC8_52574,LMC111.2.86940,LMC503.23.61748,A,10.0
78.79008,-69.24897,LMC_SC8_52916,LMC111.2.87431,LMC503.23.62250,37,
78.775,-69.23128,LMC_SC8_53017,LMC111.3.24147,LMC503.23.76015,A,20.0
78.78687,-69.17197,LMC_SC8_58813,LMC111.3.36875,LMC503.23.75357,A,34.0
78.85846,-69.19939,LMC_SC8_58850,LMC111.3.36980,LMC503.23.75484,5,
78.7635,-69.09092,LMC_SC8_64930,LMC111.4.22820,LMC503.23.91244,15,
78.82371,-69.05222,LMC_SC8_70442,LMC111.4.34828,LMC503.23.105983,20,
78.82008,-69.04878,LMC_SC8_70446,LMC111.4.34757,LMC503.23.105949,A,11.0
78.88717,-68.97278,LMC_SC8_76140,LMC111.4.77311,LMC503.31.5,27,
78.86296,-68.90089,LMC_SC8_86083,LMC110.1.31451,LMC503.31.53871,M,13.0
78.79192,-68.88792,LMC_SC8_86092,LMC110.1.21183,LMC503.31.53877,A,15.0
79.03417,-69.73994,LMC_SC8_90547,LMC103.6.53285,LMC503.06.25372,A,19.0
79.03454,-69.73731,LMC_SC8_90549,LMC103.6.53363,LMC503.06.25374,2,
79.01846,-69.75469,LMC_SC8_90588,LMC103.6.53516,LMC503.06.25447,M,5.0
79.00617,-69.74011,LMC_SC8_90708,LMC103.6.53500,LMC503.06.25475,A,10.0
78.42912,-69.58931,LMC_SC9_100476,LMC112.4.70561,LMC503.15.101,10,
78.42354,-69.54989,LMC_SC9_104392,LMC112.4.70460,LMC503.15.57404,A,25.0
78.37129,-69.53311,LMC_SC9_104420,LMC111.1.9827,LMC503.15.67470,7,
78.40154,-69.54825,LMC_SC9_104522,LMC112.4.70547,LMC503.15.57485,6,
78.33904,-69.49806,LMC_SC9_109443,LMC111.1.41,LMC503.15.67456,A,10.0
78.35079,-69.46019,LMC_SC9_115403,LMC111.1.45428,LMC503.15.67469,M,30.0
78.40358,-69.41983,LMC_SC9_115440,LMC111.1.55227,LMC503.15.80881,7,
78.28738,-69.44072,LMC_SC9_115478,LMC111.1.45684,LMC503.15.80936,A,3.0
78.39433,-69.43178,LMC_SC9_115973,LMC111.1.55593,LMC503.15.81491,A,15.0
78.36146,-69.36539,LMC_SC9_121651,LMC111.2.59,LMC503.15.93365,0,
78.33675,-69.39272,LMC_SC9_121666,LMC111.2.49,LMC503.15.80903,A,11.0
78.33483,-69.3665,LMC_SC9_121685,LMC111.2.48,LMC503.15.93363,A,3.0
78.38192,-69.39608,LMC_SC9_121710,LMC111.2.10623,LMC503.15.80993,12,
78.29338,-69.35322,LMC_SC9_121775,LMC111.2.117,LMC503.15.93454,A,18.0
78.32975,-69.37331,LMC_SC9_121857,LMC111.2.313,LMC503.15.81285,A,8.0
78.35213,-69.32753,LMC_SC9_127607,LMC111.2.146,LMC503.15.93491,17,
78.29642,-69.31956,LMC_SC9_127610,LMC111.2.50806,LMC503.15.93498,15,
78.287,-69.32525,LMC_SC9_127737,LMC111.2.279,LMC503.15.93718,14,
78.40425,-69.30397,LMC_SC9_127864,LMC111.2.62563,LMC503.15.93875,A,2.0
78.36392,-69.33281,LMC_SC9_128048,LMC111.2.10910,LMC503.15.94289,M,13.0
78.37654,-69.27464,LMC_SC9_134611,LMC111.2.62105,LMC503.24.56068,11,
78.36904,-69.25197,LMC_SC9_134667,LMC111.2.62102,LMC503.24.56078,A,0.0
78.25333,-69.52672,LMC_SC9_13712,LMC111.1.259,LMC503.15.67546,8,
78.22633,-69.48975,LMC_SC9_13766,LMC111.1.80,LMC503.15.67607,A,0.0
78.43354,-69.23317,LMC_SC9_140748,LMC111.3.11790,LMC503.24.67261,M,3.0
78.33579,-69.23131,LMC_SC9_140749,LMC111.3.78,LMC503.24.67239,A,18.0
78.29142,-69.21247,LMC_SC9_140798,LMC111.3.158,LMC503.24.67332,A,12.0
78.28787,-69.22844,LMC_SC9_141538,LMC111.3.2124,LMC503.24.68643,21,
78.29075,-69.11867,LMC_SC9_146910,LMC111.3.50443,LMC503.24.80341,A,20.0
78.33871,-69.11981,LMC_SC9_147185,LMC111.3.50735,LMC503.24.80645,A,0.0
78.36725,-69.1655,LMC_SC9_147297,LMC111.3.61518,LMC503.24.68348,11,
78.29537,-69.11931,LMC_SC9_148668,LMC111.3.52392,LMC503.24.82317,31,
78.36529,-69.07867,LMC_SC9_153860,LMC111.4.11915,LMC503.24.83247,A,13.0
78.33742,-69.03042,LMC_SC9_159773,LMC111.4.152,LMC503.24.93514,A,17.0
78.31779,-68.90728,LMC_SC9_171950,LMC110.1.10,LMC510.08.14,29,
78.41592,-68.89892,LMC_SC9_172044,LMC110.1.10578,LMC503.32.49906,12,
78.332,-68.93619,LMC_SC9_172088,LMC110.1.632,LMC503.32.41174,A,2.0
78.44392,-68.88306,LMC_SC9_172227,LMC110.1.51126,LMC503.32.50169,A,13.0
78.36038,-68.84917,LMC_SC9_178133,LMC110.1.41435,LMC503.32.49888,20,
78.30525,-68.83622,LMC_SC9_178138,LMC110.1.41428,LMC503.32.49893,A,16.0
78.29425,-68.80217,LMC_SC9_183607,LMC110.2.31,LMC510.08.56206,A,0.0
78.5545,-69.55675,LMC_SC9_198321,LMC112.4.85163,LMC503.15.13,11,
78.49654,-69.52964,LMC_SC9_198331,LMC111.1.9769,LMC503.15.12651,A,9.0
78.59496,-69.52978,LMC_SC9_198373,LMC111.1.21436,LMC503.15.12689,A,7.0
78.49258,-69.5415,LMC_SC9_198417,LMC112.4.70479,LMC503.15.66,M,11.0
78.52575,-69.54108,LMC_SC9_198418,LMC111.1.9895,LMC503.15.192,6,
78.52446,-69.53014,LMC_SC9_198433,LMC111.1.9893,LMC503.15.12686,5,
78.61254,-69.55931,LMC_SC9_198513,LMC112.4.85322,LMC503.15.392,M,11.0
78.48417,-69.48108,LMC_SC9_204247,LMC111.1.9796,LMC503.15.12727,7,
78.53725,-69.51164,LMC_SC9_204674,LMC111.1.10583,LMC503.15.12985,M,19.0
78.48942,-69.41206,LMC_SC9_211385,LMC111.1.56009,LMC503.15.29664,14,
78.51383,-69.37519,LMC_SC9_217026,LMC111.2.10570,LMC503.15.28228,4,
78.59625,-69.37067,LMC_SC9_217034,LMC111.2.22813,LMC503.15.43411,M,7.0
78.45658,-69.38247,LMC_SC9_218365,LMC111.2.12308,LMC503.15.31291,0,
78.53846,-69.29428,LMC_SC9_223847,LMC111.2.62090,LMC503.24.2,A,10.0
78.60321,-69.3085,LMC_SC9_223870,LMC111.2.73710,LMC503.15.43328,6,
78.51808,-69.33333,LMC_SC9_224040,LMC111.2.10820,LMC503.15.43727,M,12.0
78.58454,-69.27617,LMC_SC9_230643,LMC111.2.73781,LMC503.24.130,A,1.0
78.49138,-69.27858,LMC_SC9_230750,LMC111.2.62338,LMC503.24.303,0,
78.52558,-69.22739,LMC_SC9_237161,LMC111.3.11710,LMC503.24.13121,A,15.0
78.57546,-69.20969,LMC_SC9_237168,LMC111.3.23099,LMC503.24.13127,A,0.0
78.578,-69.2245,LMC_SC9_237220,LMC111.3.23295,LMC503.24.13227,A,23.0
78.46275,-69.19536,LMC_SC9_237250,LMC111.3.11804,LMC503.24.13267,A,17.0
78.61112,-69.18217,LMC_SC9_237871,LMC111.3.23636,LMC503.24.14268,21,
78.55604,-69.13281,LMC_SC9_243716,LMC111.3.61476,LMC503.24.28394,A,1.0
78.54254,-69.08439,LMC_SC9_250271,LMC111.4.10934,LMC503.24.28284,A,20.0
78.59767,-69.07272,LMC_SC9_250287,LMC111.4.22488,LMC503.24.28289,A,6.0
78.47908,-69.07667,LMC_SC9_250319,LMC111.4.10954,LMC503.24.28360,A,11.0
78.47783,-69.08425,LMC_SC9_250873,LMC111.4.12847,LMC503.24.29588,A,17.0
78.56754,-69.05825,LMC_SC9_257217,LMC111.4.11311,LMC503.24.43604,7,
78.45475,-69.01611,LMC_SC9_257405,LMC111.4.57127,LMC503.24.44538,5,
78.51746,-69.00931,LMC_SC9_257423,LMC111.4.56863,LMC503.24.43914,A,19.0
78.27979,-69.40511,LMC_SC9_26348,LMC111.1.45995,LMC503.15.81187,M,7.0
78.48642,-68.96706,LMC_SC9_263534,LMC111.4.56694,LMC503.32.71,A,8.0
78.52192,-68.91244,LMC_SC9_269506,LMC110.1.10533,LMC503.32.21,A,14.0
78.69225,-69.69708,LMC_SC9_286046,LMC112.3.82462,LMC503.06.76567,M,11.0
78.7275,-69.56939,LMC_SC9_298189,LMC112.4.85264,LMC503.14.69395,M,6.0
78.63983,-69.546,LMC_SC9_298887,LMC111.1.21832,LMC503.15.1317,12,
78.75104,-69.50789,LMC_SC9_304868,LMC111.1.21668,LMC503.14.83213,M,12.0
78.68854,-69.37564,LMC_SC9_319029,LMC111.2.22876,LMC503.14.98945,M,9.0
78.74767,-69.35511,LMC_SC9_319040,LMC111.2.22911,LMC503.14.114472,22,
78.69388,-69.37669,LMC_SC9_319095,LMC111.2.23088,LMC503.14.99114,A,11.0
78.69642,-69.36064,LMC_SC9_319122,LMC111.2.22883,LMC503.14.114561,M,9.0
78.247,-69.31492,LMC_SC9_32529,LMC111.2.50730,LMC503.15.93760,A,13.0
78.65029,-69.32981,LMC_SC9_326536,LMC111.2.22851,LMC503.15.43488,A,5.0
78.65462,-69.30267,LMC_SC9_327366,LMC111.2.74397,LMC503.15.44764,8,
78.22021,-69.30308,LMC_SC9_32972,LMC111.2.51081,LMC503.16.40744,M,3.0
78.70888,-69.25178,LMC_SC9_334135,LMC111.2.73697,LMC503.23.61746,M,39.0
78.69779,-69.29328,LMC_SC9_334204,LMC111.2.73838,LMC503.23.61847,4,
78.72354,-69.28039,LMC_SC9_334358,LMC111.2.74618,LMC503.23.62102,M,5.0
78.67846,-69.23647,LMC_SC9_334520,LMC111.3.23404,LMC503.23.62295,M,12.0
78.67533,-69.26619,LMC_SC9_335785,LMC111.2.73827,LMC503.23.61894,M,7.0
78.62287,-69.18833,LMC_SC9_342114,LMC111.3.23197,LMC503.24.13180,5,
78.64983,-69.21553,LMC_SC9_342140,LMC111.3.23224,LMC503.24.13240,A,15.0
78.62962,-69.16436,LMC_SC9_349892,LMC111.3.72817,LMC503.24.13206,M,22.0
78.65612,-69.15931,LMC_SC9_350062,LMC111.3.73363,LMC503.24.13629,A,30.0
78.722,-69.13314,LMC_SC9_350152,LMC111.3.73060,LMC503.23.91371,A,14.0
78.24458,-69.26531,LMC_SC9_38480,LMC111.2.50489,LMC503.24.56035,A,2.0
78.70362,-68.85222,LMC_SC9_385597,LMC110.1.60640,LMC503.31.53989,A,17.0
78.65625,-68.87386,LMC_SC9_385651,LMC110.1.60601,LMC503.32.10408,4,
78.77083,-68.85486,LMC_SC9_385700,LMC110.1.60705,LMC503.31.54176,A,5.0
78.19308,-69.25131,LMC_SC9_38582,LMC111.2.50574,LMC503.25.170,4,
78.26608,-69.24806,LMC_SC9_38587,LMC111.3.147,LMC503.24.56159,A,2.0
78.18017,-69.25672,LMC_SC9_39084,LMC111.2.50988,LMC503.25.909,M,10.0
78.67029,-68.77358,LMC_SC9_391759,LMC110.2.18873,LMC503.32.21733,5,
78.14325,-69.17953,LMC_SC9_45274,LMC111.6.31548,LMC503.25.12294,0,
78.21329,-69.19011,LMC_SC9_45391,LMC111.3.119,LMC503.25.12453,M,1.0
78.16092,-69.13939,LMC_SC9_52182,LMC111.3.50562,LMC503.25.27268,5,
78.19987,-69.05194,LMC_SC9_65324,LMC111.4.31,LMC503.25.40809,6,
78.16913,-69.05025,LMC_SC9_65459,LMC111.4.183,LMC503.25.40994,M,12.0
78.21038,-69.03344,LMC_SC9_65506,LMC111.4.219,LMC503.25.41036,A,5.0
78.17212,-68.94408,LMC_SC9_72583,LMC110.8.34178,LMC510.08.3188,M,10.0
78.25054,-68.82572,LMC_SC9_84708,LMC110.1.41560,LMC510.08.56409,M,20.0
77.73046,-69.23717,LMC_SC10_100630,LMC111.6.19741,LMC510.01.68,3,
77.74171,-69.18211,LMC_SC10_105172,LMC111.6.19749,LMC510.01.98,A,18.0
77.67992,-69.15986,LMC_SC10_105178,LMC111.6.55847,LMC510.01.377,0,
77.68537,-69.20917,LMC_SC10_105184,LMC111.6.9627,LMC510.01.286,7,
77.7385,-69.20861,LMC_SC10_105185,LMC111.6.19806,LMC510.01.731,0,
77.74913,-69.16211,LMC_SC10_105231,LMC111.6.66322,LMC510.01.373,A,9.0
77.68562,-69.16039,LMC_SC10_105232,LMC111.6.55923,LMC510.01.376,0,
77.78517,-69.20314,LMC_SC10_105257,LMC111.6.19979,LMC510.01.748,A,9.0
77.76896,-69.19456,LMC_SC10_105269,LMC111.6.19822,LMC510.01.779,10,
77.71217,-69.17811,LMC_SC10_105302,LMC111.6.9927,LMC510.01.1994,5,
77.769,-69.15031,LMC_SC10_109769,LMC111.6.66282,LMC510.01.56686,34,
77.73279,-69.10108,LMC_SC10_109783,LMC111.6.66270,LMC510.01.56715,A,21.0
77.69646,-69.121,LMC_SC10_109825,LMC111.6.55930,LMC510.01.56856,8,
77.77125,-69.10642,LMC_SC10_109954,LMC111.6.66712,LMC510.01.57562,A,18.0
77.73713,-69.05006,LMC_SC10_114334,LMC111.5.22546,LMC510.01.56964,A,12.0
77.66342,-69.04183,LMC_SC10_114519,LMC111.5.11209,LMC510.01.57437,24,
77.78892,-69.03633,LMC_SC10_119207,LMC111.5.22605,LMC510.01.57453,15,
77.66738,-68.97803,LMC_SC10_123708,LMC111.5.53616,LMC510.09.417,7,
77.73879,-68.93819,LMC_SC10_124043,LMC110.8.12370,LMC510.09.3672,16,
77.73933,-68.93742,LMC_SC10_124050,LMC110.8.12373,LMC510.09.3695,17,
77.76579,-68.81728,LMC_SC10_132757,LMC110.8.54516,LMC510.09.54900,0,
77.77325,-68.78964,LMC_SC10_137343,LMC110.7.11712,LMC510.09.55767,4,
77.96129,-69.4585,LMC_SC10_155165,LMC111.8.61924,LMC503.16.64088,M,7.0
77.83604,-69.42989,LMC_SC10_158625,LMC111.8.52636,LMC503.16.74954,15,
77.94971,-69.39508,LMC_SC10_158661,LMC111.7.32189,LMC503.16.75003,0,
77.96358,-69.39028,LMC_SC10_158762,LMC111.7.32195,LMC503.16.75010,0,
77.835,-69.31017,LMC_SC10_167866,LMC111.7.60261,LMC503.16.87639,A,26.0
77.82217,-69.31667,LMC_SC10_168037,LMC111.7.60242,LMC503.16.87613,13,
77.96646,-69.26578,LMC_SC10_172611,LMC111.7.70435,LMC503.25.52127,0,
77.88975,-69.26189,LMC_SC10_172616,LMC111.7.60048,LMC503.25.52165,0,
77.8235,-69.22933,LMC_SC10_172629,LMC111.6.19765,LMC503.25.52136,0,
77.86025,-69.23142,LMC_SC10_172765,LMC111.6.20056,LMC503.25.52472,26,
77.95062,-69.22161,LMC_SC10_172788,LMC111.6.31665,LMC503.25.63009,9,
77.95171,-69.23897,LMC_SC10_173573,LMC111.6.32480,LMC503.25.54221,15,
77.93317,-69.17803,LMC_SC10_177169,LMC111.6.19738,LMC503.25.62798,0,
77.84633,-69.17281,LMC_SC10_177174,LMC111.6.19768,LMC503.25.62843,2,
